ID,SKU,Name,Regular price,Sale price,Categories,Product ID URL,Add to cart URL,Cart buy URL,Checkout buy URL
52,GM-RTR-ASU-001,ASUS ROG Rapture GT-BE19000AI (WiFi 7),4799,,Gaming,https://neogen.store/?p=52,https://neogen.store/?add-to-cart=52,https://neogen.store/cart/?add-to-cart=52&quantity=1,https://neogen.store/checkout/?add-to-cart=52&quantity=1
53,GM-PGA-JSA-001,JSAUX 6-in-1 Dock (Steam Deck/ROG Ally),529,459,Gaming,https://neogen.store/?p=53,https://neogen.store/?add-to-cart=53,https://neogen.store/cart/?add-to-cart=53&quantity=1,https://neogen.store/checkout/?add-to-cart=53&quantity=1
54,GM-CMP-NZX-001,NZXT H9 Elite Mid-Tower ATX Case,1349,,Hardware,https://neogen.store/?p=54,https://neogen.store/?add-to-cart=54,https://neogen.store/cart/?add-to-cart=54&quantity=1,https://neogen.store/checkout/?add-to-cart=54&quantity=1
55,GM-CMP-COR-001,Corsair iCUE H150i RGB Elite (360mm AIO),1149,,Hardware,https://neogen.store/?p=55,https://neogen.store/?add-to-cart=55,https://neogen.store/cart/?add-to-cart=55&quantity=1,https://neogen.store/checkout/?add-to-cart=55&quantity=1
56,GM-GPU-GIG-001,Gigabyte AORUS RTX 5090 Master 32GB,27999,,Hardware,https://neogen.store/?p=56,https://neogen.store/?add-to-cart=56,https://neogen.store/cart/?add-to-cart=56&quantity=1,https://neogen.store/checkout/?add-to-cart=56&quantity=1
57,GM-GPU-NVD-002,NVIDIA RTX 5080 Founders Edition (16GB),6499,,Hardware,https://neogen.store/?p=57,https://neogen.store/?add-to-cart=57,https://neogen.store/cart/?add-to-cart=57&quantity=1,https://neogen.store/checkout/?add-to-cart=57&quantity=1
58,GM-GPU-NVD-001,NVIDIA RTX 5090 Founders Edition (32GB),26449,22999,Hardware,https://neogen.store/?p=58,https://neogen.store/?add-to-cart=58,https://neogen.store/cart/?add-to-cart=58&quantity=1,https://neogen.store/checkout/?add-to-cart=58&quantity=1
59,GM-STR-HPX-001,HyperX QuadCast S USB Microphone,580,,Gaming,https://neogen.store/?p=59,https://neogen.store/?add-to-cart=59,https://neogen.store/cart/?add-to-cart=59&quantity=1,https://neogen.store/checkout/?add-to-cart=59&quantity=1
60,GM-STR-ELG-001,Elgato Stream Deck MK.2,1099,949,Gaming,https://neogen.store/?p=60,https://neogen.store/?add-to-cart=60,https://neogen.store/cart/?add-to-cart=60&quantity=1,https://neogen.store/checkout/?add-to-cart=60&quantity=1
61,GM-CAP-AVR-001,AVerMedia Live Gamer Ultra S,1049,,Gaming,https://neogen.store/?p=61,https://neogen.store/?add-to-cart=61,https://neogen.store/cart/?add-to-cart=61&quantity=1,https://neogen.store/checkout/?add-to-cart=61&quantity=1
62,GM-CAP-ELG-001,Elgato HD60 X Capture Card,1099,,Gaming,https://neogen.store/?p=62,https://neogen.store/?add-to-cart=62,https://neogen.store/cart/?add-to-cart=62&quantity=1,https://neogen.store/checkout/?add-to-cart=62&quantity=1
63,GM-CTR-SON-001,Sony DualSense Edge Controller,1559,1349,Gaming,https://neogen.store/?p=63,https://neogen.store/?add-to-cart=63,https://neogen.store/cart/?add-to-cart=63&quantity=1,https://neogen.store/checkout/?add-to-cart=63&quantity=1
64,GM-CTR-MSF-001,Xbox Elite Controller Series 2 Core,720,,Gaming,https://neogen.store/?p=64,https://neogen.store/?add-to-cart=64,https://neogen.store/cart/?add-to-cart=64&quantity=1,https://neogen.store/checkout/?add-to-cart=64&quantity=1
65,GM-RGB-GOV-001,Govee DreamView G1 Pro Gaming Light,790,,Gaming,https://neogen.store/?p=65,https://neogen.store/?add-to-cart=65,https://neogen.store/cart/?add-to-cart=65&quantity=1,https://neogen.store/checkout/?add-to-cart=65&quantity=1
66,GM-RGB-COR-001,Corsair iCUE LC100 Lighting Panels,549,,Gaming,https://neogen.store/?p=66,https://neogen.store/?add-to-cart=66,https://neogen.store/cart/?add-to-cart=66&quantity=1,https://neogen.store/checkout/?add-to-cart=66&quantity=1
67,GM-CHR-RAZ-001,Razer Iskur V2 NewGen,3199,,Gaming,https://neogen.store/?p=67,https://neogen.store/?add-to-cart=67,https://neogen.store/cart/?add-to-cart=67&quantity=1,https://neogen.store/checkout/?add-to-cart=67&quantity=1
68,GM-CHR-SEC-001,Secretlab Titan Evo,4630,,Gaming,https://neogen.store/?p=68,https://neogen.store/?add-to-cart=68,https://neogen.store/cart/?add-to-cart=68&quantity=1,https://neogen.store/checkout/?add-to-cart=68&quantity=1
69,GM-HST-RAZ-001,Razer BlackShark V2 Pro 2023,1149,999,Gaming,https://neogen.store/?p=69,https://neogen.store/?add-to-cart=69,https://neogen.store/cart/?add-to-cart=69&quantity=1,https://neogen.store/checkout/?add-to-cart=69&quantity=1
70,GM-HST-STS-001,SteelSeries Arctis Nova 7 Wireless,860,,Gaming,https://neogen.store/?p=70,https://neogen.store/?add-to-cart=70,https://neogen.store/cart/?add-to-cart=70&quantity=1,https://neogen.store/checkout/?add-to-cart=70&quantity=1
71,GM-HST-HPX-001,HyperX Cloud Alpha Wireless (300hr),1199,,Gaming,https://neogen.store/?p=71,https://neogen.store/?add-to-cart=71,https://neogen.store/cart/?add-to-cart=71&quantity=1,https://neogen.store/checkout/?add-to-cart=71&quantity=1
72,GM-MOU-RAZ-002,Razer Viper V3 Pro (54g Wireless),1209,1049,Gaming,https://neogen.store/?p=72,https://neogen.store/?add-to-cart=72,https://neogen.store/cart/?add-to-cart=72&quantity=1,https://neogen.store/checkout/?add-to-cart=72&quantity=1
73,GM-MOU-LOG-001,Logitech G Pro X Superlight 2 DEX,1099,,Gaming,https://neogen.store/?p=73,https://neogen.store/?add-to-cart=73,https://neogen.store/cart/?add-to-cart=73&quantity=1,https://neogen.store/checkout/?add-to-cart=73&quantity=1
74,GM-MOU-RAZ-001,Razer DeathAdder V4 Pro (57g Wireless),1329,1149,Gaming,https://neogen.store/?p=74,https://neogen.store/?add-to-cart=74,https://neogen.store/cart/?add-to-cart=74&quantity=1,https://neogen.store/checkout/?add-to-cart=74&quantity=1
75,GM-KBD-KEY-001,Keychron K10 HE (Arabic Layout),690,,Gaming,https://neogen.store/?p=75,https://neogen.store/?add-to-cart=75,https://neogen.store/cart/?add-to-cart=75&quantity=1,https://neogen.store/checkout/?add-to-cart=75&quantity=1
76,GM-KBD-LOG-001,Logitech G Pro X TKL LIGHTSPEED,1379,1199,Gaming,https://neogen.store/?p=76,https://neogen.store/?add-to-cart=76,https://neogen.store/cart/?add-to-cart=76&quantity=1,https://neogen.store/checkout/?add-to-cart=76&quantity=1
77,GM-KBD-COR-001,Corsair K70 MAX RGB,1299,,Gaming,https://neogen.store/?p=77,https://neogen.store/?add-to-cart=77,https://neogen.store/cart/?add-to-cart=77&quantity=1,https://neogen.store/checkout/?add-to-cart=77&quantity=1
78,GM-KBD-RAZ-001,Razer Huntsman V3 Pro TKL,1559,1349,Gaming,https://neogen.store/?p=78,https://neogen.store/?add-to-cart=78,https://neogen.store/cart/?add-to-cart=78&quantity=1,https://neogen.store/checkout/?add-to-cart=78&quantity=1
79,GM-MON-DEL-001,"Dell Alienware AW2725DF (27"" QD-OLED 360Hz)",5599,,Gaming,https://neogen.store/?p=79,https://neogen.store/?add-to-cart=79,https://neogen.store/cart/?add-to-cart=79&quantity=1,https://neogen.store/checkout/?add-to-cart=79&quantity=1
80,GM-MON-LGE-001,"LG UltraGear OLED 27GR95QE-B (27"" QHD 240Hz)",5639,4899,Gaming,https://neogen.store/?p=80,https://neogen.store/?add-to-cart=80,https://neogen.store/cart/?add-to-cart=80&quantity=1,https://neogen.store/checkout/?add-to-cart=80&quantity=1
81,GM-MON-SAM-002,"Samsung Odyssey G7 G70D (32"" 4K 144Hz)",2600,,Gaming,https://neogen.store/?p=81,https://neogen.store/?add-to-cart=81,https://neogen.store/cart/?add-to-cart=81&quantity=1,https://neogen.store/checkout/?add-to-cart=81&quantity=1
82,GM-MON-SAM-001,"Samsung Odyssey OLED G8 (34"" UWQHD 175Hz)",4870,,Gaming,https://neogen.store/?p=82,https://neogen.store/?add-to-cart=82,https://neogen.store/cart/?add-to-cart=82&quantity=1,https://neogen.store/checkout/?add-to-cart=82&quantity=1
83,GM-MON-ASU-001,"ASUS ROG Swift OLED PG27AQDM (27"" QHD 240Hz)",4080,,Gaming,https://neogen.store/?p=83,https://neogen.store/?add-to-cart=83,https://neogen.store/cart/?add-to-cart=83&quantity=1,https://neogen.store/checkout/?add-to-cart=83&quantity=1
84,NT-MPC-DEL-001,Dell OptiPlex 7070 Micro (Refurb),1610,,Homelab,https://neogen.store/?p=84,https://neogen.store/?add-to-cart=84,https://neogen.store/cart/?add-to-cart=84&quantity=1,https://neogen.store/checkout/?add-to-cart=84&quantity=1
85,NT-MPC-BLK-002,Beelink EQ12 (Intel N100),999,,Homelab,https://neogen.store/?p=85,https://neogen.store/?add-to-cart=85,https://neogen.store/cart/?add-to-cart=85&quantity=1,https://neogen.store/checkout/?add-to-cart=85&quantity=1
86,NT-MPC-BLK-001,Beelink SER7 (Ryzen 7 7735HS),2399,,Homelab,https://neogen.store/?p=86,https://neogen.store/?add-to-cart=86,https://neogen.store/cart/?add-to-cart=86&quantity=1,https://neogen.store/checkout/?add-to-cart=86&quantity=1
87,NT-MPC-MNF-001,MinisForum MS-01 (Homelab Server),4599,3999,Homelab,https://neogen.store/?p=87,https://neogen.store/?add-to-cart=87,https://neogen.store/cart/?add-to-cart=87&quantity=1,https://neogen.store/checkout/?add-to-cart=87&quantity=1
88,NT-POE-TPL-001,TP-Link TL-SG1005P 5-Port PoE,299,,Networking,https://neogen.store/?p=88,https://neogen.store/?add-to-cart=88,https://neogen.store/cart/?add-to-cart=88&quantity=1,https://neogen.store/checkout/?add-to-cart=88&quantity=1
89,NT-POE-UBQ-001,Ubiquiti USW-Lite-8-PoE,849,,Networking,https://neogen.store/?p=89,https://neogen.store/?add-to-cart=89,https://neogen.store/cart/?add-to-cart=89&quantity=1,https://neogen.store/checkout/?add-to-cart=89&quantity=1
90,NT-KVM-ATN-001,ATEN CS1924M 4-Port DP KVM,2399,,Homelab,https://neogen.store/?p=90,https://neogen.store/?add-to-cart=90,https://neogen.store/cart/?add-to-cart=90&quantity=1,https://neogen.store/checkout/?add-to-cart=90&quantity=1
91,NT-KVM-TES-001,TESmart HKS0401A1U 4-Port HDMI KVM,689,599,Homelab,https://neogen.store/?p=91,https://neogen.store/?add-to-cart=91,https://neogen.store/cart/?add-to-cart=91&quantity=1,https://neogen.store/checkout/?add-to-cart=91&quantity=1
92,NT-FWL-FTN-001,Fortinet FortiGate 60F,6329,5499,Homelab,https://neogen.store/?p=92,https://neogen.store/?add-to-cart=92,https://neogen.store/cart/?add-to-cart=92&quantity=1,https://neogen.store/checkout/?add-to-cart=92&quantity=1
93,NT-FWL-NGT-002,Netgate 2100 MAX pfSense+ Gateway,2740,,Homelab,https://neogen.store/?p=93,https://neogen.store/?add-to-cart=93,https://neogen.store/cart/?add-to-cart=93&quantity=1,https://neogen.store/checkout/?add-to-cart=93&quantity=1
94,NT-FWL-NGT-001,Netgate 4200 MAX pfSense+ Gateway,3399,,Homelab,https://neogen.store/?p=94,https://neogen.store/?add-to-cart=94,https://neogen.store/cart/?add-to-cart=94&quantity=1,https://neogen.store/checkout/?add-to-cart=94&quantity=1
95,NT-CBL-GEN-001,Cat6a Shielded Bulk Cable (305m),740,,Networking,https://neogen.store/?p=95,https://neogen.store/?add-to-cart=95,https://neogen.store/cart/?add-to-cart=95&quantity=1,https://neogen.store/checkout/?add-to-cart=95&quantity=1
96,NT-CBL-FSC-001,10G SFP+ DAC Twinax Cable (1m),80,,Networking,https://neogen.store/?p=96,https://neogen.store/?add-to-cart=96,https://neogen.store/cart/?add-to-cart=96&quantity=1,https://neogen.store/checkout/?add-to-cart=96&quantity=1
97,NT-SFP-FSC-001,FS.com 10GBASE-SR SFP+ Transceiver,129,,Networking,https://neogen.store/?p=97,https://neogen.store/?add-to-cart=97,https://neogen.store/cart/?add-to-cart=97&quantity=1,https://neogen.store/checkout/?add-to-cart=97&quantity=1
98,NT-SRV-NVP-001,NavePoint 1U Cantilever Rack Shelf,249,,Homelab,https://neogen.store/?p=98,https://neogen.store/?add-to-cart=98,https://neogen.store/cart/?add-to-cart=98&quantity=1,https://neogen.store/checkout/?add-to-cart=98&quantity=1
99,NT-SRV-CBM-001,Cable Matters 24-Port Cat6 Patch Panel (1U),239,,Homelab,https://neogen.store/?p=99,https://neogen.store/?add-to-cart=99,https://neogen.store/cart/?add-to-cart=99&quantity=1,https://neogen.store/checkout/?add-to-cart=99&quantity=1
100,NT-SRV-STC-001,StarTech RK12WALLOA 12U Wall-Mount Rack,1399,,Homelab,https://neogen.store/?p=100,https://neogen.store/?add-to-cart=100,https://neogen.store/cart/?add-to-cart=100&quantity=1,https://neogen.store/checkout/?add-to-cart=100&quantity=1
101,NT-UPS-APC-002,APC Back-UPS Pro BX1500M (Tower),1839,1599,Homelab,https://neogen.store/?p=101,https://neogen.store/?add-to-cart=101,https://neogen.store/cart/?add-to-cart=101&quantity=1,https://neogen.store/checkout/?add-to-cart=101&quantity=1
102,NT-UPS-CYB-001,CyberPower OR1500LCDRM1U (1500VA 1U),2419,2099,Homelab,https://neogen.store/?p=102,https://neogen.store/?add-to-cart=102,https://neogen.store/cart/?add-to-cart=102&quantity=1,https://neogen.store/checkout/?add-to-cart=102&quantity=1
103,NT-UPS-APC-001,APC Smart-UPS SMT1500RM2UC (1500VA Rack),4899,,Homelab,https://neogen.store/?p=103,https://neogen.store/?add-to-cart=103,https://neogen.store/cart/?add-to-cart=103&quantity=1,https://neogen.store/checkout/?add-to-cart=103&quantity=1
104,NT-NAS-QNP-002,QNAP TS-262-4G (2-Bay),1899,,Homelab,https://neogen.store/?p=104,https://neogen.store/?add-to-cart=104,https://neogen.store/cart/?add-to-cart=104&quantity=1,https://neogen.store/checkout/?add-to-cart=104&quantity=1
105,NT-NAS-QNP-001,QNAP TS-464-8G (4-Bay),2799,,Homelab,https://neogen.store/?p=105,https://neogen.store/?add-to-cart=105,https://neogen.store/cart/?add-to-cart=105&quantity=1,https://neogen.store/checkout/?add-to-cart=105&quantity=1
106,NT-NAS-SYN-002,Synology DS925+ (4-Bay),3499,,Homelab,https://neogen.store/?p=106,https://neogen.store/?add-to-cart=106,https://neogen.store/cart/?add-to-cart=106&quantity=1,https://neogen.store/checkout/?add-to-cart=106&quantity=1
107,NT-NAS-SYN-001,Synology DS225+ (2-Bay),2419,2099,Homelab,https://neogen.store/?p=107,https://neogen.store/?add-to-cart=107,https://neogen.store/cart/?add-to-cart=107&quantity=1,https://neogen.store/checkout/?add-to-cart=107&quantity=1
108,NT-WAP-TPL-002,TP-Link Omada EAP650,919,799,Networking,https://neogen.store/?p=108,https://neogen.store/?add-to-cart=108,https://neogen.store/cart/?add-to-cart=108&quantity=1,https://neogen.store/checkout/?add-to-cart=108&quantity=1
109,NT-WAP-TPL-001,TP-Link Omada EAP610,689,599,Networking,https://neogen.store/?p=109,https://neogen.store/?add-to-cart=109,https://neogen.store/cart/?add-to-cart=109&quantity=1,https://neogen.store/checkout/?add-to-cart=109&quantity=1
110,NT-WAP-UBQ-002,Ubiquiti UniFi U7 Pro,1609,1399,Networking,https://neogen.store/?p=110,https://neogen.store/?add-to-cart=110,https://neogen.store/cart/?add-to-cart=110&quantity=1,https://neogen.store/checkout/?add-to-cart=110&quantity=1
111,NT-WAP-UBQ-001,Ubiquiti UniFi U6 Pro,910,,Networking,https://neogen.store/?p=111,https://neogen.store/?add-to-cart=111,https://neogen.store/cart/?add-to-cart=111&quantity=1,https://neogen.store/checkout/?add-to-cart=111&quantity=1
112,NT-NET-UBQ-001,Ubiquiti USW-Pro-24-PoE,2370,,Networking,https://neogen.store/?p=112,https://neogen.store/?add-to-cart=112,https://neogen.store/cart/?add-to-cart=112&quantity=1,https://neogen.store/checkout/?add-to-cart=112&quantity=1
113,NT-NET-MKT-004,MikroTik CRS312-4C+8XG-RM,2799,,Networking,https://neogen.store/?p=113,https://neogen.store/?add-to-cart=113,https://neogen.store/cart/?add-to-cart=113&quantity=1,https://neogen.store/checkout/?add-to-cart=113&quantity=1
114,NT-NET-MKT-003,MikroTik CRS328-24P-4S+RM (PoE),3109,2699,Networking,https://neogen.store/?p=114,https://neogen.store/?add-to-cart=114,https://neogen.store/cart/?add-to-cart=114&quantity=1,https://neogen.store/checkout/?add-to-cart=114&quantity=1
115,NT-NET-MKT-002,MikroTik CRS326-24G-2S+RM,1199,,Networking,https://neogen.store/?p=115,https://neogen.store/?add-to-cart=115,https://neogen.store/cart/?add-to-cart=115&quantity=1,https://neogen.store/checkout/?add-to-cart=115&quantity=1
116,NT-NET-MKT-001,MikroTik CRS305-1G-4S+IN,999,,Networking,https://neogen.store/?p=116,https://neogen.store/?add-to-cart=116,https://neogen.store/cart/?add-to-cart=116&quantity=1,https://neogen.store/checkout/?add-to-cart=116&quantity=1
117,SH-SWB-SWBT-003,SwitchBot Blind Tilt,479,,Smart Home & IoT,https://neogen.store/?p=117,https://neogen.store/?add-to-cart=117,https://neogen.store/cart/?add-to-cart=117&quantity=1,https://neogen.store/checkout/?add-to-cart=117&quantity=1
118,SH-SWB-SWBT-002,SwitchBot Bot (Smart Button Pusher),239,,Smart Home & IoT,https://neogen.store/?p=118,https://neogen.store/?add-to-cart=118,https://neogen.store/cart/?add-to-cart=118&quantity=1,https://neogen.store/checkout/?add-to-cart=118&quantity=1
119,SH-SWB-SWBT-001,SwitchBot Hub 2 (Matter Enabled),559,479,Smart Home & IoT,https://neogen.store/?p=119,https://neogen.store/?add-to-cart=119,https://neogen.store/cart/?add-to-cart=119&quantity=1,https://neogen.store/checkout/?add-to-cart=119&quantity=1
120,SH-HUB-HUBI-001,Hubitat Elevation C-8 Pro,1199,,Smart Home & IoT,https://neogen.store/?p=120,https://neogen.store/?add-to-cart=120,https://neogen.store/cart/?add-to-cart=120&quantity=1,https://neogen.store/checkout/?add-to-cart=120&quantity=1
121,SH-HUB-HASS-001,Home Assistant Green,890,,Smart Home & IoT,https://neogen.store/?p=121,https://neogen.store/?add-to-cart=121,https://neogen.store/cart/?add-to-cart=121&quantity=1,https://neogen.store/checkout/?add-to-cart=121&quantity=1
122,SH-HUB-AQRA-001,Aqara Hub M3,1039,899,Smart Home & IoT,https://neogen.store/?p=122,https://neogen.store/?add-to-cart=122,https://neogen.store/cart/?add-to-cart=122&quantity=1,https://neogen.store/checkout/?add-to-cart=122&quantity=1
123,SH-BLD-IKEA-001,IKEA FYRTUR Blackout Smart Roller Blind,1099,949,Smart Home & IoT,https://neogen.store/?p=123,https://neogen.store/?add-to-cart=123,https://neogen.store/cart/?add-to-cart=123&quantity=1,https://neogen.store/checkout/?add-to-cart=123&quantity=1
124,SH-BLD-SWBT-001,SwitchBot Curtain 3,649,,Smart Home & IoT,https://neogen.store/?p=124,https://neogen.store/?add-to-cart=124,https://neogen.store/cart/?add-to-cart=124&quantity=1,https://neogen.store/checkout/?add-to-cart=124&quantity=1
125,SH-VDB-EUFY-001,Eufy Video Doorbell E340 (Dual Camera),999,,Smart Home & IoT,https://neogen.store/?p=125,https://neogen.store/?add-to-cart=125,https://neogen.store/cart/?add-to-cart=125&quantity=1,https://neogen.store/checkout/?add-to-cart=125&quantity=1
126,SH-VDB-RING-001,Ring Battery Doorbell Plus,999,,Smart Home & IoT,https://neogen.store/?p=126,https://neogen.store/?add-to-cart=126,https://neogen.store/cart/?add-to-cart=126&quantity=1,https://neogen.store/checkout/?add-to-cart=126&quantity=1
127,SH-CAM-RELK-001,Reolink Argus 4 Pro (4K),1039,899,Smart Home & IoT,https://neogen.store/?p=127,https://neogen.store/?add-to-cart=127,https://neogen.store/cart/?add-to-cart=127&quantity=1,https://neogen.store/checkout/?add-to-cart=127&quantity=1
128,SH-CAM-EUFY-001,Eufy eufyCam 3 (4K + HomeBase 3 Kit),1649,,Smart Home & IoT,https://neogen.store/?p=128,https://neogen.store/?add-to-cart=128,https://neogen.store/cart/?add-to-cart=128&quantity=1,https://neogen.store/checkout/?add-to-cart=128&quantity=1
129,SH-CAM-ARLO-001,Arlo Pro 5 2K Spotlight Camera,1549,,Smart Home & IoT,https://neogen.store/?p=129,https://neogen.store/?add-to-cart=129,https://neogen.store/cart/?add-to-cart=129&quantity=1,https://neogen.store/checkout/?add-to-cart=129&quantity=1
130,SH-CAM-RING-001,Ring Indoor Cam (2nd Gen),479,,Smart Home & IoT,https://neogen.store/?p=130,https://neogen.store/?add-to-cart=130,https://neogen.store/cart/?add-to-cart=130&quantity=1,https://neogen.store/checkout/?add-to-cart=130&quantity=1
131,SH-PLG-MERS-001,Meross Smart Plug Mini MSS110 (HomeKit),159,,Smart Home & IoT,https://neogen.store/?p=131,https://neogen.store/?add-to-cart=131,https://neogen.store/cart/?add-to-cart=131&quantity=1,https://neogen.store/checkout/?add-to-cart=131&quantity=1
132,SH-PLG-TPLK-001,"TP-Link Tapo P125M Smart Plug (Matter, 2-pack)",149,,Smart Home & IoT,https://neogen.store/?p=132,https://neogen.store/?add-to-cart=132,https://neogen.store/cart/?add-to-cart=132&quantity=1,https://neogen.store/checkout/?add-to-cart=132&quantity=1
133,SH-THR-ECOB-001,Ecobee Smart Thermostat Premium,1549,,Smart Home & IoT,https://neogen.store/?p=133,https://neogen.store/?add-to-cart=133,https://neogen.store/cart/?add-to-cart=133&quantity=1,https://neogen.store/checkout/?add-to-cart=133&quantity=1
134,SH-THR-NEST-001,Google Nest Learning Thermostat (4th Gen),1699,,Smart Home & IoT,https://neogen.store/?p=134,https://neogen.store/?add-to-cart=134,https://neogen.store/cart/?add-to-cart=134&quantity=1,https://neogen.store/checkout/?add-to-cart=134&quantity=1
135,SH-RVC-ECVX-001,Ecovacs Deebot X9 Pro Omni,5699,,Smart Home & IoT,https://neogen.store/?p=135,https://neogen.store/?add-to-cart=135,https://neogen.store/cart/?add-to-cart=135&quantity=1,https://neogen.store/checkout/?add-to-cart=135&quantity=1
136,SH-RVC-DREM-001,Dreame L50 Ultra,4599,,Smart Home & IoT,https://neogen.store/?p=136,https://neogen.store/?add-to-cart=136,https://neogen.store/cart/?add-to-cart=136&quantity=1,https://neogen.store/checkout/?add-to-cart=136&quantity=1
137,SH-RVC-RBRC-001,Roborock Qrevo CurvX,4599,,Smart Home & IoT,https://neogen.store/?p=137,https://neogen.store/?add-to-cart=137,https://neogen.store/cart/?add-to-cart=137&quantity=1,https://neogen.store/checkout/?add-to-cart=137&quantity=1
138,SH-LGT-GOVE-002,Govee Glide Hexagon Light Panels Ultra (10-pack),1499,1299,Smart Home & IoT,https://neogen.store/?p=138,https://neogen.store/?add-to-cart=138,https://neogen.store/cart/?add-to-cart=138&quantity=1,https://neogen.store/checkout/?add-to-cart=138&quantity=1
139,SH-LGT-GOVE-001,Govee RGBIC LED Strip M1 (5m),459,399,Smart Home & IoT,https://neogen.store/?p=139,https://neogen.store/?add-to-cart=139,https://neogen.store/cart/?add-to-cart=139&quantity=1,https://neogen.store/checkout/?add-to-cart=139&quantity=1
140,SH-LGT-LIFX-001,LIFX Color A19 1100lm Bulb,329,279,Smart Home & IoT,https://neogen.store/?p=140,https://neogen.store/?add-to-cart=140,https://neogen.store/cart/?add-to-cart=140&quantity=1,https://neogen.store/checkout/?add-to-cart=140&quantity=1
141,SH-LGT-PHUE-002,Philips Hue Gradient Lightstrip (2m),1149,,Smart Home & IoT,https://neogen.store/?p=141,https://neogen.store/?add-to-cart=141,https://neogen.store/cart/?add-to-cart=141&quantity=1,https://neogen.store/checkout/?add-to-cart=141&quantity=1
142,SH-LGT-PHUE-001,Philips Hue Starter Kit (3x A19 + Bridge),899,,Smart Home & IoT,https://neogen.store/?p=142,https://neogen.store/?add-to-cart=142,https://neogen.store/cart/?add-to-cart=142&quantity=1,https://neogen.store/checkout/?add-to-cart=142&quantity=1
143,SH-LCK-AUGS-001,August Wi-Fi Smart Lock (4th Gen),1499,1299,Smart Home & IoT,https://neogen.store/?p=143,https://neogen.store/?add-to-cart=143,https://neogen.store/cart/?add-to-cart=143&quantity=1,https://neogen.store/checkout/?add-to-cart=143&quantity=1
144,SH-LCK-AQRA-001,Aqara Smart Lock U200,1439,1249,Smart Home & IoT,https://neogen.store/?p=144,https://neogen.store/?add-to-cart=144,https://neogen.store/cart/?add-to-cart=144&quantity=1,https://neogen.store/checkout/?add-to-cart=144&quantity=1
145,SH-LCK-YALE-001,Yale Assure Lock 2 Wi-Fi,1549,,Smart Home & IoT,https://neogen.store/?p=145,https://neogen.store/?add-to-cart=145,https://neogen.store/cart/?add-to-cart=145&quantity=1,https://neogen.store/checkout/?add-to-cart=145&quantity=1
146,SH-DSP-GGLE-001,Google Nest Hub (2nd Gen),699,,Smart Home & IoT,https://neogen.store/?p=146,https://neogen.store/?add-to-cart=146,https://neogen.store/cart/?add-to-cart=146&quantity=1,https://neogen.store/checkout/?add-to-cart=146&quantity=1
