ID,SKU,Product Name,Category,Regular Price SAR,Sale Price SAR,Supplier Rank,Supplier Name,Supplier Type,Supplier Search URL,Supplier Buy URL,Supplier Price,Currency,Price Source,Notes
56,GM-GPU-GIG-001,Gigabyte AORUS RTX 5090 Master 32GB,Hardware,27999,,1,AliExpress,Marketplace supplier search,https://www.aliexpress.com/wholesale?SearchText=Gigabyte+AORUS+RTX+5090+Master+32GB,,,USD,Needs supplier verification,"Match exact product manually, then fill Buy URL and Supplier Price."
56,GM-GPU-GIG-001,Gigabyte AORUS RTX 5090 Master 32GB,Hardware,27999,,2,Alibaba,B2B supplier search,https://www.alibaba.com/trade/search?SearchText=Gigabyte+AORUS+RTX+5090+Master+32GB,,,USD,Needs supplier verification,"Check MOQ, shipping terms, and verified supplier status before buying."
56,GM-GPU-GIG-001,Gigabyte AORUS RTX 5090 Master 32GB,Hardware,27999,,3,Amazon.sa,Local market reference / supplier option,https://www.amazon.sa/s?k=Gigabyte+AORUS+RTX+5090+Master+32GB,,,SAR,Needs supplier verification,Uses existing Amazon reference URL and price when the workbook has them.
56,GM-GPU-GIG-001,Gigabyte AORUS RTX 5090 Master 32GB,Hardware,27999,,4,Noon,Local market reference / supplier option,https://www.noon.com/saudi-en/search/?q=Gigabyte+AORUS+RTX+5090+Master+32GB,,,SAR,Needs supplier verification,"Verify seller rating, warranty, and marketplace fulfillment before buying."
56,GM-GPU-GIG-001,Gigabyte AORUS RTX 5090 Master 32GB,Hardware,27999,,5,B&H Photo,US retailer / distributor search,https://www.bhphotovideo.com/c/search?Ntt=Gigabyte+AORUS+RTX+5090+Master+32GB&N=0&InitialSearch=yes&sts=ma,,,USD,Needs supplier verification,"Best for cameras, networking, creators, and computer hardware."
57,GM-GPU-NVD-002,NVIDIA RTX 5080 Founders Edition (16GB),Hardware,6499,,1,AliExpress,Marketplace supplier search,https://www.aliexpress.com/wholesale?SearchText=NVIDIA+RTX+5080+Founders+Edition+%2816GB%29,,,USD,Needs supplier verification,"Match exact product manually, then fill Buy URL and Supplier Price."
57,GM-GPU-NVD-002,NVIDIA RTX 5080 Founders Edition (16GB),Hardware,6499,,2,Alibaba,B2B supplier search,https://www.alibaba.com/trade/search?SearchText=NVIDIA+RTX+5080+Founders+Edition+%2816GB%29,,,USD,Needs supplier verification,"Check MOQ, shipping terms, and verified supplier status before buying."
57,GM-GPU-NVD-002,NVIDIA RTX 5080 Founders Edition (16GB),Hardware,6499,,3,Amazon.sa,Local market reference / supplier option,https://www.amazon.sa/s?k=NVIDIA+RTX+5080+Founders+Edition+%2816GB%29,,,SAR,Needs supplier verification,Uses existing Amazon reference URL and price when the workbook has them.
57,GM-GPU-NVD-002,NVIDIA RTX 5080 Founders Edition (16GB),Hardware,6499,,4,Noon,Local market reference / supplier option,https://www.noon.com/saudi-en/search/?q=NVIDIA+RTX+5080+Founders+Edition+%2816GB%29,,,SAR,Needs supplier verification,"Verify seller rating, warranty, and marketplace fulfillment before buying."
57,GM-GPU-NVD-002,NVIDIA RTX 5080 Founders Edition (16GB),Hardware,6499,,5,B&H Photo,US retailer / distributor search,https://www.bhphotovideo.com/c/search?Ntt=NVIDIA+RTX+5080+Founders+Edition+%2816GB%29&N=0&InitialSearch=yes&sts=ma,,,USD,Needs supplier verification,"Best for cameras, networking, creators, and computer hardware."
58,GM-GPU-NVD-001,NVIDIA RTX 5090 Founders Edition (32GB),Hardware,26449,22999,1,AliExpress,Marketplace supplier search,https://www.aliexpress.com/wholesale?SearchText=NVIDIA+RTX+5090+Founders+Edition+%2832GB%29,,,USD,Needs supplier verification,"Match exact product manually, then fill Buy URL and Supplier Price."
58,GM-GPU-NVD-001,NVIDIA RTX 5090 Founders Edition (32GB),Hardware,26449,22999,2,Alibaba,B2B supplier search,https://www.alibaba.com/trade/search?SearchText=NVIDIA+RTX+5090+Founders+Edition+%2832GB%29,,,USD,Needs supplier verification,"Check MOQ, shipping terms, and verified supplier status before buying."
58,GM-GPU-NVD-001,NVIDIA RTX 5090 Founders Edition (32GB),Hardware,26449,22999,3,Amazon.sa,Local market reference / supplier option,https://www.amazon.sa/s?k=NVIDIA+RTX+5090+Founders+Edition+%2832GB%29,,,SAR,Needs supplier verification,Uses existing Amazon reference URL and price when the workbook has them.
58,GM-GPU-NVD-001,NVIDIA RTX 5090 Founders Edition (32GB),Hardware,26449,22999,4,Noon,Local market reference / supplier option,https://www.noon.com/saudi-en/search/?q=NVIDIA+RTX+5090+Founders+Edition+%2832GB%29,,,SAR,Needs supplier verification,"Verify seller rating, warranty, and marketplace fulfillment before buying."
58,GM-GPU-NVD-001,NVIDIA RTX 5090 Founders Edition (32GB),Hardware,26449,22999,5,B&H Photo,US retailer / distributor search,https://www.bhphotovideo.com/c/search?Ntt=NVIDIA+RTX+5090+Founders+Edition+%2832GB%29&N=0&InitialSearch=yes&sts=ma,,,USD,Needs supplier verification,"Best for cameras, networking, creators, and computer hardware."
84,NT-MPC-DEL-001,Dell OptiPlex 7070 Micro (Refurb),Homelab,1610,,1,AliExpress,Marketplace supplier search,https://www.aliexpress.com/wholesale?SearchText=Dell+OptiPlex+7070+Micro+%28Refurb%29,,,USD,Needs supplier verification,"Match exact product manually, then fill Buy URL and Supplier Price."
84,NT-MPC-DEL-001,Dell OptiPlex 7070 Micro (Refurb),Homelab,1610,,2,Alibaba,B2B supplier search,https://www.alibaba.com/trade/search?SearchText=Dell+OptiPlex+7070+Micro+%28Refurb%29,,,USD,Needs supplier verification,"Check MOQ, shipping terms, and verified supplier status before buying."
84,NT-MPC-DEL-001,Dell OptiPlex 7070 Micro (Refurb),Homelab,1610,,3,Amazon.sa,Local market reference / supplier option,https://www.amazon.sa/s?k=Dell+OptiPlex+7070+Micro+%28Refurb%29,https://www.amazon.sa/-/en/Dell-OptiPlex-5060-Computer-Professional/dp/B0C31DTK9C/ref=sr_1_1,1282,SAR,Existing workbook Amazon reference,Uses existing Amazon reference URL and price when the workbook has them.
84,NT-MPC-DEL-001,Dell OptiPlex 7070 Micro (Refurb),Homelab,1610,,4,Noon,Local market reference / supplier option,https://www.noon.com/saudi-en/search/?q=Dell+OptiPlex+7070+Micro+%28Refurb%29,,,SAR,Needs supplier verification,"Verify seller rating, warranty, and marketplace fulfillment before buying."
84,NT-MPC-DEL-001,Dell OptiPlex 7070 Micro (Refurb),Homelab,1610,,5,B&H Photo,US retailer / distributor search,https://www.bhphotovideo.com/c/search?Ntt=Dell+OptiPlex+7070+Micro+%28Refurb%29&N=0&InitialSearch=yes&sts=ma,,,USD,Needs supplier verification,"Best for cameras, networking, creators, and computer hardware."
85,NT-MPC-BLK-002,Beelink EQ12 (Intel N100),Homelab,999,,1,AliExpress,Marketplace supplier search,https://www.aliexpress.com/wholesale?SearchText=Beelink+EQ12+%28Intel+N100%29,,,USD,Needs supplier verification,"Match exact product manually, then fill Buy URL and Supplier Price."
85,NT-MPC-BLK-002,Beelink EQ12 (Intel N100),Homelab,999,,2,Alibaba,B2B supplier search,https://www.alibaba.com/trade/search?SearchText=Beelink+EQ12+%28Intel+N100%29,,,USD,Needs supplier verification,"Check MOQ, shipping terms, and verified supplier status before buying."
85,NT-MPC-BLK-002,Beelink EQ12 (Intel N100),Homelab,999,,3,Amazon.sa,Local market reference / supplier option,https://www.amazon.sa/s?k=Beelink+EQ12+%28Intel+N100%29,scraped via scripts/live-market-sync-inscope.js (2026-05-07),1888,SAR,Existing workbook Amazon reference,Uses existing Amazon reference URL and price when the workbook has them.
85,NT-MPC-BLK-002,Beelink EQ12 (Intel N100),Homelab,999,,4,Noon,Local market reference / supplier option,https://www.noon.com/saudi-en/search/?q=Beelink+EQ12+%28Intel+N100%29,,,SAR,Needs supplier verification,"Verify seller rating, warranty, and marketplace fulfillment before buying."
85,NT-MPC-BLK-002,Beelink EQ12 (Intel N100),Homelab,999,,5,B&H Photo,US retailer / distributor search,https://www.bhphotovideo.com/c/search?Ntt=Beelink+EQ12+%28Intel+N100%29&N=0&InitialSearch=yes&sts=ma,,,USD,Needs supplier verification,"Best for cameras, networking, creators, and computer hardware."
86,NT-MPC-BLK-001,Beelink SER7 (Ryzen 7 7735HS),Homelab,2399,,1,AliExpress,Marketplace supplier search,https://www.aliexpress.com/wholesale?SearchText=Beelink+SER7+%28Ryzen+7+7735HS%29,,,USD,Needs supplier verification,"Match exact product manually, then fill Buy URL and Supplier Price."
86,NT-MPC-BLK-001,Beelink SER7 (Ryzen 7 7735HS),Homelab,2399,,2,Alibaba,B2B supplier search,https://www.alibaba.com/trade/search?SearchText=Beelink+SER7+%28Ryzen+7+7735HS%29,,,USD,Needs supplier verification,"Check MOQ, shipping terms, and verified supplier status before buying."
86,NT-MPC-BLK-001,Beelink SER7 (Ryzen 7 7735HS),Homelab,2399,,3,Amazon.sa,Local market reference / supplier option,https://www.amazon.sa/s?k=Beelink+SER7+%28Ryzen+7+7735HS%29,scraped via scripts/live-market-sync-inscope.js (2026-05-07),2476,SAR,Existing workbook Amazon reference,Uses existing Amazon reference URL and price when the workbook has them.
86,NT-MPC-BLK-001,Beelink SER7 (Ryzen 7 7735HS),Homelab,2399,,4,Noon,Local market reference / supplier option,https://www.noon.com/saudi-en/search/?q=Beelink+SER7+%28Ryzen+7+7735HS%29,,,SAR,Needs supplier verification,"Verify seller rating, warranty, and marketplace fulfillment before buying."
86,NT-MPC-BLK-001,Beelink SER7 (Ryzen 7 7735HS),Homelab,2399,,5,B&H Photo,US retailer / distributor search,https://www.bhphotovideo.com/c/search?Ntt=Beelink+SER7+%28Ryzen+7+7735HS%29&N=0&InitialSearch=yes&sts=ma,,,USD,Needs supplier verification,"Best for cameras, networking, creators, and computer hardware."
87,NT-MPC-MNF-001,MinisForum MS-01 (Homelab Server),Homelab,4599,3999,1,AliExpress,Marketplace supplier search,https://www.aliexpress.com/wholesale?SearchText=MinisForum+MS-01+%28Homelab+Server%29,,,USD,Needs supplier verification,"Match exact product manually, then fill Buy URL and Supplier Price."
87,NT-MPC-MNF-001,MinisForum MS-01 (Homelab Server),Homelab,4599,3999,2,Alibaba,B2B supplier search,https://www.alibaba.com/trade/search?SearchText=MinisForum+MS-01+%28Homelab+Server%29,,,USD,Needs supplier verification,"Check MOQ, shipping terms, and verified supplier status before buying."
87,NT-MPC-MNF-001,MinisForum MS-01 (Homelab Server),Homelab,4599,3999,3,Amazon.sa,Local market reference / supplier option,https://www.amazon.sa/s?k=MinisForum+MS-01+%28Homelab+Server%29,scraped via scripts/live-market-sync-inscope.js (2026-05-07),2017,SAR,Existing workbook Amazon reference,Uses existing Amazon reference URL and price when the workbook has them.
87,NT-MPC-MNF-001,MinisForum MS-01 (Homelab Server),Homelab,4599,3999,4,Noon,Local market reference / supplier option,https://www.noon.com/saudi-en/search/?q=MinisForum+MS-01+%28Homelab+Server%29,,,SAR,Needs supplier verification,"Verify seller rating, warranty, and marketplace fulfillment before buying."
87,NT-MPC-MNF-001,MinisForum MS-01 (Homelab Server),Homelab,4599,3999,5,B&H Photo,US retailer / distributor search,https://www.bhphotovideo.com/c/search?Ntt=MinisForum+MS-01+%28Homelab+Server%29&N=0&InitialSearch=yes&sts=ma,,,USD,Needs supplier verification,"Best for cameras, networking, creators, and computer hardware."
88,NT-POE-TPL-001,TP-Link TL-SG1005P 5-Port PoE,Networking,299,,1,AliExpress,Marketplace supplier search,https://www.aliexpress.com/wholesale?SearchText=TP-Link+TL-SG1005P+5-Port+PoE,,,USD,Needs supplier verification,"Match exact product manually, then fill Buy URL and Supplier Price."
88,NT-POE-TPL-001,TP-Link TL-SG1005P 5-Port PoE,Networking,299,,2,Alibaba,B2B supplier search,https://www.alibaba.com/trade/search?SearchText=TP-Link+TL-SG1005P+5-Port+PoE,,,USD,Needs supplier verification,"Check MOQ, shipping terms, and verified supplier status before buying."
88,NT-POE-TPL-001,TP-Link TL-SG1005P 5-Port PoE,Networking,299,,3,Amazon.sa,Local market reference / supplier option,https://www.amazon.sa/s?k=TP-Link+TL-SG1005P+5-Port+PoE,scraped via scripts/live-market-sync-inscope.js (2026-05-07),159,SAR,Existing workbook Amazon reference,Uses existing Amazon reference URL and price when the workbook has them.
88,NT-POE-TPL-001,TP-Link TL-SG1005P 5-Port PoE,Networking,299,,4,Noon,Local market reference / supplier option,https://www.noon.com/saudi-en/search/?q=TP-Link+TL-SG1005P+5-Port+PoE,,,SAR,Needs supplier verification,"Verify seller rating, warranty, and marketplace fulfillment before buying."
88,NT-POE-TPL-001,TP-Link TL-SG1005P 5-Port PoE,Networking,299,,5,B&H Photo,US retailer / distributor search,https://www.bhphotovideo.com/c/search?Ntt=TP-Link+TL-SG1005P+5-Port+PoE&N=0&InitialSearch=yes&sts=ma,,,USD,Needs supplier verification,"Best for cameras, networking, creators, and computer hardware."
89,NT-POE-UBQ-001,Ubiquiti USW-Lite-8-PoE,Networking,849,,1,AliExpress,Marketplace supplier search,https://www.aliexpress.com/wholesale?SearchText=Ubiquiti+USW-Lite-8-PoE,,,USD,Needs supplier verification,"Match exact product manually, then fill Buy URL and Supplier Price."
89,NT-POE-UBQ-001,Ubiquiti USW-Lite-8-PoE,Networking,849,,2,Alibaba,B2B supplier search,https://www.alibaba.com/trade/search?SearchText=Ubiquiti+USW-Lite-8-PoE,,,USD,Needs supplier verification,"Check MOQ, shipping terms, and verified supplier status before buying."
89,NT-POE-UBQ-001,Ubiquiti USW-Lite-8-PoE,Networking,849,,3,Amazon.sa,Local market reference / supplier option,https://www.amazon.sa/s?k=Ubiquiti+USW-Lite-8-PoE,scraped via scripts/live-market-sync-inscope.js (2026-05-07),640,SAR,Existing workbook Amazon reference,Uses existing Amazon reference URL and price when the workbook has them.
89,NT-POE-UBQ-001,Ubiquiti USW-Lite-8-PoE,Networking,849,,4,Noon,Local market reference / supplier option,https://www.noon.com/saudi-en/search/?q=Ubiquiti+USW-Lite-8-PoE,,,SAR,Needs supplier verification,"Verify seller rating, warranty, and marketplace fulfillment before buying."
89,NT-POE-UBQ-001,Ubiquiti USW-Lite-8-PoE,Networking,849,,5,B&H Photo,US retailer / distributor search,https://www.bhphotovideo.com/c/search?Ntt=Ubiquiti+USW-Lite-8-PoE&N=0&InitialSearch=yes&sts=ma,,,USD,Needs supplier verification,"Best for cameras, networking, creators, and computer hardware."
90,NT-KVM-ATN-001,ATEN CS1924M 4-Port DP KVM,Homelab,2399,,1,AliExpress,Marketplace supplier search,https://www.aliexpress.com/wholesale?SearchText=ATEN+CS1924M+4-Port+DP+KVM,,,USD,Needs supplier verification,"Match exact product manually, then fill Buy URL and Supplier Price."
90,NT-KVM-ATN-001,ATEN CS1924M 4-Port DP KVM,Homelab,2399,,2,Alibaba,B2B supplier search,https://www.alibaba.com/trade/search?SearchText=ATEN+CS1924M+4-Port+DP+KVM,,,USD,Needs supplier verification,"Check MOQ, shipping terms, and verified supplier status before buying."
90,NT-KVM-ATN-001,ATEN CS1924M 4-Port DP KVM,Homelab,2399,,3,Amazon.sa,Local market reference / supplier option,https://www.amazon.sa/s?k=ATEN+CS1924M+4-Port+DP+KVM,,,SAR,Needs supplier verification,Uses existing Amazon reference URL and price when the workbook has them.
90,NT-KVM-ATN-001,ATEN CS1924M 4-Port DP KVM,Homelab,2399,,4,Noon,Local market reference / supplier option,https://www.noon.com/saudi-en/search/?q=ATEN+CS1924M+4-Port+DP+KVM,,,SAR,Needs supplier verification,"Verify seller rating, warranty, and marketplace fulfillment before buying."
90,NT-KVM-ATN-001,ATEN CS1924M 4-Port DP KVM,Homelab,2399,,5,B&H Photo,US retailer / distributor search,https://www.bhphotovideo.com/c/search?Ntt=ATEN+CS1924M+4-Port+DP+KVM&N=0&InitialSearch=yes&sts=ma,,,USD,Needs supplier verification,"Best for cameras, networking, creators, and computer hardware."
91,NT-KVM-TES-001,TESmart HKS0401A1U 4-Port HDMI KVM,Homelab,689,599,1,AliExpress,Marketplace supplier search,https://www.aliexpress.com/wholesale?SearchText=TESmart+HKS0401A1U+4-Port+HDMI+KVM,,,USD,Needs supplier verification,"Match exact product manually, then fill Buy URL and Supplier Price."
91,NT-KVM-TES-001,TESmart HKS0401A1U 4-Port HDMI KVM,Homelab,689,599,2,Alibaba,B2B supplier search,https://www.alibaba.com/trade/search?SearchText=TESmart+HKS0401A1U+4-Port+HDMI+KVM,,,USD,Needs supplier verification,"Check MOQ, shipping terms, and verified supplier status before buying."
91,NT-KVM-TES-001,TESmart HKS0401A1U 4-Port HDMI KVM,Homelab,689,599,3,Amazon.sa,Local market reference / supplier option,https://www.amazon.sa/s?k=TESmart+HKS0401A1U+4-Port+HDMI+KVM,,,SAR,Needs supplier verification,Uses existing Amazon reference URL and price when the workbook has them.
91,NT-KVM-TES-001,TESmart HKS0401A1U 4-Port HDMI KVM,Homelab,689,599,4,Noon,Local market reference / supplier option,https://www.noon.com/saudi-en/search/?q=TESmart+HKS0401A1U+4-Port+HDMI+KVM,,,SAR,Needs supplier verification,"Verify seller rating, warranty, and marketplace fulfillment before buying."
91,NT-KVM-TES-001,TESmart HKS0401A1U 4-Port HDMI KVM,Homelab,689,599,5,B&H Photo,US retailer / distributor search,https://www.bhphotovideo.com/c/search?Ntt=TESmart+HKS0401A1U+4-Port+HDMI+KVM&N=0&InitialSearch=yes&sts=ma,,,USD,Needs supplier verification,"Best for cameras, networking, creators, and computer hardware."
92,NT-FWL-FTN-001,Fortinet FortiGate 60F,Homelab,6329,5499,1,AliExpress,Marketplace supplier search,https://www.aliexpress.com/wholesale?SearchText=Fortinet+FortiGate+60F,,,USD,Needs supplier verification,"Match exact product manually, then fill Buy URL and Supplier Price."
92,NT-FWL-FTN-001,Fortinet FortiGate 60F,Homelab,6329,5499,2,Alibaba,B2B supplier search,https://www.alibaba.com/trade/search?SearchText=Fortinet+FortiGate+60F,,,USD,Needs supplier verification,"Check MOQ, shipping terms, and verified supplier status before buying."
92,NT-FWL-FTN-001,Fortinet FortiGate 60F,Homelab,6329,5499,3,Amazon.sa,Local market reference / supplier option,https://www.amazon.sa/s?k=Fortinet+FortiGate+60F,scraped via scripts/live-market-sync-inscope.js (2026-05-07),3146,SAR,Existing workbook Amazon reference,Uses existing Amazon reference URL and price when the workbook has them.
92,NT-FWL-FTN-001,Fortinet FortiGate 60F,Homelab,6329,5499,4,Noon,Local market reference / supplier option,https://www.noon.com/saudi-en/search/?q=Fortinet+FortiGate+60F,,,SAR,Needs supplier verification,"Verify seller rating, warranty, and marketplace fulfillment before buying."
92,NT-FWL-FTN-001,Fortinet FortiGate 60F,Homelab,6329,5499,5,B&H Photo,US retailer / distributor search,https://www.bhphotovideo.com/c/search?Ntt=Fortinet+FortiGate+60F&N=0&InitialSearch=yes&sts=ma,,,USD,Needs supplier verification,"Best for cameras, networking, creators, and computer hardware."
93,NT-FWL-NGT-002,Netgate 2100 MAX pfSense+ Gateway,Homelab,2740,,1,AliExpress,Marketplace supplier search,https://www.aliexpress.com/wholesale?SearchText=Netgate+2100+MAX+pfSense%2B+Gateway,,,USD,Needs supplier verification,"Match exact product manually, then fill Buy URL and Supplier Price."
93,NT-FWL-NGT-002,Netgate 2100 MAX pfSense+ Gateway,Homelab,2740,,2,Alibaba,B2B supplier search,https://www.alibaba.com/trade/search?SearchText=Netgate+2100+MAX+pfSense%2B+Gateway,,,USD,Needs supplier verification,"Check MOQ, shipping terms, and verified supplier status before buying."
93,NT-FWL-NGT-002,Netgate 2100 MAX pfSense+ Gateway,Homelab,2740,,3,Amazon.sa,Local market reference / supplier option,https://www.amazon.sa/s?k=Netgate+2100+MAX+pfSense%2B+Gateway,https://www.amazon.sa/-/en/PfSense-Netgate-2100-Firewall-Router/dp/B0D35Y6RLG/ref=sr_1_1,2191,SAR,Existing workbook Amazon reference,Uses existing Amazon reference URL and price when the workbook has them.
93,NT-FWL-NGT-002,Netgate 2100 MAX pfSense+ Gateway,Homelab,2740,,4,Noon,Local market reference / supplier option,https://www.noon.com/saudi-en/search/?q=Netgate+2100+MAX+pfSense%2B+Gateway,,,SAR,Needs supplier verification,"Verify seller rating, warranty, and marketplace fulfillment before buying."
93,NT-FWL-NGT-002,Netgate 2100 MAX pfSense+ Gateway,Homelab,2740,,5,B&H Photo,US retailer / distributor search,https://www.bhphotovideo.com/c/search?Ntt=Netgate+2100+MAX+pfSense%2B+Gateway&N=0&InitialSearch=yes&sts=ma,,,USD,Needs supplier verification,"Best for cameras, networking, creators, and computer hardware."
94,NT-FWL-NGT-001,Netgate 4200 MAX pfSense+ Gateway,Homelab,3399,,1,AliExpress,Marketplace supplier search,https://www.aliexpress.com/wholesale?SearchText=Netgate+4200+MAX+pfSense%2B+Gateway,,,USD,Needs supplier verification,"Match exact product manually, then fill Buy URL and Supplier Price."
94,NT-FWL-NGT-001,Netgate 4200 MAX pfSense+ Gateway,Homelab,3399,,2,Alibaba,B2B supplier search,https://www.alibaba.com/trade/search?SearchText=Netgate+4200+MAX+pfSense%2B+Gateway,,,USD,Needs supplier verification,"Check MOQ, shipping terms, and verified supplier status before buying."
94,NT-FWL-NGT-001,Netgate 4200 MAX pfSense+ Gateway,Homelab,3399,,3,Amazon.sa,Local market reference / supplier option,https://www.amazon.sa/s?k=Netgate+4200+MAX+pfSense%2B+Gateway,scraped via scripts/live-market-sync-inscope.js (2026-05-07),1314,SAR,Existing workbook Amazon reference,Uses existing Amazon reference URL and price when the workbook has them.
94,NT-FWL-NGT-001,Netgate 4200 MAX pfSense+ Gateway,Homelab,3399,,4,Noon,Local market reference / supplier option,https://www.noon.com/saudi-en/search/?q=Netgate+4200+MAX+pfSense%2B+Gateway,,,SAR,Needs supplier verification,"Verify seller rating, warranty, and marketplace fulfillment before buying."
94,NT-FWL-NGT-001,Netgate 4200 MAX pfSense+ Gateway,Homelab,3399,,5,B&H Photo,US retailer / distributor search,https://www.bhphotovideo.com/c/search?Ntt=Netgate+4200+MAX+pfSense%2B+Gateway&N=0&InitialSearch=yes&sts=ma,,,USD,Needs supplier verification,"Best for cameras, networking, creators, and computer hardware."
95,NT-CBL-GEN-001,Cat6a Shielded Bulk Cable (305m),Networking,740,,1,AliExpress,Marketplace supplier search,https://www.aliexpress.com/wholesale?SearchText=Cat6a+Shielded+Bulk+Cable+%28305m%29,,,USD,Needs supplier verification,"Match exact product manually, then fill Buy URL and Supplier Price."
95,NT-CBL-GEN-001,Cat6a Shielded Bulk Cable (305m),Networking,740,,2,Alibaba,B2B supplier search,https://www.alibaba.com/trade/search?SearchText=Cat6a+Shielded+Bulk+Cable+%28305m%29,,,USD,Needs supplier verification,"Check MOQ, shipping terms, and verified supplier status before buying."
95,NT-CBL-GEN-001,Cat6a Shielded Bulk Cable (305m),Networking,740,,3,Amazon.sa,Local market reference / supplier option,https://www.amazon.sa/s?k=Cat6a+Shielded+Bulk+Cable+%28305m%29,https://www.amazon.sa/-/en/Cable-Matters-Listed-10Gbps-Shielded/dp/B0FHNX9TBZ/ref=sr_1_1,592,SAR,Existing workbook Amazon reference,Uses existing Amazon reference URL and price when the workbook has them.
95,NT-CBL-GEN-001,Cat6a Shielded Bulk Cable (305m),Networking,740,,4,Noon,Local market reference / supplier option,https://www.noon.com/saudi-en/search/?q=Cat6a+Shielded+Bulk+Cable+%28305m%29,,,SAR,Needs supplier verification,"Verify seller rating, warranty, and marketplace fulfillment before buying."
95,NT-CBL-GEN-001,Cat6a Shielded Bulk Cable (305m),Networking,740,,5,B&H Photo,US retailer / distributor search,https://www.bhphotovideo.com/c/search?Ntt=Cat6a+Shielded+Bulk+Cable+%28305m%29&N=0&InitialSearch=yes&sts=ma,,,USD,Needs supplier verification,"Best for cameras, networking, creators, and computer hardware."
96,NT-CBL-FSC-001,10G SFP+ DAC Twinax Cable (1m),Networking,80,,1,AliExpress,Marketplace supplier search,https://www.aliexpress.com/wholesale?SearchText=10G+SFP%2B+DAC+Twinax+Cable+%281m%29,,,USD,Needs supplier verification,"Match exact product manually, then fill Buy URL and Supplier Price."
96,NT-CBL-FSC-001,10G SFP+ DAC Twinax Cable (1m),Networking,80,,2,Alibaba,B2B supplier search,https://www.alibaba.com/trade/search?SearchText=10G+SFP%2B+DAC+Twinax+Cable+%281m%29,,,USD,Needs supplier verification,"Check MOQ, shipping terms, and verified supplier status before buying."
