"name","name_ar","sku","price","sale_price","quantity","is_infinite","is_taxable","requires_shipping","is_draft","description","short_description","categories","images","weight","barcode"
"Aqara Cube T1 Pro","Aqara Cube T1 Pro","NGS-AQA-SWI-0064","110","","10","FALSE","TRUE","TRUE","FALSE","Aqara Cube T1 Pro available at NGS Smart Home Store. Price: 110 SAR.","Aqara Cube T1 Pro &#8211; Smart Home Product","مفاتيح وبلاقات","https://neogen.store/wp-content/uploads/NGS-AQA-SWI-0064-1.webp","",""
"Aqara Natural Gas Detector","Aqara Natural Gas Detector","NGS-AQA-SEN-0063","120","","10","FALSE","TRUE","TRUE","FALSE","Aqara Natural Gas Detector available at NGS Smart Home Store. Price: 120 SAR.","Aqara Natural Gas Detector &#8211; Smart Home Product","Sensors","https://neogen.store/wp-content/uploads/NGS-AQA-SEN-0063-1.webp","",""
"Aqara Smoke Detector","Aqara Smoke Detector","NGS-AQA-SEN-0062","140","","10","FALSE","TRUE","TRUE","FALSE","Aqara Smoke Detector available at NGS Smart Home Store. Price: 140 SAR.","Aqara Smoke Detector &#8211; Smart Home Product","Sensors","https://neogen.store/wp-content/uploads/NGS-AQA-SEN-0062-1.webp","",""
"Aqara TVOC Air Quality Monitor","Aqara TVOC Air Quality Monitor","NGS-AQA-SEN-0061","200","","10","FALSE","TRUE","TRUE","FALSE","Aqara TVOC Air Quality Monitor available at NGS Smart Home Store. Price: 200 SAR.","Aqara TVOC Air Quality Monitor &#8211; Smart Home Product","Sensors","https://neogen.store/wp-content/uploads/NGS-AQA-SEN-0061-1.webp","",""
"Aqara Vibration Sensor","Aqara Vibration Sensor","NGS-AQA-SEN-0060","70","","10","FALSE","TRUE","TRUE","FALSE","Aqara Vibration Sensor available at NGS Smart Home Store. Price: 70 SAR.","Aqara Vibration Sensor &#8211; Smart Home Product","Sensors","https://neogen.store/wp-content/uploads/NGS-AQA-SEN-0060-1.webp","",""
"ORICO 4-Bay USB3.0 DAS","ORICO 4-Bay USB3.0 DAS","NGS-ORI-NAS-0059","260","","10","FALSE","TRUE","TRUE","FALSE","ORICO 4-Bay USB3.0 DAS available at NGS Smart Home Store. Price: 260 SAR.","ORICO 4-Bay USB3.0 DAS &#8211; Smart Home Product","NAS وتخزين","https://neogen.store/wp-content/uploads/NGS-ORI-NAS-0059-1.webp","",""
"UGREEN NASync DXP2800","UGREEN NASync DXP2800","NGS-UGR-NAS-0058","840","","10","FALSE","TRUE","TRUE","FALSE","UGREEN NASync DXP2800 available at NGS Smart Home Store. Price: 840 SAR.","UGREEN NASync DXP2800 &#8211; Smart Home Product","NAS وتخزين","https://neogen.store/wp-content/uploads/NGS-UGR-NAS-0058-1.webp","",""
"NGS Remote Troubleshooting Session","NGS Remote Troubleshooting Session","NGS-NGS-SER-0057","40","","999","FALSE","TRUE","TRUE","FALSE","NGS Remote Troubleshooting Session available at NGS Smart Home Store. Price: 40 SAR.","NGS Remote Troubleshooting Session &#8211; Smart Home Product","خدمات","https://neogen.store/wp-content/uploads/NGS-NGS-SER-0057.webp","",""
"NGS Smart Home Design","NGS Smart Home Design","NGS-NGS-SER-0056","110","","999","FALSE","TRUE","TRUE","FALSE","NGS Smart Home Design available at NGS Smart Home Store. Price: 110 SAR.","NGS Smart Home Design &#8211; Smart Home Product","خدمات","https://neogen.store/wp-content/uploads/NGS-NGS-SER-0056.webp","",""
"NGS Monthly Support Plan","NGS Monthly Support Plan","NGS-NGS-SER-0055","70","","999","FALSE","TRUE","TRUE","FALSE","NGS Monthly Support Plan available at NGS Smart Home Store. Price: 70 SAR.","NGS Monthly Support Plan &#8211; Smart Home Product","خدمات","https://neogen.store/wp-content/uploads/NGS-NGS-SER-0055.webp","",""
"NGS Zigbee Network Setup","NGS Zigbee Network Setup","NGS-NGS-SER-0054","80","","999","FALSE","TRUE","TRUE","FALSE","NGS Zigbee Network Setup available at NGS Smart Home Store. Price: 80 SAR.","NGS Zigbee Network Setup &#8211; Smart Home Product","خدمات","https://neogen.store/wp-content/uploads/NGS-NGS-SER-0054.webp","",""
"NGS HA Advanced Setup","NGS HA Advanced Setup","NGS-NGS-SER-0053","140","","999","FALSE","TRUE","TRUE","FALSE","NGS HA Advanced Setup available at NGS Smart Home Store. Price: 140 SAR.","NGS HA Advanced Setup &#8211; Smart Home Product","خدمات","https://neogen.store/wp-content/uploads/NGS-NGS-SER-0053.webp","",""
"NGS HA Basic Setup","NGS HA Basic Setup","NGS-NGS-SER-0052","70","","999","FALSE","TRUE","TRUE","FALSE","NGS HA Basic Setup available at NGS Smart Home Store. Price: 70 SAR.","NGS HA Basic Setup &#8211; Smart Home Product","خدمات","https://neogen.store/wp-content/uploads/NGS-NGS-SER-0052.webp","",""
"Bosch BME280","Bosch BME280","NGS-BOS-DIY-0051","40","","10","FALSE","TRUE","TRUE","FALSE","Bosch BME280 available at NGS Smart Home Store. Price: 40 SAR.","Bosch BME280 &#8211; Smart Home Product","DIY","https://neogen.store/wp-content/uploads/NGS-BOS-DIY-0051-1.webp","",""
"Espressif ESP32-S3-DevKitC","Espressif ESP32-S3-DevKitC","NGS-ESP-DIY-0050","50","","10","FALSE","TRUE","TRUE","FALSE","Espressif ESP32-S3-DevKitC available at NGS Smart Home Store. Price: 50 SAR.","Espressif ESP32-S3-DevKitC &#8211; Smart Home Product","DIY","https://neogen.store/wp-content/uploads/NGS-ESP-DIY-0050-1.webp","",""
"Espressif ESP32-WROOM-32","Espressif ESP32-WROOM-32","NGS-ESP-DIY-0049","50","","10","FALSE","TRUE","TRUE","FALSE","Espressif ESP32-WROOM-32 available at NGS Smart Home Store. Price: 50 SAR.","Espressif ESP32-WROOM-32 &#8211; Smart Home Product","DIY","https://neogen.store/wp-content/uploads/NGS-ESP-DIY-0049-1.webp","",""
"Shelly Pro 3EM","Shelly Pro 3EM","NGS-SHE-ENE-0048","360","","10","FALSE","TRUE","TRUE","FALSE","Shelly Pro 3EM available at NGS Smart Home Store. Price: 360 SAR.","Shelly Pro 3EM &#8211; Smart Home Product","إدارة طاقة","https://neogen.store/wp-content/uploads/NGS-SHE-ENE-0048-1.webp","",""
"Emporia Vue 3","Emporia Vue 3","NGS-EMP-ENE-0047","560","","10","FALSE","TRUE","TRUE","FALSE","Emporia Vue 3 available at NGS Smart Home Store. Price: 560 SAR.","Emporia Vue 3 &#8211; Smart Home Product","إدارة طاقة","https://neogen.store/wp-content/uploads/NGS-EMP-ENE-0047-1.webp","",""
"Ecobee Smart Thermostat Premium","Ecobee Smart Thermostat Premium","NGS-ECO-CLI-0046","840","","10","FALSE","TRUE","TRUE","FALSE","Ecobee Smart Thermostat Premium available at NGS Smart Home Store. Price: 840 SAR.","Ecobee Smart Thermostat Premium &#8211; Smart Home Product","تحكم بالمناخ","https://neogen.store/wp-content/uploads/NGS-ECO-CLI-0046-1.webp","",""
"Tado Smart AC Control V3+","Tado Smart AC Control V3+","NGS-TAD-CLI-0045","350","","10","FALSE","TRUE","TRUE","FALSE","Tado Smart AC Control V3+ available at NGS Smart Home Store. Price: 350 SAR.","Tado Smart AC Control V3+ &#8211; Smart Home Product","تحكم بالمناخ","https://neogen.store/wp-content/uploads/NGS-TAD-CLI-0045.webp","",""
"Sensibo Sky","Sensibo Sky","NGS-SEN-CLI-0044","250","","10","FALSE","TRUE","TRUE","FALSE","Sensibo Sky available at NGS Smart Home Store. Price: 250 SAR.","Sensibo Sky &#8211; Smart Home Product","تحكم بالمناخ","https://neogen.store/wp-content/uploads/NGS-SEN-CLI-0044-1.webp","",""
"TP-Link TL-SG108E","TP-Link TL-SG108E","NGS-TP-NET-0043","120","","10","FALSE","TRUE","TRUE","FALSE","TP-Link TL-SG108E available at NGS Smart Home Store. Price: 120 SAR.","TP-Link TL-SG108E &#8211; Smart Home Product","شبكات","https://neogen.store/wp-content/uploads/NGS-TP-NET-0043-1.webp","",""
"MikroTik hAP ax³","MikroTik hAP ax³","NGS-MIK-NET-0042","370","","10","FALSE","TRUE","TRUE","FALSE","MikroTik hAP ax³ available at NGS Smart Home Store. Price: 370 SAR.","MikroTik hAP ax³ &#8211; Smart Home Product","شبكات","https://neogen.store/wp-content/uploads/NGS-MIK-NET-0042-1.webp","",""
"Ubiquiti U6 Lite","Ubiquiti U6 Lite","NGS-UBI-NET-0041","420","","10","FALSE","TRUE","TRUE","FALSE","Ubiquiti U6 Lite available at NGS Smart Home Store. Price: 420 SAR.","Ubiquiti U6 Lite &#8211; Smart Home Product","شبكات","https://neogen.store/wp-content/uploads/NGS-UBI-NET-0041-1.webp","",""
"TP-Link Deco X50 (3-pack)","TP-Link Deco X50 (3-pack)","NGS-TP-NET-0040","790","","10","FALSE","TRUE","TRUE","FALSE","TP-Link Deco X50 (3-pack) available at NGS Smart Home Store. Price: 790 SAR.","TP-Link Deco X50 (3-pack) &#8211; Smart Home Product","شبكات","https://neogen.store/wp-content/uploads/NGS-TP-NET-0040-1.webp","",""
"Aqara Video Doorbell G4","Aqara Video Doorbell G4","NGS-AQA-CAM-0039","450","","10","FALSE","TRUE","TRUE","FALSE","Aqara Video Doorbell G4 available at NGS Smart Home Store. Price: 450 SAR.","Aqara Video Doorbell G4 &#8211; Smart Home Product","كاميرات وأمان","https://neogen.store/wp-content/uploads/NGS-AQA-CAM-0039-1.webp","",""
"Ring Video Doorbell 4","Ring Video Doorbell 4","NGS-RIN-CAM-0038","560","","10","FALSE","TRUE","TRUE","FALSE","Ring Video Doorbell 4 available at NGS Smart Home Store. Price: 560 SAR.","Ring Video Doorbell 4 &#8211; Smart Home Product","كاميرات وأمان","https://neogen.store/wp-content/uploads/NGS-RIN-CAM-0038.webp","",""
"Reolink RLC-810A","Reolink RLC-810A","NGS-REO-CAM-0037","320","","10","FALSE","TRUE","TRUE","FALSE","Reolink RLC-810A available at NGS Smart Home Store. Price: 320 SAR.","Reolink RLC-810A &#8211; Smart Home Product","كاميرات وأمان","https://neogen.store/wp-content/uploads/NGS-REO-CAM-0037-1.webp","",""
"TP-Link Tapo C210","TP-Link Tapo C210","NGS-TP-CAM-0036","140","","10","FALSE","TRUE","TRUE","FALSE","TP-Link Tapo C210 available at NGS Smart Home Store. Price: 140 SAR.","TP-Link Tapo C210 &#8211; Smart Home Product","كاميرات وأمان","https://neogen.store/wp-content/uploads/NGS-TP-CAM-0036-1.webp","",""
"Reolink E1 Zoom","Reolink E1 Zoom","NGS-REO-CAM-0035","230","","10","FALSE","TRUE","TRUE","FALSE","Reolink E1 Zoom available at NGS Smart Home Store. Price: 230 SAR.","Reolink E1 Zoom &#8211; Smart Home Product","كاميرات وأمان","https://neogen.store/wp-content/uploads/NGS-REO-CAM-0035-1.webp","",""
"Google Nest Hub 2nd Gen","Google Nest Hub 2nd Gen","NGS-GOO-VOI-0033","370","","10","FALSE","TRUE","TRUE","FALSE","Google Nest Hub 2nd Gen available at NGS Smart Home Store. Price: 370 SAR.","Google Nest Hub 2nd Gen &#8211; Smart Home Product","مساعدات صوتية","https://neogen.store/wp-content/uploads/NGS-GOO-VOI-0033-1.webp","",""
"Amazon Echo Dot 5th Gen","Amazon Echo Dot 5th Gen","NGS-AMA-VOI-0030","190","","10","FALSE","TRUE","TRUE","FALSE","Amazon Echo Dot 5th Gen available at NGS Smart Home Store. Price: 190 SAR.","Amazon Echo Dot 5th Gen &#8211; Smart Home Product","مساعدات صوتية","https://neogen.store/wp-content/uploads/NGS-AMA-VOI-0030.webp","",""
"Aqara Hub M3","Aqara Hub M3","NGS-AQA-HUB-0029","390","","10","FALSE","TRUE","TRUE","FALSE","Aqara Hub M3 available at NGS Smart Home Store. Price: 390 SAR.","Aqara Hub M3 &#8211; Smart Home Product","هبات وجسور","https://neogen.store/wp-content/uploads/NGS-AQA-HUB-0029-1.webp","",""
"SONOFF ZBBridge-P","SONOFF ZBBridge-P","NGS-SON-HUB-0028","120","","10","FALSE","TRUE","TRUE","FALSE","SONOFF ZBBridge-P available at NGS Smart Home Store. Price: 120 SAR.","SONOFF ZBBridge-P &#8211; Smart Home Product","هبات وجسور","https://neogen.store/wp-content/uploads/NGS-SON-HUB-0028-1.webp","",""
"Aqara Hub M2","Aqara Hub M2","NGS-AQA-HUB-0027","230","","10","FALSE","TRUE","TRUE","FALSE","Aqara Hub M2 available at NGS Smart Home Store. Price: 230 SAR.","Aqara Hub M2 &#8211; Smart Home Product","هبات وجسور","https://neogen.store/wp-content/uploads/NGS-AQA-HUB-0027-1.webp","",""
"GLEDOPTO Zigbee LED Controller","GLEDOPTO Zigbee LED Controller","NGS-GLE-LIG-0026","90","","10","FALSE","TRUE","TRUE","FALSE","GLEDOPTO Zigbee LED Controller available at NGS Smart Home Store. Price: 90 SAR.","GLEDOPTO Zigbee LED Controller &#8211; Smart Home Product","إضاءة","https://neogen.store/wp-content/uploads/NGS-GLE-LIG-0026-1.webp","",""
"Philips Hue Lightstrip Plus 2m","Philips Hue Lightstrip Plus 2m","NGS-PHI-LIG-0025","330","","10","FALSE","TRUE","TRUE","FALSE","Philips Hue Lightstrip Plus 2m available at NGS Smart Home Store. Price: 330 SAR.","Philips Hue Lightstrip Plus 2m &#8211; Smart Home Product","إضاءة","https://neogen.store/wp-content/uploads/NGS-PHI-LIG-0025-1.webp","",""
"IKEA TRÅDFRI LED E27","IKEA TRÅDFRI LED E27","NGS-IKE-LIG-0024","60","","10","FALSE","TRUE","TRUE","FALSE","IKEA TRÅDFRI LED E27 available at NGS Smart Home Store. Price: 60 SAR.","IKEA TRÅDFRI LED E27 &#8211; Smart Home Product","إضاءة","https://neogen.store/wp-content/uploads/NGS-IKE-LIG-0024-1.webp","",""
"Philips Hue White &amp; Color A60","Philips Hue White &amp; Color A60","NGS-PHI-LIG-0023","210","","10","FALSE","TRUE","TRUE","FALSE","Philips Hue White &amp; Color A60 available at NGS Smart Home Store. Price: 210 SAR.","Philips Hue White &amp; Color A60 &#8211; Smart Home Product","إضاءة","https://neogen.store/wp-content/uploads/NGS-PHI-LIG-0023-1.webp","",""
"Aqara Smart Wall Switch H1 (No Neutral)","Aqara Smart Wall Switch H1 (No Neutral)","NGS-AQA-SWI-0020","140","","10","FALSE","TRUE","TRUE","FALSE","Aqara Smart Wall Switch H1 (No Neutral) available at NGS Smart Home Store. Price: 140 SAR.","Aqara Smart Wall Switch H1 (No Neutral) &#8211; Smart Home Product","مفاتيح وبلاقات","https://neogen.store/wp-content/uploads/NGS-AQA-SWI-0020-1.jpg","",""
"SONOFF S26R2 ZB","SONOFF S26R2 ZB","NGS-SON-SWI-0019","70","","10","FALSE","TRUE","TRUE","FALSE","SONOFF S26R2 ZB available at NGS Smart Home Store. Price: 70 SAR.","SONOFF S26R2 ZB &#8211; Smart Home Product","مفاتيح وبلاقات","https://neogen.store/wp-content/uploads/NGS-SON-SWI-0019-1.webp","",""
"Aqara Water Leak Sensor","Aqara Water Leak Sensor","NGS-AQA-SEN-0018","80","","10","FALSE","TRUE","TRUE","FALSE","Aqara Water Leak Sensor available at NGS Smart Home Store. Price: 80 SAR.","Aqara Water Leak Sensor &#8211; Smart Home Product","Sensors","https://neogen.store/wp-content/uploads/NGS-AQA-SEN-0018-1.webp","",""
"Aqara Temperature &amp; Humidity Sensor","Aqara Temperature &amp; Humidity Sensor","NGS-AQA-SEN-0017","70","","10","FALSE","TRUE","TRUE","FALSE","Aqara Temperature &amp; Humidity Sensor available at NGS Smart Home Store. Price: 70 SAR.","Aqara Temperature &amp; Humidity Sensor &#8211; Smart Home Product","Sensors","https://neogen.store/wp-content/uploads/NGS-AQA-SEN-0017-1.webp","",""
"Aqara Door &amp; Window Sensor","Aqara Door &amp; Window Sensor","NGS-AQA-SEN-0016","60","","10","FALSE","TRUE","TRUE","FALSE","Aqara Door &amp; Window Sensor available at NGS Smart Home Store. Price: 60 SAR.","Aqara Door &amp; Window Sensor &#8211; Smart Home Product","Sensors","https://neogen.store/wp-content/uploads/NGS-AQA-SEN-0016-1.webp","",""
"Aqara FP2 Presence Sensor","Aqara FP2 Presence Sensor","NGS-AQA-SEN-0015","460","","10","FALSE","TRUE","TRUE","FALSE","Aqara FP2 Presence Sensor available at NGS Smart Home Store. Price: 460 SAR.","Aqara FP2 Presence Sensor &#8211; Smart Home Product","Sensors","https://neogen.store/wp-content/uploads/NGS-AQA-SEN-0015-1.webp","",""
"Aqara Motion Sensor P1","Aqara Motion Sensor P1","NGS-AQA-SEN-0014","80","","10","FALSE","TRUE","TRUE","FALSE","Aqara Motion Sensor P1 available at NGS Smart Home Store. Price: 80 SAR.","Aqara Motion Sensor P1 &#8211; Smart Home Product","Sensors","https://neogen.store/wp-content/uploads/NGS-AQA-SEN-0014-1.webp","",""
"Raspberry Pi Pi 5 8GB","Raspberry Pi Pi 5 8GB","NGS-RAS-HA-0011","370","","10","FALSE","TRUE","TRUE","FALSE","Raspberry Pi Pi 5 8GB available at NGS Smart Home Store. Price: 370 SAR.","Raspberry Pi Pi 5 8GB &#8211; Smart Home Product","عتاد HA","https://neogen.store/wp-content/uploads/NGS-RAS-HA-0011-1.webp","",""
"Beelink SER5 Pro","Beelink SER5 Pro","NGS-BEE-HA-0010","1300","","10","FALSE","TRUE","TRUE","FALSE","Beelink SER5 Pro available at NGS Smart Home Store. Price: 1300 SAR.","Beelink SER5 Pro &#8211; Smart Home Product","عتاد HA","https://neogen.store/wp-content/uploads/NGS-BEE-HA-0010-1.webp","",""
"Beelink EQ12","Beelink EQ12","NGS-BEE-HA-0009","840","","10","FALSE","TRUE","TRUE","FALSE","Beelink EQ12 available at NGS Smart Home Store. Price: 840 SAR.","Beelink EQ12 &#8211; Smart Home Product","عتاد HA","https://neogen.store/wp-content/uploads/NGS-BEE-HA-0009-1.webp","",""
"Seagate IronWolf 4TB","Seagate IronWolf 4TB","NGS-SEA-NAS-0006","440","","10","FALSE","TRUE","TRUE","FALSE","Seagate IronWolf 4TB available at NGS Smart Home Store. Price: 440 SAR.","Seagate IronWolf 4TB &#8211; Smart Home Product","NAS وتخزين","https://neogen.store/wp-content/uploads/NGS-SEA-NAS-0006-1.webp","",""
"Western Digital WD Red Plus 4TB","Western Digital WD Red Plus 4TB","NGS-WES-NAS-0005","450","","10","FALSE","TRUE","TRUE","FALSE","Western Digital WD Red Plus 4TB available at NGS Smart Home Store. Price: 450 SAR.","Western Digital WD Red Plus 4TB &#8211; Smart Home Product","NAS وتخزين","https://neogen.store/wp-content/uploads/NGS-WES-NAS-0005-1.webp","",""
"QNAP TS-464","QNAP TS-464","NGS-QNA-NAS-0004","2700","","10","FALSE","TRUE","TRUE","FALSE","QNAP TS-464 available at NGS Smart Home Store. Price: 2700 SAR.","QNAP TS-464 &#8211; Smart Home Product","NAS وتخزين","https://neogen.store/wp-content/uploads/NGS-QNA-NAS-0004-1.webp","",""
"Synology DS423+","Synology DS423+","NGS-SYN-NAS-0003","3250","","10","FALSE","TRUE","TRUE","FALSE","Synology DS423+ available at NGS Smart Home Store. Price: 3250 SAR.","Synology DS423+ &#8211; Smart Home Product","NAS وتخزين","https://neogen.store/wp-content/uploads/NGS-SYN-NAS-0003.webp","",""
"Synology DS223","Synology DS223","NGS-SYN-NAS-0002","1580","","10","FALSE","TRUE","TRUE","FALSE","Synology DS223 available at NGS Smart Home Store. Price: 1580 SAR.","Synology DS223 &#8211; Smart Home Product","NAS وتخزين","https://neogen.store/wp-content/uploads/NGS-SYN-NAS-0002.webp","",""
"Synology DS224+","Synology DS224+","NGS-SYN-NAS-0001","2050","","10","FALSE","TRUE","TRUE","FALSE","Synology DS224+ available at NGS Smart Home Store. Price: 2050 SAR.","Synology DS224+ &#8211; Smart Home Product","NAS وتخزين","https://neogen.store/wp-content/uploads/NGS-SYN-NAS-0001.webp","",""
"Vertiv Edge 1500VA","Vertiv Edge 1500VA","NGS-VER-UPS-0775","1499","","10","FALSE","TRUE","TRUE","FALSE","Vertiv Edge 1500VA available at NGS Smart Home Store. Price: 1499 SAR.","Vertiv Edge 1500VA &#8211; Smart Home Product","UPS واحتياطي","https://neogen.store/wp-content/uploads/NGS-VER-UPS-0775.webp","",""
"Eaton 5S 1500VA","Eaton 5S 1500VA","NGS-EAT-UPS-0774","999","","10","FALSE","TRUE","TRUE","FALSE","Eaton 5S 1500VA available at NGS Smart Home Store. Price: 999 SAR.","Eaton 5S 1500VA &#8211; Smart Home Product","UPS واحتياطي","https://neogen.store/wp-content/uploads/NGS-EAT-UPS-0774.webp","",""
"CyberPower PFC Sinewave 1500VA","CyberPower PFC Sinewave 1500VA","NGS-CYB-UPS-0773","1999","","10","FALSE","TRUE","TRUE","FALSE","CyberPower PFC Sinewave 1500VA available at NGS Smart Home Store. Price: 1999 SAR.","CyberPower PFC Sinewave 1500VA &#8211; Smart Home Product","UPS واحتياطي","https://neogen.store/wp-content/uploads/NGS-CYB-UPS-0773.webp","",""
"ABB Terra","ABB Terra","NGS-ABB-SMA-0772","1299","","10","FALSE","TRUE","TRUE","FALSE","ABB Terra available at NGS Smart Home Store. Price: 1299 SAR.","ABB Terra &#8211; Smart Home Product","قواطع ذكية","https://neogen.store/wp-content/uploads/NGS-ABB-SMA-0772.webp","",""
"Schneider Wiser Energy","Schneider Wiser Energy","NGS-SCH-SMA-0771","899","","10","FALSE","TRUE","TRUE","FALSE","Schneider Wiser Energy available at NGS Smart Home Store. Price: 899 SAR.","Schneider Wiser Energy &#8211; Smart Home Product","قواطع ذكية","https://neogen.store/wp-content/uploads/NGS-SCH-SMA-0771.webp","",""
"Sonoff POWR316D Elite","Sonoff POWR316D Elite","NGS-SON-SMA-0770","149","","10","FALSE","TRUE","TRUE","FALSE","Sonoff POWR316D Elite available at NGS Smart Home Store. Price: 149 SAR.","Sonoff POWR316D Elite &#8211; Smart Home Product","قواطع ذكية","https://neogen.store/wp-content/uploads/NGS-SON-SMA-0770.webp","",""
"Aqara Dual Relay T2","Aqara Dual Relay T2","NGS-AQA-SMA-0769","199","","10","FALSE","TRUE","TRUE","FALSE","Aqara Dual Relay T2 available at NGS Smart Home Store. Price: 199 SAR.","Aqara Dual Relay T2 &#8211; Smart Home Product","قواطع ذكية","https://neogen.store/wp-content/uploads/NGS-AQA-SMA-0769.webp","",""
"Tuya Smart Breaker 63A","Tuya Smart Breaker 63A","NGS-TUY-SMA-0768","149","","10","FALSE","TRUE","TRUE","FALSE","Tuya Smart Breaker 63A available at NGS Smart Home Store. Price: 149 SAR.","Tuya Smart Breaker 63A &#8211; Smart Home Product","قواطع ذكية","https://neogen.store/wp-content/uploads/NGS-TUY-SMA-0768.webp","",""
"Shelly Pro 4PM","Shelly Pro 4PM","NGS-SHE-SMA-0767","299","","10","FALSE","TRUE","TRUE","FALSE","Shelly Pro 4PM available at NGS Smart Home Store. Price: 299 SAR.","Shelly Pro 4PM &#8211; Smart Home Product","قواطع ذكية","https://neogen.store/wp-content/uploads/NGS-SHE-SMA-0767.webp","",""
"Sonoff SPM-Main","Sonoff SPM-Main","NGS-SON-ENE-0766","199","","10","FALSE","TRUE","TRUE","FALSE","Sonoff SPM-Main available at NGS Smart Home Store. Price: 199 SAR.","Sonoff SPM-Main &#8211; Smart Home Product","مراقبة طاقة","https://neogen.store/wp-content/uploads/NGS-SON-ENE-0766.webp","",""
"Tuya 3-Phase Energy Meter","Tuya 3-Phase Energy Meter","NGS-TUY-ENE-0765","299","","10","FALSE","TRUE","TRUE","FALSE","Tuya 3-Phase Energy Meter available at NGS Smart Home Store. Price: 299 SAR.","Tuya 3-Phase Energy Meter &#8211; Smart Home Product","مراقبة طاقة","https://neogen.store/wp-content/uploads/NGS-TUY-ENE-0765.webp","",""
"PZEM PZEM-004T Module","PZEM PZEM-004T Module","NGS-PZE-ENE-0764","79","","10","FALSE","TRUE","TRUE","FALSE","PZEM PZEM-004T Module available at NGS Smart Home Store. Price: 79 SAR.","PZEM PZEM-004T Module &#8211; Smart Home Product","مراقبة طاقة","https://neogen.store/wp-content/uploads/NGS-PZE-ENE-0764.webp","",""
"Aeotec Home Energy Meter Gen5","Aeotec Home Energy Meter Gen5","NGS-AEO-ENE-0763","299","","10","FALSE","TRUE","TRUE","FALSE","Aeotec Home Energy Meter Gen5 available at NGS Smart Home Store. Price: 299 SAR.","Aeotec Home Energy Meter Gen5 &#8211; Smart Home Product","مراقبة طاقة","https://neogen.store/wp-content/uploads/NGS-AEO-ENE-0763.webp","",""
"IoTaWatt IoTaWatt Bundle","IoTaWatt IoTaWatt Bundle","NGS-IOT-ENE-0762","799","","10","FALSE","TRUE","TRUE","FALSE","IoTaWatt IoTaWatt Bundle available at NGS Smart Home Store. Price: 799 SAR.","IoTaWatt IoTaWatt Bundle &#8211; Smart Home Product","مراقبة طاقة","https://neogen.store/wp-content/uploads/NGS-IOT-ENE-0762.webp","",""
"Sense Home Energy Monitor","Sense Home Energy Monitor","NGS-SEN-ENE-0761","1199","","10","FALSE","TRUE","TRUE","FALSE","Sense Home Energy Monitor available at NGS Smart Home Store. Price: 1199 SAR.","Sense Home Energy Monitor &#8211; Smart Home Product","مراقبة طاقة","https://neogen.store/wp-content/uploads/NGS-SEN-ENE-0761.webp","",""
"Eufy HomeBase 3 Kit","Eufy HomeBase 3 Kit","NGS-EUF-REM-0760","599","","10","FALSE","TRUE","TRUE","FALSE","Eufy HomeBase 3 Kit available at NGS Smart Home Store. Price: 599 SAR.","Eufy HomeBase 3 Kit &#8211; Smart Home Product","مراقبة عن بعد","https://neogen.store/wp-content/uploads/NGS-EUF-REM-0760.webp","",""
"Wyze Home Monitoring Kit","Wyze Home Monitoring Kit","NGS-WYZ-REM-0759","399","","10","FALSE","TRUE","TRUE","FALSE","Wyze Home Monitoring Kit available at NGS Smart Home Store. Price: 399 SAR.","Wyze Home Monitoring Kit &#8211; Smart Home Product","مراقبة عن بعد","https://neogen.store/wp-content/uploads/NGS-WYZ-REM-0759.webp","",""
"Aqara Hub M2 + Sensors","Aqara Hub M2 + Sensors","NGS-AQA-REM-0758","799","","10","FALSE","TRUE","TRUE","FALSE","Aqara Hub M2 + Sensors available at NGS Smart Home Store. Price: 799 SAR.","Aqara Hub M2 + Sensors &#8211; Smart Home Product","مراقبة عن بعد","https://neogen.store/wp-content/uploads/NGS-AQA-REM-0758.webp","",""
"Philips Medication Dispenser","Philips Medication Dispenser","NGS-PHI-MED-0757","599","","10","FALSE","TRUE","TRUE","FALSE","Philips Medication Dispenser available at NGS Smart Home Store. Price: 599 SAR.","Philips Medication Dispenser &#8211; Smart Home Product","تذكير أدوية","https://neogen.store/wp-content/uploads/NGS-PHI-MED-0757.webp","",""
"MedMinder Jon Dispenser","MedMinder Jon Dispenser","NGS-MED-MED-0756","999","","10","FALSE","TRUE","TRUE","FALSE","MedMinder Jon Dispenser available at NGS Smart Home Store. Price: 999 SAR.","MedMinder Jon Dispenser &#8211; Smart Home Product","تذكير أدوية","https://neogen.store/wp-content/uploads/NGS-MED-MED-0756.webp","",""
"Hero Hero Dispenser","Hero Hero Dispenser","NGS-HER-MED-0755","1299","","10","FALSE","TRUE","TRUE","FALSE","Hero Hero Dispenser available at NGS Smart Home Store. Price: 1299 SAR.","Hero Hero Dispenser &#8211; Smart Home Product","تذكير أدوية","https://neogen.store/wp-content/uploads/NGS-HER-MED-0755.webp","",""
"GrandPad GrandPad Tablet","GrandPad GrandPad Tablet","NGS-GRA-VID-0754","299","","10","FALSE","TRUE","TRUE","FALSE","GrandPad GrandPad Tablet available at NGS Smart Home Store. Price: 299 SAR.","GrandPad GrandPad Tablet &#8211; Smart Home Product","مكالمات فيديو","https://neogen.store/wp-content/uploads/NGS-GRA-VID-0754.webp","",""
