Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Regular price,Sale price,Categories,Tags,Images,Parent,Brands,Meta: _cost,Meta: _margin
simple,NGS-SWI-CLI-0257,SwitchBot Hub 2,1,1,visible,SwitchBot Hub 2 - Smart Home Product,SwitchBot Hub 2 available at NGS Smart Home Store. Price: 259 SAR.,taxable,,1,10,2,1,0,,,,,1,259,,Climate,"smart-home, climate, switchbot",https://via.placeholder.com/500x500.png?text=SwitchBot-Hub-2,,SwitchBot,181.0,30.1
simple,NGS-SON-SWI-0021,SONOFF ZBMINI-L2,1,1,visible,SONOFF ZBMINI-L2 - Smart Home Product,SONOFF ZBMINI-L2 available at NGS Smart Home Store. Price: 80 SAR.,taxable,,1,10,2,1,0,,,,,1,80,,Switches & Plugs,"smart-home, switches-and-plugs, sonoff",https://sonoff.tech/wp-content/uploads/2021/03/ZBMINI-01.jpg,,SONOFF,48.0,40.0
simple,NGS-XIA-MOT-0751,Xiaomi Motion Sensor 2,1,1,visible,Xiaomi Motion Sensor 2 - Smart Home Product,Xiaomi Motion Sensor 2 available at NGS Smart Home Store. Price: 99 SAR.,taxable,,1,10,2,1,0,,,,,1,99,,Motion Lighting,"smart-home, motion-lighting, xiaomi",https://via.placeholder.com/500x500.png?text=Xiaomi-Motion-Sensor-2,,Xiaomi,67.0,32.3
simple,NGS-AQA-SWI-0020,Aqara Smart Wall Switch H1 (No Neutral),1,1,visible,Aqara Smart Wall Switch H1 (No Neutral) - Smart Home Product,Aqara Smart Wall Switch H1 (No Neutral) available at NGS Smart Home Store. Price: 140 SAR.,taxable,,1,10,2,1,0,,,,,1,140,,Switches & Plugs,"smart-home, switches-and-plugs, aqara",https://via.placeholder.com/500x500.png?text=Aqara-Smart-Wall-Switch-H,,Aqara,95.0,32.1
simple,NGS-SON-SWI-0067,SONOFF ZBRL Roller Blind,1,1,visible,SONOFF ZBRL Roller Blind - Smart Home Product,SONOFF ZBRL Roller Blind available at NGS Smart Home Store. Price: 140 SAR.,taxable,,1,10,2,1,0,,,,,1,140,,Switches & Plugs,"smart-home, switches-and-plugs, sonoff",https://via.placeholder.com/500x500.png?text=SONOFF-ZBRL-Roller-Blind,,SONOFF,95.0,32.1
simple,NGS-AQA-LIG-0238,Aqara Wall Switch H1,1,1,visible,Aqara Wall Switch H1 - Smart Home Product,Aqara Wall Switch H1 available at NGS Smart Home Store. Price: 149 SAR.,taxable,,1,10,2,1,0,,,,,1,149,,Lighting,"smart-home, lighting, aqara",https://via.placeholder.com/500x500.png?text=Aqara-Wall-Switch-H1,,Aqara,104.0,30.2
simple,NGS-AQA-PLU-0246,Aqara Smart Plug,1,1,visible,Aqara Smart Plug - Smart Home Product,Aqara Smart Plug available at NGS Smart Home Store. Price: 99 SAR.,taxable,,1,10,2,1,0,,,,,1,99,,Plugs,"smart-home, plugs, aqara",https://via.placeholder.com/500x500.png?text=Aqara-Smart-Plug,,Aqara,69.0,30.3
simple,NGS-SHE-LIG-0242,Shelly Plus 2PM,1,1,visible,Shelly Plus 2PM - Smart Home Product,Shelly Plus 2PM available at NGS Smart Home Store. Price: 119 SAR.,taxable,,1,10,2,1,0,,,,,1,119,,Lighting,"smart-home, lighting, shelly",https://via.placeholder.com/500x500.png?text=Shelly-Plus-2PM,,Shelly,83.0,30.3
simple,NGS-AQA-COV-0279,Aqara Roller Shade E1,1,1,visible,Aqara Roller Shade E1 - Smart Home Product,Aqara Roller Shade E1 available at NGS Smart Home Store. Price: 259 SAR.,taxable,,1,10,2,1,0,,,,,1,259,,Covers,"smart-home, covers, aqara",https://via.placeholder.com/500x500.png?text=Aqara-Roller-Shade-E1,,Aqara,181.0,30.1
simple,NGS-AQA-COV-0280,Aqara Curtain Driver E1,1,1,visible,Aqara Curtain Driver E1 - Smart Home Product,Aqara Curtain Driver E1 available at NGS Smart Home Store. Price: 399 SAR.,taxable,,1,10,2,1,0,,,,,1,399,,Covers,"smart-home, covers, aqara",https://via.placeholder.com/500x500.png?text=Aqara-Curtain-Driver-E1,,Aqara,279.0,30.1
simple,NGS-AEO-ENE-0763,Aeotec Home Energy Meter Gen5,1,1,visible,Aeotec Home Energy Meter Gen5 - Smart Home Product,Aeotec Home Energy Meter Gen5 available at NGS Smart Home Store. Price: 299 SAR.,taxable,,1,10,2,1,0,,,,,1,299,,Energy Monitor,"smart-home, energy-monitor, aeotec, ngs-exclusive",https://via.placeholder.com/500x500.png?text=Aeotec-Home-Energy-Meter-,,Aeotec,173.0,42.1
simple,NGS-IOT-ENE-0762,IoTaWatt IoTaWatt Bundle,1,1,visible,IoTaWatt IoTaWatt Bundle - Smart Home Product,IoTaWatt IoTaWatt Bundle available at NGS Smart Home Store. Price: 799 SAR.,taxable,,1,10,2,1,0,,,,,1,799,,Energy Monitor,"smart-home, energy-monitor, iotawatt, ngs-exclusive",https://via.placeholder.com/500x500.png?text=IoTaWatt-IoTaWatt-Bundle,,IoTaWatt,463.0,42.1
simple,NGS-SEN-ENE-0761,Sense Home Energy Monitor,1,1,visible,Sense Home Energy Monitor - Smart Home Product,Sense Home Energy Monitor available at NGS Smart Home Store. Price: 1199 SAR.,taxable,,1,10,2,1,0,,,,,1,1199,,Energy Monitor,"smart-home, energy-monitor, sense, ngs-exclusive",https://via.placeholder.com/500x500.png?text=Sense-Home-Energy-Monitor,,Sense,695.0,42.0
