Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Regular price,Sale price,Categories,Tags,Images,Parent,Brands,Meta: _cost,Meta: _margin
simple,NGS-RAS-HA-0011,Raspberry Pi Pi 5 8GB,1,0,visible,Raspberry Pi Pi 5 8GB - Smart Home Product,Raspberry Pi Pi 5 8GB available at NGS Smart Home Store. Price: 370 SAR.,taxable,,1,10,2,1,0,,,,,1,370,,HA Hardware,"smart-home, ha-hardware, raspberry-pi",https://via.placeholder.com/500x500.png?text=Raspberry-Pi-Pi-5-8GB,,Raspberry Pi,320.0,13.5
simple,NGS-SON-HA-0012,SONOFF ZBDongle-P,1,1,visible,SONOFF ZBDongle-P - Smart Home Product,SONOFF ZBDongle-P available at NGS Smart Home Store. Price: 110 SAR.,taxable,,1,10,2,1,0,,,,,1,110,,HA Hardware,"smart-home, ha-hardware, sonoff, ngs-exclusive",https://sonoff.tech/wp-content/uploads/2021/09/ZBDongle-P-01.jpg,,SONOFF,65.0,40.9
simple,NGS-SON-HA-0013,SONOFF ZBDongle-E,1,1,visible,SONOFF ZBDongle-E - Smart Home Product,SONOFF ZBDongle-E available at NGS Smart Home Store. Price: 90 SAR.,taxable,,1,10,2,1,0,,,,,1,90,,HA Hardware,"smart-home, ha-hardware, sonoff",https://sonoff.tech/wp-content/uploads/2022/07/ZBDongle-E-01.jpg,,SONOFF,55.0,38.9
simple,NGS-AQA-SEN-0014,Aqara Motion Sensor P1,1,1,visible,Aqara Motion Sensor P1 - Smart Home Product,Aqara Motion Sensor P1 available at NGS Smart Home Store. Price: 80 SAR.,taxable,,1,10,2,1,0,,,,,1,80,,Sensors,"smart-home, sensors, aqara",https://via.placeholder.com/500x500.png?text=Aqara-Motion-Sensor-P1,,Aqara,55.0,31.2
simple,NGS-AQA-SEN-0015,Aqara FP2 Presence Sensor,1,0,visible,Aqara FP2 Presence Sensor - Smart Home Product,Aqara FP2 Presence Sensor available at NGS Smart Home Store. Price: 460 SAR.,taxable,,1,10,2,1,0,,,,,1,460,,Sensors,"smart-home, sensors, aqara",https://via.placeholder.com/500x500.png?text=Aqara-FP2-Presence-Sensor,,Aqara,380.0,17.4
simple,NGS-AQA-SEN-0016,Aqara Door & Window Sensor,1,0,visible,Aqara Door & Window Sensor - Smart Home Product,Aqara Door & Window Sensor available at NGS Smart Home Store. Price: 60 SAR.,taxable,,1,10,2,1,0,,,,,1,60,,Sensors,"smart-home, sensors, aqara",https://via.placeholder.com/500x500.png?text=Aqara-Door---Window-Senso,,Aqara,42.0,30.0
simple,NGS-AQA-SEN-0017,Aqara Temperature & Humidity Sensor,1,1,visible,Aqara Temperature & Humidity Sensor - Smart Home Product,Aqara Temperature & Humidity Sensor available at NGS Smart Home Store. Price: 70 SAR.,taxable,,1,10,2,1,0,,,,,1,70,,Sensors,"smart-home, sensors, aqara",https://via.placeholder.com/500x500.png?text=Aqara-Temperature---Humid,,Aqara,48.0,31.4
simple,NGS-AQA-SEN-0018,Aqara Water Leak Sensor,1,1,visible,Aqara Water Leak Sensor - Smart Home Product,Aqara Water Leak Sensor available at NGS Smart Home Store. Price: 80 SAR.,taxable,,1,10,2,1,0,,,,,1,80,,Sensors,"smart-home, sensors, aqara",https://via.placeholder.com/500x500.png?text=Aqara-Water-Leak-Sensor,,Aqara,55.0,31.2
simple,NGS-SON-SWI-0019,SONOFF S26R2 ZB,1,1,visible,SONOFF S26R2 ZB - Smart Home Product,SONOFF S26R2 ZB available at NGS Smart Home Store. Price: 70 SAR.,taxable,,1,10,2,1,0,,,,,1,70,,Switches & Plugs,"smart-home, switches-and-plugs, sonoff",https://via.placeholder.com/500x500.png?text=SONOFF-S26R2-ZB,,SONOFF,45.0,35.7
simple,NGS-AQA-SWI-0020,Aqara Smart Wall Switch H1 (No Neutral),1,1,visible,Aqara Smart Wall Switch H1 (No Neutral) - Smart Home Product,Aqara Smart Wall Switch H1 (No Neutral) available at NGS Smart Home Store. Price: 140 SAR.,taxable,,1,10,2,1,0,,,,,1,140,,Switches & Plugs,"smart-home, switches-and-plugs, aqara",https://via.placeholder.com/500x500.png?text=Aqara-Smart-Wall-Switch-H,,Aqara,95.0,32.1
simple,NGS-SON-SWI-0021,SONOFF ZBMINI-L2,1,1,visible,SONOFF ZBMINI-L2 - Smart Home Product,SONOFF ZBMINI-L2 available at NGS Smart Home Store. Price: 80 SAR.,taxable,,1,10,2,1,0,,,,,1,80,,Switches & Plugs,"smart-home, switches-and-plugs, sonoff",https://sonoff.tech/wp-content/uploads/2021/03/ZBMINI-01.jpg,,SONOFF,48.0,40.0
simple,NGS-SON-SWI-0022,SONOFF ZBMINIL2,1,0,visible,SONOFF ZBMINIL2 - Smart Home Product,SONOFF ZBMINIL2 available at NGS Smart Home Store. Price: 90 SAR.,taxable,,1,10,2,1,0,,,,,1,90,,Switches & Plugs,"smart-home, switches-and-plugs, sonoff",https://sonoff.tech/wp-content/uploads/2021/03/ZBMINI-01.jpg,,SONOFF,65.0,27.8
simple,NGS-PHI-LIG-0023,Philips Hue White & Color A60,1,0,visible,Philips Hue White & Color A60 - Smart Home Product,Philips Hue White & Color A60 available at NGS Smart Home Store. Price: 210 SAR.,taxable,,1,10,2,1,0,,,,,1,210,,Lighting,"smart-home, lighting, philips-hue",https://via.placeholder.com/500x500.png?text=Philips-Hue-White---Color,,Philips Hue,180.0,14.3
simple,NGS-IKE-LIG-0024,IKEA TRÅDFRI LED E27,1,0,visible,IKEA TRÅDFRI LED E27 - Smart Home Product,IKEA TRÅDFRI LED E27 available at NGS Smart Home Store. Price: 60 SAR.,taxable,,1,10,2,1,0,,,,,1,60,,Lighting,"smart-home, lighting, ikea",https://via.placeholder.com/500x500.png?text=IKEA-TR-DFRI-LED-E27,,IKEA,45.0,25.0
simple,NGS-PHI-LIG-0025,Philips Hue Lightstrip Plus 2m,1,0,visible,Philips Hue Lightstrip Plus 2m - Smart Home Product,Philips Hue Lightstrip Plus 2m available at NGS Smart Home Store. Price: 330 SAR.,taxable,,1,10,2,1,0,,,,,1,330,,Lighting,"smart-home, lighting, philips-hue",https://via.placeholder.com/500x500.png?text=Philips-Hue-Lightstrip-Pl,,Philips Hue,280.0,15.2
simple,NGS-GLE-LIG-0026,GLEDOPTO Zigbee LED Controller,1,1,visible,GLEDOPTO Zigbee LED Controller - Smart Home Product,GLEDOPTO Zigbee LED Controller available at NGS Smart Home Store. Price: 90 SAR.,taxable,,1,10,2,1,0,,,,,1,90,,Lighting,"smart-home, lighting, gledopto",https://via.placeholder.com/500x500.png?text=GLEDOPTO-Zigbee-LED-Contr,,GLEDOPTO,55.0,38.9
simple,NGS-AQA-HUB-0027,Aqara Hub M2,1,0,visible,Aqara Hub M2 - Smart Home Product,Aqara Hub M2 available at NGS Smart Home Store. Price: 230 SAR.,taxable,,1,10,2,1,0,,,,,1,230,,Hubs & Bridges,"smart-home, hubs-and-bridges, aqara",https://via.placeholder.com/500x500.png?text=Aqara-Hub-M2,,Aqara,195.0,15.2
simple,NGS-SON-HUB-0028,SONOFF ZBBridge-P,1,0,visible,SONOFF ZBBridge-P - Smart Home Product,SONOFF ZBBridge-P available at NGS Smart Home Store. Price: 120 SAR.,taxable,,1,10,2,1,0,,,,,1,120,,Hubs & Bridges,"smart-home, hubs-and-bridges, sonoff",https://via.placeholder.com/500x500.png?text=SONOFF-ZBBridge-P,,SONOFF,85.0,29.2
simple,NGS-AQA-HUB-0029,Aqara Hub M3,1,0,visible,Aqara Hub M3 - Smart Home Product,Aqara Hub M3 available at NGS Smart Home Store. Price: 390 SAR.,taxable,,1,10,2,1,0,,,,,1,390,,Hubs & Bridges,"smart-home, hubs-and-bridges, aqara",https://via.placeholder.com/500x500.png?text=Aqara-Hub-M3,,Aqara,320.0,17.9
simple,NGS-AMA-VOI-0030,Amazon Echo Dot 5th Gen,1,0,visible,Amazon Echo Dot 5th Gen - Smart Home Product,Amazon Echo Dot 5th Gen available at NGS Smart Home Store. Price: 190 SAR.,taxable,,1,10,2,1,0,,,,,1,190,,Voice Assistants,"smart-home, voice-assistants, amazon",https://m.media-amazon.com/images/I/71xoR4A6q-L._AC_SL1000_.jpg,,Amazon,160.0,15.8
simple,NGS-AMA-VOI-0031,Amazon Echo Show 8 3rd Gen,1,0,visible,Amazon Echo Show 8 3rd Gen - Smart Home Product,Amazon Echo Show 8 3rd Gen available at NGS Smart Home Store. Price: 510 SAR.,taxable,,1,10,2,1,0,,,,,1,510,,Voice Assistants,"smart-home, voice-assistants, amazon",https://m.media-amazon.com/images/I/61MuXrZaHNL._AC_SL1000_.jpg,,Amazon,440.0,13.7
simple,NGS-GOO-VOI-0032,Google Nest Mini 2nd Gen,1,0,visible,Google Nest Mini 2nd Gen - Smart Home Product,Google Nest Mini 2nd Gen available at NGS Smart Home Store. Price: 140 SAR.,taxable,,1,10,2,1,0,,,,,1,140,,Voice Assistants,"smart-home, voice-assistants, google",https://lh3.googleusercontent.com/dXVcPpXVnmvmxgNn9E2CTqjXM3C6h3mXLC-Zh4Q_b6eAQDhOyT2Nh9z_n8kYvZGZ-LIcUm_qYVQUxITF,,Google,120.0,14.3
simple,NGS-GOO-VOI-0033,Google Nest Hub 2nd Gen,1,0,visible,Google Nest Hub 2nd Gen - Smart Home Product,Google Nest Hub 2nd Gen available at NGS Smart Home Store. Price: 370 SAR.,taxable,,1,10,2,1,0,,,,,1,370,,Voice Assistants,"smart-home, voice-assistants, google",https://via.placeholder.com/500x500.png?text=Google-Nest-Hub-2nd-Gen,,Google,320.0,13.5
simple,NGS-APP-VOI-0034,Apple HomePod Mini,1,0,visible,Apple HomePod Mini - Smart Home Product,Apple HomePod Mini available at NGS Smart Home Store. Price: 460 SAR.,taxable,,1,10,2,1,0,,,,,1,460,,Voice Assistants,"smart-home, voice-assistants, apple",https://store.storeimages.cdn-apple.com/4982/as-images.apple.com/is/homepod-mini-select-orange-202110,,Apple,380.0,17.4
simple,NGS-REO-CAM-0035,Reolink E1 Zoom,1,0,visible,Reolink E1 Zoom - Smart Home Product,Reolink E1 Zoom available at NGS Smart Home Store. Price: 230 SAR.,taxable,,1,10,2,1,0,,,,,1,230,,Cameras & Security,"smart-home, cameras-and-security, reolink",https://via.placeholder.com/500x500.png?text=Reolink-E1-Zoom,,Reolink,175.0,23.9
simple,NGS-TP-CAM-0036,TP-Link Tapo C210,1,0,visible,TP-Link Tapo C210 - Smart Home Product,TP-Link Tapo C210 available at NGS Smart Home Store. Price: 140 SAR.,taxable,,1,10,2,1,0,,,,,1,140,,Cameras & Security,"smart-home, cameras-and-security, tp-link",https://via.placeholder.com/500x500.png?text=TP-Link-Tapo-C210,,TP-Link,100.0,28.6
simple,NGS-REO-CAM-0037,Reolink RLC-810A,1,0,visible,Reolink RLC-810A - Smart Home Product,Reolink RLC-810A available at NGS Smart Home Store. Price: 320 SAR.,taxable,,1,10,2,1,0,,,,,1,320,,Cameras & Security,"smart-home, cameras-and-security, reolink",https://via.placeholder.com/500x500.png?text=Reolink-RLC-810A,,Reolink,250.0,21.9
simple,NGS-RIN-CAM-0038,Ring Video Doorbell 4,1,0,visible,Ring Video Doorbell 4 - Smart Home Product,Ring Video Doorbell 4 available at NGS Smart Home Store. Price: 560 SAR.,taxable,,1,10,2,1,0,,,,,1,560,,Cameras & Security,"smart-home, cameras-and-security, ring",https://via.placeholder.com/500x500.png?text=Ring-Video-Doorbell-4,,Ring,450.0,19.6
simple,NGS-AQA-CAM-0039,Aqara Video Doorbell G4,1,0,visible,Aqara Video Doorbell G4 - Smart Home Product,Aqara Video Doorbell G4 available at NGS Smart Home Store. Price: 450 SAR.,taxable,,1,10,2,1,0,,,,,1,450,,Cameras & Security,"smart-home, cameras-and-security, aqara",https://via.placeholder.com/500x500.png?text=Aqara-Video-Doorbell-G4,,Aqara,350.0,22.2
simple,NGS-TP-NET-0040,TP-Link Deco X50 (3-pack),1,0,visible,TP-Link Deco X50 (3-pack) - Smart Home Product,TP-Link Deco X50 (3-pack) available at NGS Smart Home Store. Price: 790 SAR.,taxable,,1,10,2,1,0,,,,,1,790,,Network,"smart-home, network, tp-link",https://via.placeholder.com/500x500.png?text=TP-Link-Deco-X50--3-pack-,,TP-Link,650.0,17.7
simple,NGS-UBI-NET-0041,Ubiquiti U6 Lite,1,0,visible,Ubiquiti U6 Lite - Smart Home Product,Ubiquiti U6 Lite available at NGS Smart Home Store. Price: 420 SAR.,taxable,,1,10,2,1,0,,,,,1,420,,Network,"smart-home, network, ubiquiti",https://via.placeholder.com/500x500.png?text=Ubiquiti-U6-Lite,,Ubiquiti,350.0,16.7
simple,NGS-MIK-NET-0042,MikroTik hAP ax³,1,0,visible,MikroTik hAP ax³ - Smart Home Product,MikroTik hAP ax³ available at NGS Smart Home Store. Price: 370 SAR.,taxable,,1,10,2,1,0,,,,,1,370,,Network,"smart-home, network, mikrotik",https://via.placeholder.com/500x500.png?text=MikroTik-hAP-ax-,,MikroTik,290.0,21.6
simple,NGS-TP-NET-0043,TP-Link TL-SG108E,1,0,visible,TP-Link TL-SG108E - Smart Home Product,TP-Link TL-SG108E available at NGS Smart Home Store. Price: 120 SAR.,taxable,,1,10,2,1,0,,,,,1,120,,Network,"smart-home, network, tp-link",https://via.placeholder.com/500x500.png?text=TP-Link-TL-SG108E,,TP-Link,95.0,20.8
simple,NGS-SEN-CLI-0044,Sensibo Sky,1,0,visible,Sensibo Sky - Smart Home Product,Sensibo Sky available at NGS Smart Home Store. Price: 250 SAR.,taxable,,1,10,2,1,0,,,,,1,250,,Climate,"smart-home, climate, sensibo",https://via.placeholder.com/500x500.png?text=Sensibo-Sky,,Sensibo,195.0,22.0
simple,NGS-TAD-CLI-0045,Tado Smart AC Control V3+,1,0,visible,Tado Smart AC Control V3+ - Smart Home Product,Tado Smart AC Control V3+ available at NGS Smart Home Store. Price: 350 SAR.,taxable,,1,10,2,1,0,,,,,1,350,,Climate,"smart-home, climate, tado",https://via.placeholder.com/500x500.png?text=Tado-Smart-AC-Control-V3-,,Tado,280.0,20.0
simple,NGS-ECO-CLI-0046,Ecobee Smart Thermostat Premium,1,0,visible,Ecobee Smart Thermostat Premium - Smart Home Product,Ecobee Smart Thermostat Premium available at NGS Smart Home Store. Price: 840 SAR.,taxable,,1,10,2,1,0,,,,,1,840,,Climate,"smart-home, climate, ecobee",https://via.placeholder.com/500x500.png?text=Ecobee-Smart-Thermostat-P,,Ecobee,650.0,22.6
simple,NGS-EMP-ENE-0047,Emporia Vue 3,1,0,visible,Emporia Vue 3 - Smart Home Product,Emporia Vue 3 available at NGS Smart Home Store. Price: 560 SAR.,taxable,,1,10,2,1,0,,,,,1,560,,Energy,"smart-home, energy, emporia",https://via.placeholder.com/500x500.png?text=Emporia-Vue-3,,Emporia,450.0,19.6
simple,NGS-SHE-ENE-0048,Shelly Pro 3EM,1,0,visible,Shelly Pro 3EM - Smart Home Product,Shelly Pro 3EM available at NGS Smart Home Store. Price: 360 SAR.,taxable,,1,10,2,1,0,,,,,1,360,,Energy,"smart-home, energy, shelly",https://via.placeholder.com/500x500.png?text=Shelly-Pro-3EM,,Shelly,280.0,22.2
simple,NGS-ESP-DIY-0049,Espressif ESP32-WROOM-32,1,1,visible,Espressif ESP32-WROOM-32 - Smart Home Product,Espressif ESP32-WROOM-32 available at NGS Smart Home Store. Price: 50 SAR.,taxable,,1,10,2,1,0,,,,,1,50,,DIY,"smart-home, diy, espressif, ngs-exclusive",https://via.placeholder.com/500x500.png?text=Espressif-ESP32-WROOM-32,,Espressif,18.0,64.0
simple,NGS-ESP-DIY-0050,Espressif ESP32-S3-DevKitC,1,1,visible,Espressif ESP32-S3-DevKitC - Smart Home Product,Espressif ESP32-S3-DevKitC available at NGS Smart Home Store. Price: 50 SAR.,taxable,,1,10,2,1,0,,,,,1,50,,DIY,"smart-home, diy, espressif, ngs-exclusive",https://via.placeholder.com/500x500.png?text=Espressif-ESP32-S3-DevKit,,Espressif,22.0,56.0
simple,NGS-BOS-DIY-0051,Bosch BME280,1,1,visible,Bosch BME280 - Smart Home Product,Bosch BME280 available at NGS Smart Home Store. Price: 40 SAR.,taxable,,1,10,2,1,0,,,,,1,40,,DIY,"smart-home, diy, bosch, ngs-exclusive",https://via.placeholder.com/500x500.png?text=Bosch-BME280,,Bosch,12.0,70.0
simple,NGS-NGS-SER-0052,NGS HA Basic Setup,1,0,visible,NGS HA Basic Setup - Smart Home Product,NGS HA Basic Setup available at NGS Smart Home Store. Price: 70 SAR.,taxable,,1,999,2,1,0,,,,,1,70,,Services,"smart-home, services, ngs",https://via.placeholder.com/500x500.png?text=NGS-HA-Basic-Setup,,NGS,50.0,28.6
simple,NGS-NGS-SER-0053,NGS HA Advanced Setup,1,0,visible,NGS HA Advanced Setup - Smart Home Product,NGS HA Advanced Setup available at NGS Smart Home Store. Price: 140 SAR.,taxable,,1,999,2,1,0,,,,,1,140,,Services,"smart-home, services, ngs",https://via.placeholder.com/500x500.png?text=NGS-HA-Advanced-Setup,,NGS,100.0,28.6
simple,NGS-NGS-SER-0054,NGS Zigbee Network Setup,1,0,visible,NGS Zigbee Network Setup - Smart Home Product,NGS Zigbee Network Setup available at NGS Smart Home Store. Price: 80 SAR.,taxable,,1,999,2,1,0,,,,,1,80,,Services,"smart-home, services, ngs",https://via.placeholder.com/500x500.png?text=NGS-Zigbee-Network-Setup,,NGS,60.0,25.0
simple,NGS-NGS-SER-0055,NGS Monthly Support Plan,1,0,visible,NGS Monthly Support Plan - Smart Home Product,NGS Monthly Support Plan available at NGS Smart Home Store. Price: 70 SAR.,taxable,,1,999,2,1,0,,,,,1,70,,Services,"smart-home, services, ngs",https://via.placeholder.com/500x500.png?text=NGS-Monthly-Support-Plan,,NGS,50.0,28.6
simple,NGS-NGS-SER-0056,NGS Smart Home Design,1,0,visible,NGS Smart Home Design - Smart Home Product,NGS Smart Home Design available at NGS Smart Home Store. Price: 110 SAR.,taxable,,1,999,2,1,0,,,,,1,110,,Services,"smart-home, services, ngs",https://via.placeholder.com/500x500.png?text=NGS-Smart-Home-Design,,NGS,80.0,27.3
simple,NGS-NGS-SER-0057,NGS Remote Troubleshooting Session,1,0,visible,NGS Remote Troubleshooting Session - Smart Home Product,NGS Remote Troubleshooting Session available at NGS Smart Home Store. Price: 40 SAR.,taxable,,1,999,2,1,0,,,,,1,40,,Services,"smart-home, services, ngs",https://via.placeholder.com/500x500.png?text=NGS-Remote-Troubleshootin,,NGS,30.0,25.0
simple,NGS-UGR-NAS-0058,UGREEN NASync DXP2800,1,0,visible,UGREEN NASync DXP2800 - Smart Home Product,UGREEN NASync DXP2800 available at NGS Smart Home Store. Price: 840 SAR.,taxable,,1,10,2,1,0,,,,,1,840,,NAS & Storage,"smart-home, nas-and-storage, ugreen",https://via.placeholder.com/500x500.png?text=UGREEN-NASync-DXP2800,,UGREEN,680.0,19.0
simple,NGS-ORI-NAS-0059,ORICO 4-Bay USB3.0 DAS,1,1,visible,ORICO 4-Bay USB3.0 DAS - Smart Home Product,ORICO 4-Bay USB3.0 DAS available at NGS Smart Home Store. Price: 260 SAR.,taxable,,1,10,2,1,0,,,,,1,260,,NAS & Storage,"smart-home, nas-and-storage, orico",https://via.placeholder.com/500x500.png?text=ORICO-4-Bay-USB3-0-DAS,,ORICO,180.0,30.8
simple,NGS-AQA-SEN-0060,Aqara Vibration Sensor,1,1,visible,Aqara Vibration Sensor - Smart Home Product,Aqara Vibration Sensor available at NGS Smart Home Store. Price: 70 SAR.,taxable,,1,10,2,1,0,,,,,1,70,,Sensors,"smart-home, sensors, aqara",https://via.placeholder.com/500x500.png?text=Aqara-Vibration-Sensor,,Aqara,45.0,35.7
simple,NGS-AQA-SEN-0061,Aqara TVOC Air Quality Monitor,1,0,visible,Aqara TVOC Air Quality Monitor - Smart Home Product,Aqara TVOC Air Quality Monitor available at NGS Smart Home Store. Price: 200 SAR.,taxable,,1,10,2,1,0,,,,,1,200,,Sensors,"smart-home, sensors, aqara",https://via.placeholder.com/500x500.png?text=Aqara-TVOC-Air-Quality-Mo,,Aqara,150.0,25.0
simple,NGS-AQA-SEN-0062,Aqara Smoke Detector,1,1,visible,Aqara Smoke Detector - Smart Home Product,Aqara Smoke Detector available at NGS Smart Home Store. Price: 140 SAR.,taxable,,1,10,2,1,0,,,,,1,140,,Sensors,"smart-home, sensors, aqara",https://via.placeholder.com/500x500.png?text=Aqara-Smoke-Detector,,Aqara,95.0,32.1
simple,NGS-AQA-SEN-0063,Aqara Natural Gas Detector,1,0,visible,Aqara Natural Gas Detector - Smart Home Product,Aqara Natural Gas Detector available at NGS Smart Home Store. Price: 120 SAR.,taxable,,1,10,2,1,0,,,,,1,120,,Sensors,"smart-home, sensors, aqara",https://via.placeholder.com/500x500.png?text=Aqara-Natural-Gas-Detecto,,Aqara,85.0,29.2
simple,NGS-AQA-SWI-0064,Aqara Cube T1 Pro,1,0,visible,Aqara Cube T1 Pro - Smart Home Product,Aqara Cube T1 Pro available at NGS Smart Home Store. Price: 110 SAR.,taxable,,1,10,2,1,0,,,,,1,110,,Switches & Plugs,"smart-home, switches-and-plugs, aqara",https://via.placeholder.com/500x500.png?text=Aqara-Cube-T1-Pro,,Aqara,80.0,27.3
simple,NGS-AQA-SWI-0065,Aqara Wireless Mini Switch T1,1,0,visible,Aqara Wireless Mini Switch T1 - Smart Home Product,Aqara Wireless Mini Switch T1 available at NGS Smart Home Store. Price: 60 SAR.,taxable,,1,10,2,1,0,,,,,1,60,,Switches & Plugs,"smart-home, switches-and-plugs, aqara",https://via.placeholder.com/500x500.png?text=Aqara-Wireless-Mini-Switc,,Aqara,45.0,25.0
simple,NGS-AQA-SWI-0066,Aqara Curtain Controller,1,0,visible,Aqara Curtain Controller - Smart Home Product,Aqara Curtain Controller available at NGS Smart Home Store. Price: 370 SAR.,taxable,,1,10,2,1,0,,,,,1,370,,Switches & Plugs,"smart-home, switches-and-plugs, aqara",https://via.placeholder.com/500x500.png?text=Aqara-Curtain-Controller,,Aqara,280.0,24.3
simple,NGS-SON-SWI-0067,SONOFF ZBRL Roller Blind,1,1,visible,SONOFF ZBRL Roller Blind - Smart Home Product,SONOFF ZBRL Roller Blind available at NGS Smart Home Store. Price: 140 SAR.,taxable,,1,10,2,1,0,,,,,1,140,,Switches & Plugs,"smart-home, switches-and-plugs, sonoff",https://via.placeholder.com/500x500.png?text=SONOFF-ZBRL-Roller-Blind,,SONOFF,95.0,32.1
simple,NGS-AQA-LOC-0068,Aqara Smart Lock U100,1,0,visible,Aqara Smart Lock U100 - Smart Home Product,Aqara Smart Lock U100 available at NGS Smart Home Store. Price: 700 SAR.,taxable,,1,10,2,1,0,,,,,1,700,,Locks & Access,"smart-home, locks-and-access, aqara",https://via.placeholder.com/500x500.png?text=Aqara-Smart-Lock-U100,,Aqara,550.0,21.4
simple,NGS-YAL-LOC-0069,Yale Assure Lock 2,1,0,visible,Yale Assure Lock 2 - Smart Home Product,Yale Assure Lock 2 available at NGS Smart Home Store. Price: 840 SAR.,taxable,,1,10,2,1,0,,,,,1,840,,Locks & Access,"smart-home, locks-and-access, yale",https://via.placeholder.com/500x500.png?text=Yale-Assure-Lock-2,,Yale,680.0,19.0
simple,NGS-ORB-OUT-0070,Orbit B-Hyve Smart Timer,1,0,visible,Orbit B-Hyve Smart Timer - Smart Home Product,Orbit B-Hyve Smart Timer available at NGS Smart Home Store. Price: 320 SAR.,taxable,,1,10,2,1,0,,,,,1,320,,Outdoor,"smart-home, outdoor, orbit",https://via.placeholder.com/500x500.png?text=Orbit-B-Hyve-Smart-Timer,,Orbit,250.0,21.9
