sku,name,category,price_sar,status,store_url,brand,brand_url,trend_keyword,trend_avg,trend_peak,trend_latest,trend_direction,last_checked
GM-STR-ELG-001,Elgato Stream Deck MK.2,Gaming,949,publish,https://neogen.store/product/elgato-stream-deck-mk-2/,Elgato,,Elgato Stream Deck MK.2,,,,,
GM-CAP-AVR-001,AVerMedia Live Gamer Ultra S,Gaming,1049,publish,https://neogen.store/product/avermedia-live-gamer-ultra-s/,AVerMedia,,AVerMedia Live Gamer Ultra,,,,,
GM-CAP-ELG-001,Elgato HD60 X Capture Card,Gaming,1099,publish,https://neogen.store/product/elgato-hd60-x-capture-card/,Elgato,,Elgato HD60 X Capture,,,,,
GM-CTR-SON-001,Sony DualSense Edge Controller,Gaming,1349,publish,https://neogen.store/product/sony-dualsense-edge-controller/,Sony,,Sony DualSense Edge Controller,,,,,
GM-CTR-MSF-001,Xbox Elite Controller Series 2 Core,Gaming,1149,publish,https://neogen.store/product/xbox-elite-controller-series-2-core/,Xbox,https://xbox.com,Xbox Elite Controller Series,,,,,
GM-RGB-GOV-001,Govee DreamView G1 Pro Gaming Light,Gaming,749,publish,https://neogen.store/product/govee-dreamview-g1-pro-gaming-light/,Govee,,Govee DreamView G1 Pro,,,,,
GM-RGB-COR-001,Corsair iCUE LC100 Lighting Panels,Gaming,549,publish,https://neogen.store/product/corsair-icue-lc100-lighting-panels/,Corsair,https://corsair.com,Corsair iCUE LC100 Lighting,,,,,
GM-CHR-RAZ-001,Razer Iskur V2 NewGen,Gaming,3199,publish,https://neogen.store/product/razer-iskur-v2-newgen/,Razer,,Razer Iskur V2 NewGen,,,,,
GM-CHR-SEC-001,Secretlab Titan Evo,Gaming,3499,publish,https://neogen.store/product/secretlab-titan-evo/,Secretlab,,Secretlab Titan Evo,,,,,
GM-HST-RAZ-001,Razer BlackShark V2 Pro 2023,Gaming,999,publish,https://neogen.store/product/razer-blackshark-v2-pro-2023/,Razer,,Razer BlackShark V2 Pro,,,,,
GM-HST-STS-001,SteelSeries Arctis Nova 7 Wireless,Gaming,1149,publish,https://neogen.store/product/steelseries-arctis-nova-7-wireless/,SteelSeries,,SteelSeries Arctis Nova 7,,,,,
GM-HST-HPX-001,HyperX Cloud Alpha Wireless (300hr),Gaming,1199,publish,https://neogen.store/product/hyperx-cloud-alpha-wireless-300hr/,HyperX,,HyperX Cloud Alpha Wireless,,,,,
GM-MOU-RAZ-002,Razer Viper V3 Pro (54g Wireless),Gaming,1049,publish,https://neogen.store/product/razer-viper-v3-pro-54g-wireless/,Razer,,Razer Viper V3 Pro,,,,,
GM-MOU-LOG-001,Logitech G Pro X Superlight 2 DEX,Gaming,1099,publish,https://neogen.store/product/logitech-g-pro-x-superlight-2-dex/,Logitech,https://logitech.com,Logitech G Pro X,,,,,
GM-MOU-RAZ-001,Razer DeathAdder V4 Pro (57g Wireless),Gaming,1149,publish,https://neogen.store/product/razer-deathadder-v4-pro-57g-wireless/,Razer,,Razer DeathAdder V4 Pro,,,,,
GM-KBD-KEY-001,Keychron K10 HE (Arabic Layout),Gaming,999,publish,https://neogen.store/product/keychron-k10-he-arabic-layout/,Keychron,,Keychron K10 HE,,,,,
GM-KBD-LOG-001,Logitech G Pro X TKL LIGHTSPEED,Gaming,1199,publish,https://neogen.store/product/logitech-g-pro-x-tkl-lightspeed/,Logitech,https://logitech.com,Logitech G Pro X,,,,,
GM-KBD-COR-001,Corsair K70 MAX RGB,Gaming,1299,publish,https://neogen.store/product/corsair-k70-max-rgb/,Corsair,https://corsair.com,Corsair K70 MAX RGB,,,,,
GM-KBD-RAZ-001,Razer Huntsman V3 Pro TKL,Gaming,1349,publish,https://neogen.store/product/razer-huntsman-v3-pro-tkl/,Razer,,Razer Huntsman V3 Pro,,,,,
GM-MON-DEL-001,"Dell Alienware AW2725DF (27"" QD-OLED 360Hz)",Gaming,5599,publish,https://neogen.store/product/dell-alienware-aw2725df-27-qd-oled-360hz/,Dell,,Dell Alienware AW2725DF,,,,,
GM-MON-LGE-001,"LG UltraGear OLED 27GR95QE-B (27"" QHD 240Hz)",Gaming,4899,publish,https://neogen.store/product/lg-ultragear-oled-27gr95qe-b-27-qhd-240hz/,LG,,LG UltraGear OLED 27GR95QE-B,,,,,
GM-MON-SAM-002,"Samsung Odyssey G7 G70D (32"" 4K 144Hz)",Gaming,3499,publish,https://neogen.store/product/samsung-odyssey-g7-g70d-32-4k-144hz/,Samsung,https://samsung.com,Samsung Odyssey G7 G70D,,,,,
GM-MON-SAM-001,"Samsung Odyssey OLED G8 (34"" UWQHD 175Hz)",Gaming,7799,publish,https://neogen.store/product/samsung-odyssey-oled-g8-34-uwqhd-175hz/,Samsung,https://samsung.com,Samsung Odyssey OLED G8,,,,,
GM-MON-ASU-001,"ASUS ROG Swift OLED PG27AQDM (27"" QHD 240Hz)",Gaming,5399,publish,https://neogen.store/product/asus-rog-swift-oled-pg27aqdm-27-qhd-240hz/,ASUS,https://asus.com,ASUS ROG Swift OLED,,,,,
NG-GAM-012,Elgato Wave:3 - Premium USB Condenser Microphone for Streaming,Gaming,1149,publish,https://neogen.store/product/elgato-wave3-premium-usb-condenser-microphone-for-streaming/,Elgato,,Elgato Wave:3 - Premium,,,,,
NG-GAM-011,SteelSeries QcK Heavy XXL - Extra-Large Gaming Mouse Pad,Gaming,289,publish,https://neogen.store/product/steelseries-qck-heavy-xxl-extra-large-gaming-mouse-pad/,SteelSeries,,SteelSeries QcK Heavy XXL,,,,,
NG-GAM-010,BenQ Zowie XL2546K - 240Hz Esports Gaming Monitor,Gaming,2999,publish,https://neogen.store/product/benq-zowie-xl2546k-240hz-esports-gaming-monitor/,BenQ,,BenQ Zowie XL2546K -,,,,,
NG-GAM-009,Corsair K70 RGB Pro - Legendary Mechanical Gaming Keyboard,Gaming,999,publish,https://neogen.store/product/corsair-k70-rgb-pro-legendary-mechanical-gaming-keyboard/,Corsair,https://corsair.com,Corsair K70 RGB Pro,,,,,
NG-GAM-008,Razer Basilisk V3 X HyperSpeed - Versatile Wireless Gaming Mouse,Gaming,649,publish,https://neogen.store/product/razer-basilisk-v3-x-hyperspeed-versatile-wireless-gaming-mouse/,Razer,,Razer Basilisk V3 X,,,,,
NG-GAM-007,8BitDo Arcade Stick - Authentic Arcade Experience at Home,Gaming,799,publish,https://neogen.store/product/8bitdo-arcade-stick-authentic-arcade-experience-at-home/,8BitDo,,8BitDo Arcade Stick -,,,,,
NG-GAM-006,SteelSeries Arctis Nova 7 - Multi-Platform Wireless Gaming Headset,Gaming,1199,publish,https://neogen.store/product/steelseries-arctis-nova-7-multi-platform-wireless-gaming-headset/,SteelSeries,,SteelSeries Arctis Nova 7,,,,,
NG-GAM-005,Elgato HD60 X - External Capture Card for Streaming and Recording,Gaming,1249,publish,https://neogen.store/product/elgato-hd60-x-external-capture-card-for-streaming-and-recording/,Elgato,,Elgato HD60 X -,,,,,
NG-GAM-004,Razer BlackWidow V4 75% - Compact Mechanical Gaming Keyboard,Gaming,1199,publish,https://neogen.store/product/razer-blackwidow-v4-75-compact-mechanical-gaming-keyboard/,Razer,,Razer BlackWidow V4 75%,,,,,
NG-GAM-003,HyperX Cloud III Wireless - Premium Wireless Gaming Headset,Gaming,999,publish,https://neogen.store/product/hyperx-cloud-iii-wireless-premium-wireless-gaming-headset/,HyperX,,HyperX Cloud III Wireless,,,,,
NG-GAM-002,Razer DeathAdder V3 HyperSpeed - Ultra-Light Wireless Gaming Mouse,Gaming,849,publish,https://neogen.store/product/razer-deathadder-v3-hyperspeed-ultra-light-wireless-gaming-mouse/,Razer,,Razer DeathAdder V3 HyperSpeed,,,,,
NG-GAM-001,8BitDo Ultimate C Bluetooth Controller - Multi-Platform Gaming,Gaming,309,publish,https://neogen.store/product/8bitdo-ultimate-c-bluetooth-controller-multi-platform-gaming/,8BitDo,,8BitDo Ultimate C Bluetooth,,,,,
GC-AZN-PRIME,Amazon Prime | أمازون برايم,Gift Cards&Software Keys,19,publish,https://neogen.store/product/amazon-prime/,Amazon,,Amazon Prime | أمازون,,,,,
GC-YT-PREM,YouTube Premium | يوتيوب بريميوم,Gift Cards&Software Keys,29,publish,https://neogen.store/product/youtube-premium/,YouTube,,YouTube Premium | يوتيوب,,,,,
GC-SW-ACC1,Adobe Creative Cloud 1 Year | أدوبي كرييتف كلاود,Gift Cards&Software Keys,229,publish,https://neogen.store/product/adobe-creative-cloud-1-year-%d8%a3%d8%af%d9%88%d8%a8%d9%8a-%d9%83%d8%b1%d9%8a%d9%8a%d8%aa%d9%81-%d9%83%d9%84%d8%a7%d9%88%d8%af/,Adobe,,Adobe Creative Cloud 1,,,,,
GC-SW-KTS1,Kaspersky Total Security 1 Year | كاسبرسكي,Gift Cards&Software Keys,229,publish,https://neogen.store/product/kaspersky-total-security-1-year-%d9%83%d8%a7%d8%b3%d8%a8%d8%b1%d8%b3%d9%83%d9%8a/,Kaspersky,,Kaspersky Total Security 1,,,,,
GC-APL-100,Apple Gift Card $100 | بطاقة آبل,Gift Cards&Software Keys,109,publish,https://neogen.store/product/apple-gift-card-100-%d8%a8%d8%b7%d8%a7%d9%82%d8%a9-%d8%a2%d8%a8%d9%84/,Apple,https://apple.com,Apple Gift Card $100,,,,,
GC-GP-50,Google Play $50 Gift Card | بطاقة قوقل بلاي,Gift Cards&Software Keys,45,publish,https://neogen.store/product/google-play-50-gift-card-%d8%a8%d8%b7%d8%a7%d9%82%d8%a9-%d9%82%d9%88%d9%82%d9%84-%d8%a8%d9%84%d8%a7%d9%8a/,Google,https://google.com,Google Play $50 Gift,,,,,
GC-XBX-GPU3,Xbox Game Pass Ultimate 3 Months | قيم باس,Gift Cards&Software Keys,75,publish,https://neogen.store/product/xbox-game-pass-ultimate-3-months-%d9%82%d9%8a%d9%85-%d8%a8%d8%a7%d8%b3/,Xbox,https://xbox.com,Xbox Game Pass Ultimate,,,,,
GC-STM-50,Steam Wallet $50 Gift Card | بطاقة ستيم,Gift Cards&Software Keys,45,publish,https://neogen.store/product/steam-wallet-50-gift-card-%d8%a8%d8%b7%d8%a7%d9%82%d8%a9-%d8%b3%d8%aa%d9%8a%d9%85/,Steam,,Steam Wallet $50 Gift,,,,,
GC-PSN-50,PlayStation Store $50 Gift Card | بطاقة بلايستيشن,Gift Cards&Software Keys,45,publish,https://neogen.store/product/playstation-store-50-gift-card-%d8%a8%d8%b7%d8%a7%d9%82%d8%a9-%d8%a8%d9%84%d8%a7%d9%8a%d8%b3%d8%aa%d9%8a%d8%b4%d9%86/,PlayStation,https://playstation.com,PlayStation Store $50 Gift,,,,,
GC-SW-OFF24,Microsoft Office 2024 Pro Plus | أوفيس 2024 برو,Gift Cards&Software Keys,569,publish,https://neogen.store/product/microsoft-office-2024-pro-plus-%d8%a3%d9%88%d9%81%d9%8a%d8%b3-2024-%d8%a8%d8%b1%d9%88/,Microsoft,,Microsoft Office 2024 Pro,,,,,
GC-SW-WIN11,Windows 11 Pro License Key | مفتاح ويندوز 11 برو,Gift Cards&Software Keys,199,publish,https://neogen.store/product/windows-11-pro-license-key-%d9%85%d9%81%d8%aa%d8%a7%d8%ad-%d9%88%d9%8a%d9%86%d8%af%d9%88%d8%b2-11-%d8%a8%d8%b1%d9%88/,Windows,,Windows 11 Pro License,,,,,
GM-CMP-NZX-001,NZXT H9 Elite Mid-Tower ATX Case,Hardware,1349,publish,https://neogen.store/product/nzxt-h9-elite-mid-tower-atx-case/,NZXT,https://nzxt.com,NZXT H9 Elite Mid-Tower,,,,,
GM-CMP-COR-001,Corsair iCUE H150i RGB Elite (360mm AIO),Hardware,1149,publish,https://neogen.store/product/corsair-icue-h150i-rgb-elite-360mm-aio/,Corsair,https://corsair.com,Corsair iCUE H150i RGB,,,,,
GM-GPU-GIG-001,Gigabyte AORUS RTX 5090 Master 32GB,Hardware,27999,publish,https://neogen.store/product/gigabyte-aorus-rtx-5090-master-32gb/,Gigabyte,https://gigabyte.com,Gigabyte AORUS RTX 5090,,,,,
GM-GPU-NVD-002,NVIDIA RTX 5080 Founders Edition (16GB),Hardware,6499,publish,https://neogen.store/product/nvidia-rtx-5080-founders-edition-16gb/,NVIDIA,https://nvidia.com,NVIDIA RTX 5080 Founders,,,,,
GM-GPU-NVD-001,NVIDIA RTX 5090 Founders Edition (32GB),Hardware,22999,publish,https://neogen.store/product/nvidia-rtx-5090-founders-edition-32gb/,NVIDIA,https://nvidia.com,NVIDIA RTX 5090 Founders,,,,,
NG-ACC-010,WD Red Plus 8TB NAS Hard Drive - Built for Always-On NAS Systems,Hardware,1449,publish,https://neogen.store/product/wd-red-plus-8tb-nas-hard-drive-built-for-always-on-nas-systems/,WD,https://westerndigital.com,WD Red Plus NAS,,,,,
NG-ACC-006,"Samsung T7 Shield 2TB Portable SSD - Rugged, Fast, and Secure",Hardware,1299,publish,https://neogen.store/product/samsung-t7-shield-2tb-portable-ssd-rugged-fast-and-secure/,Samsung,https://samsung.com,Samsung T7 Shield Portable,,,,,
NG-MKR-009,ESP32-S3 DevKit 10-Pack - Wi-Fi + Bluetooth 5 Microcontroller for Smart Projects,Hardware,699,publish,https://neogen.store/product/esp32-s3-devkit-10-pack-wi-fi-bluetooth-5-microcontroller-for-smart-projects/,ESP32-S3,,ESP32-S3 DevKit 10-Pack -,,,,,
NG-MKR-006,Arduino Mega 2560 Rev3 - The Ultimate Microcontroller Board for Advanced Projects,Hardware,549,publish,https://neogen.store/product/arduino-mega-2560-rev3-the-ultimate-microcontroller-board-for-advanced-projects/,Arduino,,Arduino Mega 2560 Rev3,,,,,
NG-ACC-004,Seagate IronWolf 18TB NAS Internal Hard Drive - Built for 24/7 Performance,Hardware,2699,publish,https://neogen.store/product/seagate-ironwolf-18tb-nas-internal-hard-drive-built-for-24-7-performance/,Seagate,https://seagate.com,Seagate IronWolf NAS Internal,,,,,
NG-MKR-002,Raspberry Pi 5 Ultimate Starter Kit - Everything You Need in One Box,Hardware,1149,publish,https://neogen.store/product/raspberry-pi-5-ultimate-starter-kit-everything-you-need-in-one-box/,Raspberry,https://raspberrypi.com,Raspberry Pi 5 Ultimate,,,,,
NG-MKR-001,Raspberry Pi 5 8GB - The New Standard in Single Board Computing,Hardware,899,publish,https://neogen.store/product/raspberry-pi-5-8gb-the-new-standard-in-single-board-computing/,Raspberry,https://raspberrypi.com,Raspberry Pi 5 -,,,,,
NT-MPC-DEL-001,Dell OptiPlex 7070 Micro (Refurb),Homelab,1549,publish,https://neogen.store/product/dell-optiplex-7070-micro-refurb/,Dell,,Dell OptiPlex 7070 Micro,,,,,
NT-MPC-BLK-002,Beelink EQ12 (Intel N100),Homelab,999,publish,https://neogen.store/product/beelink-eq12-intel-n100/,Intel,https://intel.com,Beelink EQ12,,,,,
NT-MPC-BLK-001,Beelink SER7 (Ryzen 7 7735HS),Homelab,2399,publish,https://neogen.store/product/beelink-ser7-ryzen-7-7735hs/,Beelink,,Beelink SER7,,,,,
NT-MPC-MNF-001,MinisForum MS-01 (Homelab Server),Homelab,3999,publish,https://neogen.store/product/minisforum-ms-01-homelab-server/,MinisForum,,MinisForum MS-01,,,,,
NT-KVM-ATN-001,ATEN CS1924M 4-Port DP KVM,Homelab,2399,publish,https://neogen.store/product/aten-cs1924m-4-port-dp-kvm/,ATEN,,ATEN CS1924M 4-Port DP,,,,,
NT-KVM-TES-001,TESmart HKS0401A1U 4-Port HDMI KVM,Homelab,599,publish,https://neogen.store/product/tesmart-hks0401a1u-4-port-hdmi-kvm/,TESmart,,TESmart HKS0401A1U 4-Port HDMI,,,,,
NT-FWL-FTN-001,Fortinet FortiGate 60F,Homelab,5499,publish,https://neogen.store/product/fortinet-fortigate-60f/,Fortinet,,Fortinet FortiGate 60F,,,,,
NT-FWL-NGT-002,Netgate 2100 MAX pfSense+ Gateway,Homelab,2499,publish,https://neogen.store/product/netgate-2100-max-pfsense-gateway/,Netgate,,Netgate 2100 MAX pfSense+,,,,,
NT-FWL-NGT-001,Netgate 4200 MAX pfSense+ Gateway,Homelab,3399,publish,https://neogen.store/product/netgate-4200-max-pfsense-gateway/,Netgate,,Netgate 4200 MAX pfSense+,,,,,
NT-SRV-NVP-001,NavePoint 1U Cantilever Rack Shelf,Homelab,249,publish,https://neogen.store/product/navepoint-1u-cantilever-rack-shelf/,NavePoint,,NavePoint 1U Cantilever Rack,,,,,
NT-SRV-CBM-001,Cable Matters 24-Port Cat6 Patch Panel (1U),Homelab,239,publish,https://neogen.store/product/cable-matters-24-port-cat6-patch-panel-1u/,Cable,,Cable Matters 24-Port Cat6,,,,,
NT-SRV-STC-001,StarTech RK12WALLOA 12U Wall-Mount Rack,Homelab,1399,publish,https://neogen.store/product/startech-rk12walloa-12u-wall-mount-rack/,StarTech,,StarTech RK12WALLOA 12U Wall-Mount,,,,,
NT-UPS-APC-002,APC Back-UPS Pro BX1500M (Tower),Homelab,1599,publish,https://neogen.store/product/apc-back-ups-pro-bx1500m-tower/,APC,,APC Back-UPS Pro BX1500M,,,,,
NT-UPS-CYB-001,CyberPower OR1500LCDRM1U (1500VA 1U),Homelab,2099,publish,https://neogen.store/product/cyberpower-or1500lcdrm1u-1500va-1u/,CyberPower,,CyberPower OR1500LCDRM1U,,,,,
