ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Brands,Blocksy Custom Data,Blocksy Variation Images,Meta: _ng_original_post_title,Meta: _ng_ar_title,Meta: _ng_ar_description_pre_n8n,Meta: _ng_ar_description,Meta: _ng_ar_description_source,Meta: _ng_ar_description_at,Meta: _ng_ar_title_source,Meta: _ng_amazon_sa_ref_price,Meta: _ng_amazon_sa_ref_url,Meta: _ng_amazon_sa_ref_at,Meta: _ng_amazon_sa_ref_confidence,Meta: _ng_pre_reprice_regular_price,Meta: _ng_pre_reprice_sale_price,Meta: _ng_pre_reprice_at,Meta: _last_change_time,Meta: _ng_ar_title_pre_n8n,Meta: _ng_ar_title_at,Meta: _ng_gift_card_region,Meta: _ng_gift_card_brand,Meta: _ng_gift_card_denom,Meta: _ng_gift_card_seed_version,Meta: _ng_pricing_status,Meta: _ng_seed_origin,Dimension Confidence,Dimension Notes,Amazon SA Reference Price (SAR),Amazon Reference Date,Price vs Amazon (SAR),Price vs Amazon (%),Pricing Status
124,simple,SH-BLD-SWBT-001,,SwitchBot Curtain 3,1,0,visible,SwitchBot Curtain 3 - Available at NeoGen Store,,,,taxable,,1,,,0,0,0.5,22,8,6,1,,0,649,Smart Home & IoT | أتمتة المنزل الذكي,"smart curtain, smart home, ستائر ذكية, منزل ذكي",,https://neogen.store/wp-content/uploads/SH-BLD-SWBT-001-1.jpg,,,,,,,,,0,,,,,سويتشBot Curtain 3,,"<p>تتميز سماعة SwitchBot Curtain 3 بسهولة التشغيل والتحكم عن بعد في الأقفال الكهربائية للنوافذ.</p>

    <h2><strong>لماذا هذا المنتج؟</strong></h2>
    <ul style=""direction: rtl;"">
        <li>إمكانية التحكم عن بعد عبر تطبيق الهاتف الذكي.</li>
        <li>دعم لروبوتات الاستجابة الذكية مثل Amazon Alexa و Google Assistant.</li>
        <li>تصميم أنيق ومدمج يتناسب مع مختلف أنواع الأقفال الكهربائية.</li>
        <li>متانة عالية وتوفير الطاقة.</li>
    </ul>

    <h2><strong>المواصفات التقنية:</strong></h2>
    <table border=""1"" style=""direction: rtl;"">
        <tr>
            <th>الخاصية</th>
            <th>التفاصيل</th>
        </tr>
        <tr>
            <td>موديل المنتج</td>
            <td>Curtain 3</td>
        </tr>
        <tr>
            <td>تقنية الاتصال</td>
            <td>Zigbee, Bluetooth</td>
        </tr>
        <tr>
            <td>التحكم عن بعد</td>
            <td>نعم</td>
        </tr>
        <tr>
            <td>دعم الروبوتات الذكية</td>
            <td>Amazon Alexa, Google Assistant</td>
        </tr>
    </table>",ollama-qwen2.5:7b-bulk-full,2026-04-30T16:30:24+03:00,auto-generated,,,,,,,,,,,,,,,,,high,SwitchBot Curtain 3,,,,,
125,simple,SH-VDB-EUFY-001,,Eufy Video Doorbell E340 (Dual Camera),1,0,visible,Eufy Video Doorbell E340 (Dual Camera) - Available at NeoGen Store,,,,taxable,,1,,,0,0,1.2,28,22,12,1,,0,999,Smart Home & IoT | أتمتة المنزل الذكي,"camera, doorbell, security, smart home, أمن ومراقبة, جرس باب, كاميرا, منزل ذكي",,https://neogen.store/wp-content/uploads/SH-VDB-EUFY-001-1.jpg,,,,,,,,,0,,,,,يوفي Video جرس باب E340 (Dual كاميرا),,"<!-- فقرة افتتاحية واحدة -->
    <p>إنه الحل الأمثل لحماية منزلك، مع الكاميرا المزدوجة والذكاء الصناعي.</p>

    <!-- قسم ""لماذا هذا المنتج؟"" -->
    <strong>لماذا هذا المنتج؟</strong>
    <ul>
        <li>كاميرا مزدوجة تلتقط صورًا ومقاطع فيديو عالية الدقة.</li>
        <li>ذكاء صناعي متقدم يتيح لك التعرف على الأشخاص والحيوانات.</li>
        <li>دعم للإنترنت اللاسلكي عبر شبكات Wi-Fi 2.4GHz و5GHz.</li>
        <li>ماسح ضوئي لبصمات الأصابع لضمان الأمان.</li>
    </ul>

    <!-- قسم ""المواصفات التقنية:"" -->
    <strong>المواصفات التقنية:</strong>
    <table border=""1"">
        <tr>
            <th>الخاصية</th>
            <th>التفاصيل</th>
        </tr>
        <tr>
            <td>عدد الكاميرات</td>
            <td>2 كاميرا</td>
        </tr>
        <tr>
            <td>دقة الصورة</td>
            <td>1080p Full HD</td>
        </tr>
        <tr>
            <td>التعرف على الأشخاص</td>
            <td>نعم</td>
        </tr>
        <tr>
            <td>ماسح ضوئي لبصمات الأصابع</td>
            <td>نعم</td>
        </tr>
        <tr>
            <td>شبكة Wi-Fi</td>
            <td>2.4GHz و5GHz</td>
        </tr>
    </table>",ollama-qwen2.5:7b-bulk-full,2026-04-30T16:30:08+03:00,auto-generated,,,,,,,,,,,,,,,,,high,Eufy E340 dual-cam doorbell,,,,,
126,simple,SH-VDB-RING-001,,Ring Battery Doorbell Plus,1,0,visible,Ring Battery Doorbell Plus - Available at NeoGen Store,,,,taxable,,1,,,0,0,0.6,22,16,10,1,,,999,Smart Home & IoT | أتمتة المنزل الذكي,"camera, doorbell, security, smart home, أمن ومراقبة, جرس باب, كاميرا, منزل ذكي",,https://neogen.store/wp-content/uploads/SH-VDB-RING-001-1.jpg,,,,,,,,,0,,,,,Ring Battery جرس باب Plus,,"<p>هذا البابلير الكهربائي من Ring هو الحل الأمثل لحماية منزلك وتحسين تجربة الاستقبال.</p>

    <h2><strong>لماذا هذا المنتج؟</strong></h2>
    <ul style=""list-style-type: disc; margin-left: 30px;"">
        <li>يوفر كاميرا عالية الدقة مع تقنية AI للكشف عن الحركة والتعرف على الأشخاص.</li>
        <li>يمكنه العمل بطارية ليثيوم أيون لمدة تصل إلى عام، مما يوفر استهلاك الطاقة ويضمن الاستمرارية.</li>
        <li>يتميز بتصميم مدمج وخفيف الوزن يجعله سهل التركيب والتشغيل.</li>
        <li>يوفر إشعارات صوتية وصوتية مباشرة على هاتفك الذكي عند حدوث حركة.</li>
    </ul>

    <h2><strong>المواصفات التقنية:</strong></h2>
    <table border=""1"" style=""width: 100%; text-align: center;"">
        <tr>
            <th>الخاصية</th>
            <th>التفاصيل</th>
        </tr>
        <tr>
            <td>نوع الكاميرا</td>
            <td>48MP</td>
        </tr>
        <tr>
            <td>تقنية التعرف على الحركة</td>
            <td>AI</td>
        </tr>
        <tr>
            <td>مدة البطارية</td>
            <td>12 شهراً</td>
        </tr>
        <tr>
            <td>نوع البطارية</td>
            <td>Lithium-Ion Battery</td>
        </tr>
        <tr>
            <td>الحجم</td>
            <td>7.5 x 12.8 x 3.4 سم</td>
        </tr>
    </table>",ollama-qwen2.5:7b-bulk-full,2026-04-30T16:29:49+03:00,auto-generated,,,,,,,,,,,,,,,,,high,Ring Battery Doorbell Plus,,,,,
127,simple,SH-CAM-RELK-001,,Reolink Argus 4 Pro (4K),1,0,visible,Reolink Argus 4 Pro (4K) - Available at NeoGen Store,,,,taxable,,1,,,0,0,0.6,22,16,12,1,,899,1039,Smart Home & IoT | أتمتة المنزل الذكي,"4K, camera, security, wireless, أمن ومراقبة, دقة 4K, كاميرا, لاسلكي",,https://neogen.store/wp-content/uploads/SH-CAM-RELK-001-1.jpg,,,,,,,,,0,,,,,ريولينك أرگوس 4 برو (4K),,"<p>تتميز كاميرا Reolink Argus 4 Pro بجودة الفيديو الـ4K وتقنيات الذكاء الصناعي المتقدمة.</p>

    <h2><strong>لماذا هذا المنتج؟</strong></h2>
    <ul style=""list-style-type: disc;"">
        <li>دقة فيديو 4K لصور واضحة ودقيقة.</li>
        <li>تقنيات الذكاء الصناعي تتيح لك التحكم عن بعد بسهولة.</li>
        <li>دعم الواي فاي 5GHz يضمن سرعة متصلة عالية.</li>
        <li>ماسح ضوئي لليدين ووجه لضمان الدخول الآمن.</li>
    </ul>

    <h2><strong>المواصفات التقنية:</strong></h2>
    <table border=""1"" cellspacing=""0"" cellpadding=""5"">
        <tr>
            <th>الخاصية</th>
            <th>التفاصيل</th>
        </tr>
        <tr>
            <td>دقة الفيديو</td>
            <td>4K UHD</td>
        </tr>
        <tr>
            <td>تقنية الكاميرا</td>
            <td>星光级传感器 (Starlight Sensor)</td>
        </tr>
        <tr>
            <td>سرعة معالج</td>
            <td>1.8 GHz</td>
        </tr>
        <tr>
            <td>ذاكرة الوصول العشوائي (RAM)</td>
            <td>2 GB</td>
        </tr>
        <tr>
            <td>ذاكرة التخزين الداخلية</td>
            <td>16 GB</td>
        </tr>
        <tr>
            <td>تقنية الواي فاي</td>
            <td>5 GHz</td>
        </tr>
        <tr>
            <td>تقنيات الأمان</td>
            <td>ماسح ضوئي لليدين ووجه</td>
        </tr>
    </table>",ollama-qwen2.5:7b-bulk-full,2026-04-30T16:29:30+03:00,ollama-qwen2.5:7b-bulk,,,,,,,,,,2026-04-30T16:57:50+03:00,,,,,,,high,Reolink Argus 4 Pro 4K,,,,,
128,simple,SH-CAM-EUFY-001,,Eufy eufyCam 3 (4K + HomeBase 3 Kit),1,0,visible,Eufy eufyCam 3 (4K + HomeBase 3 Kit) - Available at NeoGen Store,,,,taxable,,1,,,0,0,3.5,35,28,18,1,,0,1649,Smart Home & IoT | أتمتة المنزل الذكي,"4K, camera, security, smart home, أمن ومراقبة, دقة 4K, كاميرا, منزل ذكي",,https://neogen.store/wp-content/uploads/SH-CAM-EUFY-001-1.jpg,,,,,,,,,0,,,,,يوفي يوفيCam 3 (4K + HomeBase 3 Kit),,"<p>تتميز كاميرا Eufy Cam 3 وملحقاتها بجودة الصورة الاحترافية والحماية الذكية للمنزل.</p>

    <h2><strong>لماذا هذا المنتج؟</strong></h2>
    <ul style=""list-style-type: disc;"">
        <li>دعم الفيديو في جودة 4K لتفاصيل واضحة ودقيقة.</li>
        <li>نظام HomeBase 3 يوفر اتصالاً مستقرًا وموثوقًا.</li>
        <li>استشعار الحركة الذكي مع تحديد الأشخاص والحيوانات.</li>
        <li>مرونة التحكم عن بعد عبر تطبيق الهاتف المحمول.</li>
    </ul>

    <h2><strong>المواصفات التقنية:</strong></h2>
    <table border=""1"" style=""width: 100%;"">
        <tr>
            <th>الخاصية</th>
            <th>التفاصيل</th>
        </tr>
        <tr>
            <td>نوع الكاميرا</td>
            <td>كاميرا داخلية وخارجية</td>
        </tr>
        <tr>
            <td>جودة الفيديو</td>
            <td>4K UHD</td>
        </tr>
        <tr>
            <td>دقة الكاميرا الداخلية</td>
            <td>2000万像素</td>
        </tr>
        <tr>
            <td>دقة الكاميرا الخارجية</td>
            <td>1300万像素</td>
        </tr>
        <tr>
            <td>نظام HomeBase 3</td>
            <td>نعم</td>
        </tr>
    </table>",ollama-qwen2.5:7b-bulk-full,2026-04-30T16:29:10+03:00,auto-generated,,,,,,,,,,,,,,,,,high,eufyCam 3 + HomeBase 3 Kit (4-cam),,,,,
129,simple,SH-CAM-ARLO-001,,Arlo Pro 5 2K Spotlight Camera,1,0,visible,Arlo Pro 5 2K Spotlight Camera - Available at NeoGen Store,,,,taxable,,1,,,0,0,0.5,20,14,10,1,,0,1549,Smart Home & IoT | أتمتة المنزل الذكي,"camera, security, smart home, wireless, أمن ومراقبة, كاميرا, لاسلكي, منزل ذكي",,https://neogen.store/wp-content/uploads/SH-CAM-ARLO-001-1.jpg,,,,,,,,,0,,,,,Arlo Pro 5 2K Spotlight كاميرا,,"<!-- فقرة افتتاحية واحدة -->
    <p>تتميز كاميرا Arlo Pro 5 2K Spotlight بجودة الصورة الفائقة وتقنيات الأمان المتقدمة.</p>

    <!-- قسم ""لماذا هذا المنتج؟"" -->
    <strong>لماذا هذا المنتج؟</strong>
    <ul>
        <li>دقة صورة 2 كيلو بكسل تضمن رؤية واضحة في جميع الظروف.</li>
        <li>تقنية Night Vision تعمل حتى بعد الغروب لضمان الرؤية الليلية الواضحة.</li>
        <li>دعم Wi-Fi يتيح التحكم عن بعد وتسجيل الفيديو والصوت.</li>
        <li>حماية متقدمة ضد السرقة بفضل تقنية Motion Detection.</li>
    </ul>

    <!-- قسم ""المواصفات التقنية:"" -->
    <strong>المواصفات التقنية:</strong>
    <table border=""1"">
        <thead>
            <tr>
                <th>الخاصية</th>
                <th>التفاصيل</th>
            </tr>
        </thead>
        <tbody>
            <tr>
                <td>دقة الصورة</td>
                <td>2K</td>
            </tr>
            <tr>
                <td>تقنية Night Vision</td>
                <td>نعم</td>
            </tr>
            <tr>
                <td>دعم Wi-Fi</td>
                <td>نعم</td>
            </tr>
            <tr>
                <td>تقنية Motion Detection</td>
                <td>نعم</td>
            </tr>
        </tbody>
    </table>",ollama-qwen2.5:7b-bulk-full,2026-04-30T16:28:52+03:00,auto-generated,,,,,,,,,,,,,,,,,high,Arlo Pro 5 2K Spotlight Camera,,,,,
130,simple,SH-CAM-RING-001,,Ring Indoor Cam (2nd Gen),1,0,visible,Ring Indoor Cam (2nd Gen) - Available at NeoGen Store,,,,taxable,,1,,,0,0,0.3,16,12,10,1,,,479,Smart Home & IoT | أتمتة المنزل الذكي,"camera, security, smart home, أمن ومراقبة, كاميرا, منزل ذكي",,https://neogen.store/wp-content/uploads/SH-CAM-RING-001-1.jpg,,,,,,,,,0,,,,,캠 داخلي رينج (الجيل الثاني),,"<p>تتميز كاميرا Ring Indoor Cam (2nd Gen) بجودة الصورة الواضحة والقدرة على التعرف على الحركة، مما يجعلها الخيار الأمثل لحماية منزلك.</p>

    <h3><strong>لماذا هذا المنتج؟</strong></h3>
    <ul style=""direction: rtl;"">
        <li>دقة الكاميرا 1080p تضمن صورة واضحة ورائعة.</li>
        <li>التعرف على الحركة الفوري يتيح لك الاستجابة بسرعة لأي نشاط غير عادي.</li>
        <li>التحكم عن بعد عبر التطبيق يجعلك على علم دائم بما يحدث في منزلك.</li>
        <li>حماية متقدمة ضد السطوات والرذاذ تحميك طوال العام.</li>
    </ul>

    <h3><strong>المواصفات التقنية:</strong></h3>
    <table border=""1"" style=""direction: rtl;"">
        <tr>
            <th>الخاصية</th>
            <th>التفاصيل</th>
        </tr>
        <tr>
            <td>دقة الكاميرا</td>
            <td>1080p</td>
        </tr>
        <tr>
            <td>التعرف على الحركة</td>
            <td>نعم</td>
        </tr>
        <tr>
            <td>التحكم عن بعد</td>
            <td>نعم</td>
        </tr>
        <tr>
            <td>حماية ضد السطوات والرذاذ</td>
            <td>IP65</td>
        </tr>
    </table>",ollama-qwen2.5:7b-bulk-full,2026-04-30T16:28:35+03:00,ollama-qwen2.5:7b-bulk,,,,,,,,,,2026-04-30T16:57:48+03:00,,,,,,,high,Ring Indoor Cam 2nd Gen,,,,,
131,simple,SH-PLG-MERS-001,,Meross Smart Plug Mini MSS110 (HomeKit),1,0,visible,Meross Smart Plug Mini MSS110 (HomeKit) - Available at NeoGen Store,,,,taxable,,1,,,0,0,0.15,12,10,6,1,,,159,Smart Home & IoT | أتمتة المنزل الذكي,"HomeKit, smart home, smart plug, آبل هوم كت, مقبس ذكي, منزل ذكي",,https://neogen.store/wp-content/uploads/SH-PLG-MERS-001-1.jpg,,,,,,,,,0,,,,,Meross قابس ذكي Mini MSS110 (HomeKit),,"<p>استمتع بتحكمك الذكي في أجهزتك المنزلية مع مروس سمارت بلاغ ميني MSS110 (هومكيت).</p>

    <h2><strong>لماذا هذا المنتج؟</strong></h2>
    <ul style=""list-style-type: disc;"">
        <li>تصميم صغير وخفيف يتناسب مع أي مكان في منزلك.</li>
        <li>دعم HomeKit للاستفادة من التحكم الذكي عبر أجهزة آبل.</li>
        <li>إمكانية التحكم عن بعد باستخدام الهاتف المحمول.</li>
        <li>حماية الطاقة وترشيد الاستهلاك الكهربائي.</li>
    </ul>

    <h2><strong>المواصفات التقنية:</strong></h2>
    <table border=""1"">
        <thead>
            <tr>
                <th>الخاصية</th>
                <th>التفاصيل</th>
            </tr>
        </thead>
        <tbody>
            <tr>
                <td>نوع التوصيل</td>
                <td>USB Type-C</td>
            </tr>
            <tr>
                <td>عدد المنافذ</td>
                <td>1</td>
            </tr>
            <tr>
                <td>الدعم التقني</td>
                <td>HomeKit, Alexa, Google Assistant</td>
            </tr>
            <tr>
                <td>التقنية المستخدمة</td>
                <td>Zigbee 3.0</td>
            </tr>
        </tbody>
    </table>",ollama-qwen2.5:7b-bulk-full,2026-04-30T16:28:19+03:00,auto-generated,,,,,,,,,,,,,,,,,high,Meross MSS110 smart plug,,,,,
132,simple,SH-PLG-TPLK-001,,"TP-Link Tapo P125M Smart Plug (Matter, 2-pack)",1,0,visible,"TP-Link Tapo P125M Smart Plug (Matter, 2-pack) - Available at NeoGen Store",,,,taxable,,1,,,0,0,0.3,18,12,6,1,,0,149,Smart Home & IoT | أتمتة المنزل الذكي,"smart home, smart plug, WiFi, مقبس ذكي, منزل ذكي, واي فاي",,https://neogen.store/wp-content/uploads/SH-PLG-TPLK-001-1.jpg,,,,,,,,,0,,,,,"تي بي لينك Tapo P125M قابس ذكي (Matter, 2-pack)",,"<p>موصل ذكي متعدد الاستخدامات من تپلینک، يتيح لك التحكم في الأجهزة الكهربائية عن بعد.</p>

    <h3><strong>لماذا هذا المنتج؟</strong></h3>
    <ul style=""direction: rtl;"">
        <li>دعم ماثر (Matter) للاستخدام مع أنظمة智能家居设备，支持 Matter 协议，兼容多种智能家庭系统。</li>
        <li> dúو وحدة تسمح بالتحكم في اثنين من الأجهزة الكهربائية.</li>
        <li>تصميم بسيط وسهل الاستخدام، يتم تشغيله عن طريق التطبيق الذكي.</li>
        <li>موصل بشبكة Wi-Fi للاستخدام بدون الحاجة إلى كابلات.</li>
    </ul>

    <h3><strong>المواصفات التقنية:</strong></h3>
    <table border=""1"" style=""direction: rtl;"">
        <tr>
            <th>الخاصية</th>
            <th>التفاصيل</th>
        </tr>
        <tr>
            <td>نوع الاتصال</td>
            <td>Wi-Fi</td>
        </tr>
        <tr>
            <td>عدد الوحدات</td>
            <td>dúo</td>
        </tr>
        <tr>
            <td>دعم ماثر</td>
            <td>نعم</td>
        </tr>
    </table>",ollama-qwen2.5:7b-bulk-full,2026-04-30T16:27:43+03:00,auto-generated,,,,,,,,,,,,,,,,,high,Tapo P125M Matter 2-pack,,,,,
133,simple,SH-THR-ECOB-001,,Ecobee Smart Thermostat Premium,1,0,visible,Ecobee Smart Thermostat Premium - Available at NeoGen Store,,,,taxable,,1,,,0,0,0.5,20,16,8,1,,,1549,Smart Home & IoT | أتمتة المنزل الذكي,"smart home, thermostat, ترموستات, منزل ذكي",,https://neogen.store/wp-content/uploads/SH-THR-ECOB-001-1.jpg,,,,,,,,,0,,,,,thermostat الذكي المتميز إيكوببي,,"<p>يقدم Ecobee Smart Thermostat Premium تجربة دفء ذكية وفعالة في إدارة درجة الحرارة.</p>

    <h2><strong>لماذا هذا المنتج؟</strong></h2>
    <ul style=""list-style-type: disc;"">
        <li>يتميز بذكاء التشغيل التلقائي، مما يوفر الطاقة بنسبة تصل إلى 12%.</li>
        <li>يوفر تطبيقًا متنقلًا سهل الاستخدام لتحكم في درجة الحرارة من أي مكان.</li>
        <li>يتضمن شاشة بسيطة وسهلة القراءة للتحكم المباشر في النظام.</li>
        <li>يأتي مع دعم متعدد اللغات، مما يجعله خيارًا مثاليًا للمقيمين في المملكة العربية السعودية.</li>
    </ul>

    <h2><strong>المواصفات التقنية:</strong></h2>
    <table border=""1"" cellspacing=""0"" cellpadding=""5"">
        <thead>
            <tr>
                <th>الخاصية</th>
                <th>التفاصيل</th>
            </tr>
        </thead>
        <tbody>
            <tr>
                <td>نوع التحكم</td>
                <td>تحكم إلكتروني</td>
            </tr>
            <tr>
                <td>معدل الاستجابة</td>
                <td>&lt; 2 ثانية</td>
            </tr>
            <tr>
                <td>الدعم المتعدد للغات</td>
                <td>نعم</td>
            </tr>
            <tr>
                <td>نوع الشبكة</td>
                <td>Wi-Fi</td>
            </tr>
        </tbody>
    </table>",ollama-qwen2.5:7b-bulk-full,2026-04-30T16:27:28+03:00,ollama-qwen2.5:7b-bulk,,,,,,,,,,2026-04-30T16:57:45+03:00,,,,,,,high,Ecobee Smart Thermostat Premium,,,,,
134,simple,SH-THR-NEST-001,,Google Nest Learning Thermostat (4th Gen),1,0,visible,Google Nest Learning Thermostat (4th Gen) - Available at NeoGen Store,,,,taxable,,1,,,0,0,0.5,22,16,10,1,,,1699,Smart Home & IoT | أتمتة المنزل الذكي,"smart home, thermostat, ترموستات, منزل ذكي",,https://neogen.store/wp-content/uploads/SH-THR-NEST-001-1.jpg,,,,,,,,,0,,,,,نظام تدفئة ذكي متعلم من جوجل (4세대),,"<p>تتميز أنظمة التدفئة الذكية Google Nest Learning Thermostat (4th Gen) بتقنية ذكاء اصطناعي متقدمة تتيح لك إدارة درجة الحرارة في منزلك بكل سهولة.</p>

    <h2><strong>لماذا هذا المنتج؟</strong></h2>
    <ul>
        <li>توفير الطاقة بنسبة تصل إلى 12% مقارنة بأنظمة التدفئة التقليدية.</li>
        <li>تعلم نمط الاستهلاك وتتكيف مع احتياجاتك الشخصية.</li>
        <li>مراقبة درجة الحرارة في الوقت الفعلي وضبطها حسب الحاجة.</li>
        <li>واجهة مستخدم بسيطة ومباشرة تتيح التحكم عن بعد عبر الهاتف الذكي أو الكمبيوتر.</li>
    </ul>

    <h2><strong>المواصفات التقنية:</strong></h2>
    <table border=""1"">
        <tr>
            <th>الخاصية</th>
            <th>التفاصيل</th>
        </tr>
        <tr>
            <td>نوع النظام</td>
            <td>نظام تدفئة ذكي</td>
        </tr>
        <tr>
            <td>تقنية التعلم</td>
            <td>نعم</td>
        </tr>
        <tr>
            <td>التحكم عن بعد</td>
            <td>نعم</td>
        </tr>
        <tr>
            <td>التقنية المستخدمة</td>
            <td>Google Nest</td>
        </tr>
        <tr>
            <td>الإصدار</td>
            <td>4th Gen</td>
        </tr>
    </table>",ollama-qwen2.5:7b-bulk-full,2026-04-30T16:27:10+03:00,ollama-qwen2.5:7b-bulk,,,,,,,,,,2026-04-30T16:57:43+03:00,,,,,,,high,Google Nest Learning Thermostat 4th Gen,,,,,
135,simple,SH-RVC-ECVX-001,,Ecovacs Deebot X9 Pro Omni,1,0,visible,Ecovacs Deebot X9 Pro Omni - Available at NeoGen Store,,,,taxable,,1,,,0,0,13.0,52,45,50,1,,,5699,Smart Home & IoT | أتمتة المنزل الذكي,"robot vacuum, smart home, مكنسة روبوت, منزل ذكي",,https://neogen.store/wp-content/uploads/SH-RVC-ECVX-001-1.jpg,,,,,,,,,0,,,,,إيكوفاكس Deebot X9 Pro Omni,,"<p>تستعد منزلك للاستمتاع بأحدث التقنيات الذكية مع Ecovacs Deebot X9 Pro Omni، الروبوت المروни الأكثر تقدماً في تنظيف منازلنا.</p>

    <h2><strong>لماذا هذا المنتج؟</strong></h2>
    <ul style=""list-style-type: disc;"">
        <li>يتميز بقدرة التنقل المتعددة الاتجاهات (Omni-directional) التي تتيح له التنقل بسهولة في جميع أنحاء المنزل.</li>
        <li>يأتي مزودًا بعجلات متينة تسمح له بالوصول إلى الزوايا الصعبة والمناطق الضيقة.</li>
        <li>يوفر نظام التدقيق ثلاثي الأبعاد (3D SLAM) لضمان تنظيف شامل وفعال لكل زاوية من المنزل.</li>
        <li>يتميز بقدرة عالية على تجنب العقبات والتغلب عليها، مما يجعله الخيار الأمثل للبيوت المعقدة.</li>
    </ul>

    <h2><strong>المواصفات التقنية:</strong></h2>
    <table border=""1"" cellspacing=""0"" cellpadding=""5"">
        <tr>
            <th>الخاصية</th>
            <th>التفاصيل</th>
        </tr>
        <tr>
            <td>نظام التنقل</td>
            <td>Omni-directional</td>
        </tr>
        <tr>
            <td>عجلات</td>
            <td>MegaTraction</td>
        </tr>
        <tr>
            <td>تقنية التدقيق</td>
            <td>3D SLAM</td>
        </tr>
        <tr>
            <td>القدرة على تجنب العقبات</td>
            <td>High</td>
        </tr>
    </table>",ollama-qwen2.5:7b-bulk-full,2026-04-30T16:26:53+03:00,auto-generated,,,,,,,,,,,,,,,,,medium,Ecovacs Deebot X9 Pro Omni,,,,,
136,simple,SH-RVC-DREM-001,,Dreame L50 Ultra,1,0,visible,Dreame L50 Ultra - Available at NeoGen Store,,,,taxable,,1,,,0,0,12.0,50,45,45,1,,0,4599,Smart Home & IoT | أتمتة المنزل الذكي,"robot vacuum, smart home, مكنسة روبوت, منزل ذكي",,https://neogen.store/wp-content/uploads/SH-RVC-DREM-001-1.jpg,,,,,,,,,0,,,,,دريم L50 Ultra,,"<p>تتميز Dreame L50 Ultra بتصميمها المبتكر وعمر البطارية الطويل، مما يجعلها الخيار الأمثل للمسافرين والمستخدمين اليوميين.</p>

    <h2><strong>لماذا هذا المنتج؟</strong></h2>
    <ul>
        <li>عمر بطارية يصل إلى 30 يومًا مع استخدام معتدل.</li>
        <li>تقنية التصفية المتقدمة لضمان جودة الهواء النقي.</li>
        <li>تصميم خفيف الوزن وقابل للطي يسهل حمله.</li>
        <li>إمكانية الشحن اللاسلكي تزيد من الراحة أثناء الاستخدام.</li>
    </ul>

    <h2><strong>المواصفات التقنية:</strong></h2>
    <table border=""1"">
        <thead>
            <tr>
                <th>الخاصية</th>
                <th>التفاصيل</th>
            </tr>
        </thead>
        <tbody>
            <tr>
                <td>نوع الجهاز</td>
                <td>مُحَرِّك مُتَقَدِّم</td>
            </tr>
            <tr>
                <td>عمر البطارية</td>
                <td>30 يومًا</td>
            </tr>
            <tr>
                <td>تقنية التصفية</td>
                <td>Dyson Digital Motor V12</td>
            </tr>
            <tr>
                <td>وزن الجهاز</td>
                <td>1.5 كجم</td>
            </tr>
        </tbody>
    </table>",ollama-qwen2.5:7b-bulk-full,2026-04-30T16:26:35+03:00,auto-generated,,,,,,,,,,,,,,,,,medium,Dreame L50 Ultra with dock,,,,,
