wc_id,sku,name,categories,current_price_sar,aliexpress_search_url,aliexpress_product_url,aliexpress_price_usd,notes
3224,GM-CTR-MSF-001,Xbox Elite Controller Series 2 Core,Gaming | ألعاب,1149,https://www.aliexpress.com/wholesale?SearchText=Xbox+Elite+Controller+Series+2+Core,,,
3223,GM-RGB-GOV-001,Govee DreamView G1 Pro Gaming Light,Gaming | ألعاب,749,https://www.aliexpress.com/wholesale?SearchText=Govee+DreamView+G1+Pro+Gaming+Light,,,
3222,GM-RGB-COR-001,Corsair iCUE LC100 Lighting Panels,Gaming | ألعاب,549,https://www.aliexpress.com/wholesale?SearchText=Corsair+iCUE+LC100+Lighting+Panels,,,
3221,GM-CHR-RAZ-001,Razer Iskur V2 NewGen,Gaming | ألعاب,3199,https://www.aliexpress.com/wholesale?SearchText=Razer+Iskur+V2+NewGen,,,
3220,GM-CHR-SEC-001,Secretlab Titan Evo,Gaming | ألعاب,3499,https://www.aliexpress.com/wholesale?SearchText=Secretlab+Titan+Evo,,,
3219,GM-HST-RAZ-001,Razer BlackShark V2 Pro 2023,Gaming | ألعاب,999,https://www.aliexpress.com/wholesale?SearchText=Razer+BlackShark+V2+Pro+2023,,,
3218,GM-HST-STS-001,SteelSeries Arctis Nova 7 Wireless,Gaming | ألعاب,1149,https://www.aliexpress.com/wholesale?SearchText=SteelSeries+Arctis+Nova+7+Wireless,,,
3217,GM-HST-HPX-001,HyperX Cloud Alpha Wireless (300hr),Gaming | ألعاب,1199,https://www.aliexpress.com/wholesale?SearchText=HyperX+Cloud+Alpha+Wireless+300hr,,,
3216,GM-MOU-RAZ-002,Razer Viper V3 Pro (54g Wireless),Gaming | ألعاب,1049,https://www.aliexpress.com/wholesale?SearchText=Razer+Viper+V3+Pro+54g+Wireless,,,
3215,GM-MOU-LOG-001,Logitech G Pro X Superlight 2 DEX,Gaming | ألعاب,1099,https://www.aliexpress.com/wholesale?SearchText=Logitech+G+Pro+X+Superlight+2+DEX,,,
3214,GM-MOU-RAZ-001,Razer DeathAdder V4 Pro (57g Wireless),Gaming | ألعاب,1149,https://www.aliexpress.com/wholesale?SearchText=Razer+DeathAdder+V4+Pro+57g+Wireless,,,
3213,GM-KBD-KEY-001,Keychron K10 HE (Arabic Layout),Gaming | ألعاب,999,https://www.aliexpress.com/wholesale?SearchText=Keychron+K10+HE+Arabic+Layout,,,
3212,GM-KBD-LOG-001,Logitech G Pro X TKL LIGHTSPEED,Gaming | ألعاب,1199,https://www.aliexpress.com/wholesale?SearchText=Logitech+G+Pro+X+TKL+LIGHTSPEED,,,
3211,GM-KBD-COR-001,Corsair K70 MAX RGB,Gaming | ألعاب,1299,https://www.aliexpress.com/wholesale?SearchText=Corsair+K70+MAX+RGB,,,
3210,GM-KBD-RAZ-001,Razer Huntsman V3 Pro TKL,Gaming | ألعاب,1349,https://www.aliexpress.com/wholesale?SearchText=Razer+Huntsman+V3+Pro+TKL,,,
3209,GM-MON-DEL-001,"Dell Alienware AW2725DF (27"" QD-OLED 360Hz)",Gaming | ألعاب,5599,https://www.aliexpress.com/wholesale?SearchText=Dell+Alienware+AW2725DF+27+QDOLED+360Hz,,,
3208,GM-MON-LGE-001,"LG UltraGear OLED 27GR95QE-B (27"" QHD 240Hz)",Gaming | ألعاب,4899,https://www.aliexpress.com/wholesale?SearchText=LG+UltraGear+OLED+27GR95QEB+27+QHD+240Hz,,,
3207,GM-MON-SAM-002,"Samsung Odyssey G7 G70D (32"" 4K 144Hz)",Gaming | ألعاب,3499,https://www.aliexpress.com/wholesale?SearchText=Samsung+Odyssey+G7+G70D+32+4K+144Hz,,,
3206,GM-MON-SAM-001,"Samsung Odyssey OLED G8 (34"" UWQHD 175Hz)",Gaming | ألعاب,7799,https://www.aliexpress.com/wholesale?SearchText=Samsung+Odyssey+OLED+G8+34+UWQHD+175Hz,,,
3205,GM-MON-ASU-001,"ASUS ROG Swift OLED PG27AQDM (27"" QHD 240Hz)",Gaming | ألعاب,5399,https://www.aliexpress.com/wholesale?SearchText=ASUS+ROG+Swift+OLED+PG27AQDM+27+QHD+240Hz,,,
3204,NT-MPC-DEL-001,Dell OptiPlex 7070 Micro (Refurb),Homelab | هوم لاب,1549,https://www.aliexpress.com/wholesale?SearchText=Dell+OptiPlex+7070+Micro+Refurb,,,
3203,NT-MPC-BLK-002,Beelink EQ12 (Intel N100),Homelab | هوم لاب,999,https://www.aliexpress.com/wholesale?SearchText=Beelink+EQ12+Intel+N100,,,
3202,NT-MPC-BLK-001,Beelink SER7 (Ryzen 7 7735HS),Homelab | هوم لاب,2399,https://www.aliexpress.com/wholesale?SearchText=Beelink+SER7+Ryzen+7+7735HS,,,
3201,NT-MPC-MNF-001,MinisForum MS-01 (Homelab Server),Homelab | هوم لاب,3999,https://www.aliexpress.com/wholesale?SearchText=MinisForum+MS01+Homelab+Server,,,
3200,NT-POE-TPL-001,TP-Link TL-SG1005P 5-Port PoE,Networking | شبكات واتصالات,299,https://www.aliexpress.com/wholesale?SearchText=TPLink+TLSG1005P+5Port+PoE,,,
3199,NT-POE-UBQ-001,Ubiquiti USW-Lite-8-PoE,Networking | شبكات واتصالات,849,https://www.aliexpress.com/wholesale?SearchText=Ubiquiti+USWLite8PoE,,,
3198,NT-KVM-ATN-001,ATEN CS1924M 4-Port DP KVM,Homelab | هوم لاب,2399,https://www.aliexpress.com/wholesale?SearchText=ATEN+CS1924M+4Port+DP+KVM,,,
3197,NT-KVM-TES-001,TESmart HKS0401A1U 4-Port HDMI KVM,Homelab | هوم لاب,599,https://www.aliexpress.com/wholesale?SearchText=TESmart+HKS0401A1U+4Port+HDMI+KVM,,,
3196,NT-FWL-FTN-001,Fortinet FortiGate 60F,Homelab | هوم لاب,5499,https://www.aliexpress.com/wholesale?SearchText=Fortinet+FortiGate+60F,,,
3195,NT-FWL-NGT-002,Netgate 2100 MAX pfSense+ Gateway,Homelab | هوم لاب,2499,https://www.aliexpress.com/wholesale?SearchText=Netgate+2100+MAX+pfSense+Gateway,,,
3194,NT-FWL-NGT-001,Netgate 4200 MAX pfSense+ Gateway,Homelab | هوم لاب,3399,https://www.aliexpress.com/wholesale?SearchText=Netgate+4200+MAX+pfSense+Gateway,,,
3193,NT-CBL-GEN-001,Cat6a Shielded Bulk Cable (305m),Networking | شبكات واتصالات,849,https://www.aliexpress.com/wholesale?SearchText=Cat6a+Shielded+Bulk+Cable+305m,,,
3192,NT-CBL-FSC-001,10G SFP+ DAC Twinax Cable (1m),Networking | شبكات واتصالات,139,https://www.aliexpress.com/wholesale?SearchText=10G+SFP+DAC+Twinax+Cable+1m,,,
3191,NT-SFP-FSC-001,FS.com 10GBASE-SR SFP+ Transceiver,Networking | شبكات واتصالات,129,https://www.aliexpress.com/wholesale?SearchText=FScom+10GBASESR+SFP+Transceiver,,,
3190,NT-SRV-NVP-001,NavePoint 1U Cantilever Rack Shelf,Homelab | هوم لاب,249,https://www.aliexpress.com/wholesale?SearchText=NavePoint+1U+Cantilever+Rack+Shelf,,,
3189,NT-SRV-CBM-001,Cable Matters 24-Port Cat6 Patch Panel (1U),Homelab | هوم لاب,239,https://www.aliexpress.com/wholesale?SearchText=Cable+Matters+24Port+Cat6+Patch+Panel+1U,,,
3188,NT-SRV-STC-001,StarTech RK12WALLOA 12U Wall-Mount Rack,Homelab | هوم لاب,1399,https://www.aliexpress.com/wholesale?SearchText=StarTech+RK12WALLOA+12U+WallMount+Rack,,,
3187,NT-UPS-APC-002,APC Back-UPS Pro BX1500M (Tower),Homelab | هوم لاب,1599,https://www.aliexpress.com/wholesale?SearchText=APC+BackUPS+Pro+BX1500M+Tower,,,
3186,NT-UPS-CYB-001,CyberPower OR1500LCDRM1U (1500VA 1U),Homelab | هوم لاب,2099,https://www.aliexpress.com/wholesale?SearchText=CyberPower+OR1500LCDRM1U+1500VA+1U,,,
3185,NT-UPS-APC-001,APC Smart-UPS SMT1500RM2UC (1500VA Rack),Homelab | هوم لاب,4899,https://www.aliexpress.com/wholesale?SearchText=APC+SmartUPS+SMT1500RM2UC+1500VA+Rack,,,
3184,NT-NAS-QNP-002,QNAP TS-262-4G (2-Bay),Homelab | هوم لاب,1899,https://www.aliexpress.com/wholesale?SearchText=QNAP+TS2624G+2Bay,,,
3183,NT-NAS-QNP-001,QNAP TS-464-8G (4-Bay),Homelab | هوم لاب,2799,https://www.aliexpress.com/wholesale?SearchText=QNAP+TS4648G+4Bay,,,
3182,NT-NAS-SYN-002,Synology DS925+ (4-Bay),Homelab | هوم لاب,3499,https://www.aliexpress.com/wholesale?SearchText=Synology+DS925+4Bay,,,
3181,NT-NAS-SYN-001,Synology DS225+ (2-Bay),Homelab | هوم لاب,2099,https://www.aliexpress.com/wholesale?SearchText=Synology+DS225+2Bay,,,
3180,NT-WAP-TPL-002,TP-Link Omada EAP650,Networking | شبكات واتصالات,799,https://www.aliexpress.com/wholesale?SearchText=TPLink+Omada+EAP650,,,
3179,NT-WAP-TPL-001,TP-Link Omada EAP610,Networking | شبكات واتصالات,599,https://www.aliexpress.com/wholesale?SearchText=TPLink+Omada+EAP610,,,
3178,NT-WAP-UBQ-002,Ubiquiti UniFi U7 Pro,Networking | شبكات واتصالات,1399,https://www.aliexpress.com/wholesale?SearchText=Ubiquiti+UniFi+U7+Pro,,,
3177,NT-WAP-UBQ-001,Ubiquiti UniFi U6 Pro,Networking | شبكات واتصالات,999,https://www.aliexpress.com/wholesale?SearchText=Ubiquiti+UniFi+U6+Pro,,,
3176,NT-NET-UBQ-001,Ubiquiti USW-Pro-24-PoE,Networking | شبكات واتصالات,3999,https://www.aliexpress.com/wholesale?SearchText=Ubiquiti+USWPro24PoE,,,
3175,NT-NET-MKT-004,MikroTik CRS312-4C+8XG-RM,Networking | شبكات واتصالات,2799,https://www.aliexpress.com/wholesale?SearchText=MikroTik+CRS3124C8XGRM,,,
3174,NT-NET-MKT-003,MikroTik CRS328-24P-4S+RM (PoE),Networking | شبكات واتصالات,2699,https://www.aliexpress.com/wholesale?SearchText=MikroTik+CRS32824P4SRM+PoE,,,
3173,NT-NET-MKT-002,MikroTik CRS326-24G-2S+RM,Networking | شبكات واتصالات,1199,https://www.aliexpress.com/wholesale?SearchText=MikroTik+CRS32624G2SRM,,,
3172,NT-NET-MKT-001,MikroTik CRS305-1G-4S+IN,Networking | شبكات واتصالات,999,https://www.aliexpress.com/wholesale?SearchText=MikroTik+CRS3051G4SIN,,,
3171,SH-SWB-SWBT-003,SwitchBot Blind Tilt,Smart Home &amp; IoT | أتمتة المنزل الذكي,479,https://www.aliexpress.com/wholesale?SearchText=SwitchBot+Blind+Tilt,,,
3170,SH-SWB-SWBT-002,SwitchBot Bot (Smart Button Pusher),Smart Home &amp; IoT | أتمتة المنزل الذكي,239,https://www.aliexpress.com/wholesale?SearchText=SwitchBot+Bot+Smart+Button+Pusher,,,
3169,SH-SWB-SWBT-001,SwitchBot Hub 2 (Matter Enabled),Smart Home &amp; IoT | أتمتة المنزل الذكي,479,https://www.aliexpress.com/wholesale?SearchText=SwitchBot+Hub+2+Matter+Enabled,,,
3168,SH-HUB-HUBI-001,Hubitat Elevation C-8 Pro,Smart Home &amp; IoT | أتمتة المنزل الذكي,1199,https://www.aliexpress.com/wholesale?SearchText=Hubitat+Elevation+C8+Pro,,,
3167,SH-HUB-HASS-001,Home Assistant Green,Smart Home &amp; IoT | أتمتة المنزل الذكي,699,https://www.aliexpress.com/wholesale?SearchText=Home+Assistant+Green,,,
3166,SH-HUB-AQRA-001,Aqara Hub M3,Smart Home &amp; IoT | أتمتة المنزل الذكي,899,https://www.aliexpress.com/wholesale?SearchText=Aqara+Hub+M3,,,
3165,SH-BLD-IKEA-001,IKEA FYRTUR Blackout Smart Roller Blind,Smart Home &amp; IoT | أتمتة المنزل الذكي,949,https://www.aliexpress.com/wholesale?SearchText=IKEA+FYRTUR+Blackout+Smart+Roller+Blind,,,
3164,SH-BLD-SWBT-001,SwitchBot Curtain 3,Smart Home &amp; IoT | أتمتة المنزل الذكي,649,https://www.aliexpress.com/wholesale?SearchText=SwitchBot+Curtain+3,,,
3163,SH-VDB-EUFY-001,Eufy Video Doorbell E340 (Dual Camera),Smart Home &amp; IoT | أتمتة المنزل الذكي,999,https://www.aliexpress.com/wholesale?SearchText=Eufy+Video+Doorbell+E340+Dual+Camera,,,
3162,SH-VDB-RING-001,Ring Battery Doorbell Plus,Smart Home &amp; IoT | أتمتة المنزل الذكي,999,https://www.aliexpress.com/wholesale?SearchText=Ring+Battery+Doorbell+Plus,,,
3161,SH-CAM-RELK-001,Reolink Argus 4 Pro (4K),Smart Home &amp; IoT | أتمتة المنزل الذكي,899,https://www.aliexpress.com/wholesale?SearchText=Reolink+Argus+4+Pro+4K,,,
3160,SH-CAM-EUFY-001,Eufy eufyCam 3 (4K + HomeBase 3 Kit),Smart Home &amp; IoT | أتمتة المنزل الذكي,1649,https://www.aliexpress.com/wholesale?SearchText=Eufy+eufyCam+3+4K+HomeBase+3+Kit,,,
3159,SH-CAM-ARLO-001,Arlo Pro 5 2K Spotlight Camera,Smart Home &amp; IoT | أتمتة المنزل الذكي,1549,https://www.aliexpress.com/wholesale?SearchText=Arlo+Pro+5+2K+Spotlight+Camera,,,
3158,SH-CAM-RING-001,Ring Indoor Cam (2nd Gen),Smart Home &amp; IoT | أتمتة المنزل الذكي,479,https://www.aliexpress.com/wholesale?SearchText=Ring+Indoor+Cam+2nd+Gen,,,
3157,SH-PLG-MERS-001,Meross Smart Plug Mini MSS110 (HomeKit),Smart Home &amp; IoT | أتمتة المنزل الذكي,159,https://www.aliexpress.com/wholesale?SearchText=Meross+Smart+Plug+Mini+MSS110+HomeKit,,,
3156,SH-PLG-TPLK-001,"TP-Link Tapo P125M Smart Plug (Matter, 2-pack)",Smart Home &amp; IoT | أتمتة المنزل الذكي,149,https://www.aliexpress.com/wholesale?SearchText=TPLink+Tapo+P125M+Smart+Plug+Matter+2pack,,,
3155,SH-THR-ECOB-001,Ecobee Smart Thermostat Premium,Smart Home &amp; IoT | أتمتة المنزل الذكي,1549,https://www.aliexpress.com/wholesale?SearchText=Ecobee+Smart+Thermostat+Premium,,,
3154,SH-THR-NEST-001,Google Nest Learning Thermostat (4th Gen),Smart Home &amp; IoT | أتمتة المنزل الذكي,1699,https://www.aliexpress.com/wholesale?SearchText=Google+Nest+Learning+Thermostat+4th+Gen,,,
3153,SH-RVC-ECVX-001,Ecovacs Deebot X9 Pro Omni,Smart Home &amp; IoT | أتمتة المنزل الذكي,5699,https://www.aliexpress.com/wholesale?SearchText=Ecovacs+Deebot+X9+Pro+Omni,,,
3152,SH-RVC-DREM-001,Dreame L50 Ultra,Smart Home &amp; IoT | أتمتة المنزل الذكي,4599,https://www.aliexpress.com/wholesale?SearchText=Dreame+L50+Ultra,,,
3151,SH-RVC-RBRC-001,Roborock Qrevo CurvX,Smart Home &amp; IoT | أتمتة المنزل الذكي,4599,https://www.aliexpress.com/wholesale?SearchText=Roborock+Qrevo+CurvX,,,
3150,SH-LGT-GOVE-002,Govee Glide Hexagon Light Panels Ultra (10-pack),Smart Home &amp; IoT | أتمتة المنزل الذكي,1299,https://www.aliexpress.com/wholesale?SearchText=Govee+Glide+Hexagon+Light+Panels+Ultra+10pack,,,
3149,SH-LGT-GOVE-001,Govee RGBIC LED Strip M1 (5m),Smart Home &amp; IoT | أتمتة المنزل الذكي,399,https://www.aliexpress.com/wholesale?SearchText=Govee+RGBIC+LED+Strip+M1+5m,,,
3148,SH-LGT-LIFX-001,LIFX Color A19 1100lm Bulb,Smart Home &amp; IoT | أتمتة المنزل الذكي,279,https://www.aliexpress.com/wholesale?SearchText=LIFX+Color+A19+1100lm+Bulb,,,
3147,SH-LGT-PHUE-002,Philips Hue Gradient Lightstrip (2m),Smart Home &amp; IoT | أتمتة المنزل الذكي,1149,https://www.aliexpress.com/wholesale?SearchText=Philips+Hue+Gradient+Lightstrip+2m,,,
3146,SH-LGT-PHUE-001,Philips Hue Starter Kit (3x A19 + Bridge),Smart Home &amp; IoT | أتمتة المنزل الذكي,899,https://www.aliexpress.com/wholesale?SearchText=Philips+Hue+Starter+Kit+3x+A19+Bridge,,,
3145,SH-LCK-AUGS-001,August Wi-Fi Smart Lock (4th Gen),Smart Home &amp; IoT | أتمتة المنزل الذكي,1299,https://www.aliexpress.com/wholesale?SearchText=August+WiFi+Smart+Lock+4th+Gen,,,
3144,SH-LCK-AQRA-001,Aqara Smart Lock U200,Smart Home &amp; IoT | أتمتة المنزل الذكي,1249,https://www.aliexpress.com/wholesale?SearchText=Aqara+Smart+Lock+U200,,,
3143,SH-LCK-YALE-001,Yale Assure Lock 2 Wi-Fi,Smart Home &amp; IoT | أتمتة المنزل الذكي,1549,https://www.aliexpress.com/wholesale?SearchText=Yale+Assure+Lock+2+WiFi,,,
3142,SH-DSP-GGLE-001,Google Nest Hub (2nd Gen),Smart Home &amp; IoT | أتمتة المنزل الذكي,699,https://www.aliexpress.com/wholesale?SearchText=Google+Nest+Hub+2nd+Gen,,,
3141,SH-DSP-AMZN-001,Amazon Echo Show 8 (3rd Gen),Smart Home &amp; IoT | أتمتة المنزل الذكي,999,https://www.aliexpress.com/wholesale?SearchText=Amazon+Echo+Show+8+3rd+Gen,,,
3140,SH-SPK-AMZN-002,Amazon Echo Dot (5th Gen),Smart Home &amp; IoT | أتمتة المنزل الذكي,399,https://www.aliexpress.com/wholesale?SearchText=Amazon+Echo+Dot+5th+Gen,,,
3139,SH-SPK-GGLE-001,Google Nest Audio,Smart Home &amp; IoT | أتمتة المنزل الذكي,699,https://www.aliexpress.com/wholesale?SearchText=Google+Nest+Audio,,,
3138,SH-SPK-APPL-001,Apple HomePod Mini,Smart Home &amp; IoT | أتمتة المنزل الذكي,699,https://www.aliexpress.com/wholesale?SearchText=Apple+HomePod+Mini,,,
3137,SH-SPK-AMZN-001,Amazon Echo (4th Gen),Smart Home &amp; IoT | أتمتة المنزل الذكي,699,https://www.aliexpress.com/wholesale?SearchText=Amazon+Echo+4th+Gen,,,
3136,NG-SEC-007,Eufy Video Doorbell S330,Security &amp; Surveillance | أمن ومراقبة,1449,https://www.aliexpress.com/wholesale?SearchText=Eufy+Video+Doorbell+S330,,,
3135,NG-SEC-006,Ajax Hub 2 Plus,Security &amp; Surveillance | أمن ومراقبة,2499,https://www.aliexpress.com/wholesale?SearchText=Ajax+Hub+2+Plus,,,
3134,NG-SEC-005,Reolink 16-Channel PoE NVR (RLN16-410),Security &amp; Surveillance | أمن ومراقبة,1599,https://www.aliexpress.com/wholesale?SearchText=Reolink+16Channel+PoE+NVR+RLN16410,,,
3133,NG-SEC-004,Ubiquiti UniFi Protect G4 Doorbell Pro,Security &amp; Surveillance | أمن ومراقبة,2299,https://www.aliexpress.com/wholesale?SearchText=Ubiquiti+UniFi+Protect+G4+Doorbell+Pro,,,
3132,NG-SEC-003,Hikvision DS-2CD2143G2-I,Security &amp; Surveillance | أمن ومراقبة,749,https://www.aliexpress.com/wholesale?SearchText=Hikvision+DS2CD2143G2I,,,
3131,NG-SEC-002,Reolink Argus 4 Pro,Security &amp; Surveillance | أمن ومراقبة,1199,https://www.aliexpress.com/wholesale?SearchText=Reolink+Argus+4+Pro,,,
3130,NG-SEC-001,Reolink RLC-810A,Security &amp; Surveillance | أمن ومراقبة,549,https://www.aliexpress.com/wholesale?SearchText=Reolink+RLC810A,,,
3129,NG-DRN-008,DJI Pocket 3,Drones &amp; Robotics | درونز وروبوتات,2999,https://www.aliexpress.com/wholesale?SearchText=DJI+Pocket+3,,,
3128,NG-DRN-007,Roborock S8 MaxV Ultra,Drones &amp; Robotics | درونز وروبوتات,7699,https://www.aliexpress.com/wholesale?SearchText=Roborock+S8+MaxV+Ultra,,,
3127,NG-DRN-006,FIMI X8 Mini V2,Drones &amp; Robotics | درونز وروبوتات,2399,https://www.aliexpress.com/wholesale?SearchText=FIMI+X8+Mini+V2,,,
3126,NG-DRN-005,Insta360 X4,Drones &amp; Robotics | درونز وروبوتات,3499,https://www.aliexpress.com/wholesale?SearchText=Insta360+X4,,,
3125,NG-DRN-004,DJI RS 4,Drones &amp; Robotics | درونز وروبوتات,3099,https://www.aliexpress.com/wholesale?SearchText=DJI+RS+4,,,
3124,NG-DRN-003,DJI Osmo Action 5 Pro,Drones &amp; Robotics | درونز وروبوتات,2499,https://www.aliexpress.com/wholesale?SearchText=DJI+Osmo+Action+5+Pro,,,
3123,NG-DRN-002,DJI Avata 2,Drones &amp; Robotics | درونز وروبوتات,4099,https://www.aliexpress.com/wholesale?SearchText=DJI+Avata+2,,,
3122,NG-DRN-001,DJI Mini 4 Pro,Drones &amp; Robotics | درونز وروبوتات,6099,https://www.aliexpress.com/wholesale?SearchText=DJI+Mini+4+Pro,,,
3121,NG-CBL-008,HDMI 2.1 8K Fiber Optic Cable (10m),Cables &amp; Adapters | كابلات ومحولات,359,https://www.aliexpress.com/wholesale?SearchText=HDMI+21+8K+Fiber+Optic+Cable+10m,,,
3120,NG-CBL-007,DAC SFP+ 10G Direct Attach Cable (3m),Cables &amp; Adapters | كابلات ومحولات,229,https://www.aliexpress.com/wholesale?SearchText=DAC+SFP+10G+Direct+Attach+Cable+3m,,,
3119,NG-CBL-006,Ugreen 5-in-1 USB-C Dock,Cables &amp; Adapters | كابلات ومحولات,249,https://www.aliexpress.com/wholesale?SearchText=Ugreen+5in1+USBC+Dock,,,
3118,NG-CBL-005,Baseus USB-C 100W Charging Cable (2m),Cables &amp; Adapters | كابلات ومحولات,109,https://www.aliexpress.com/wholesale?SearchText=Baseus+USBC+100W+Charging+Cable+2m,,,
3117,NG-CBL-004,Ugreen Cat 8 Ethernet Cable (5m),Cables &amp; Adapters | كابلات ومحولات,149,https://www.aliexpress.com/wholesale?SearchText=Ugreen+Cat+8+Ethernet+Cable+5m,,,
3116,NG-CBL-003,Cable Matters Thunderbolt 4 Cable (2m),Cables &amp; Adapters | كابلات ومحولات,419,https://www.aliexpress.com/wholesale?SearchText=Cable+Matters+Thunderbolt+4+Cable+2m,,,
3115,NG-CBL-002,Anker USB-C Hub 7-in-1,Cables &amp; Adapters | كابلات ومحولات,349,https://www.aliexpress.com/wholesale?SearchText=Anker+USBC+Hub+7in1,,,
3114,NG-CBL-001,Ugreen USB-C to HDMI 2.1 Cable (2m),Cables &amp; Adapters | كابلات ومحولات,219,https://www.aliexpress.com/wholesale?SearchText=Ugreen+USBC+to+HDMI+21+Cable+2m,,,
3113,NG-3DP-008,Phrozen Sonic Mini 8K S,3D Printing &amp; CNC | طباعة ثلاثية الأبعاد,2899,https://www.aliexpress.com/wholesale?SearchText=Phrozen+Sonic+Mini+8K+S,,,
3112,NG-3DP-007,Creality Sonic Pad,3D Printing &amp; CNC | طباعة ثلاثية الأبعاد,1049,https://www.aliexpress.com/wholesale?SearchText=Creality+Sonic+Pad,,,
3111,NG-3DP-006,BIQU H2 V2S Direct Drive Extruder,3D Printing &amp; CNC | طباعة ثلاثية الأبعاد,599,https://www.aliexpress.com/wholesale?SearchText=BIQU+H2+V2S+Direct+Drive+Extruder,,,
3110,NG-3DP-005,Elegoo Saturn 3 Ultra,3D Printing &amp; CNC | طباعة ثلاثية الأبعاد,3499,https://www.aliexpress.com/wholesale?SearchText=Elegoo+Saturn+3+Ultra,,,
3109,NG-3DP-004,eSUN PLA+ Filament 10-Color Pack,3D Printing &amp; CNC | طباعة ثلاثية الأبعاد,1299,https://www.aliexpress.com/wholesale?SearchText=eSUN+PLA+Filament+10Color+Pack,,,
3108,NG-3DP-003,Creality K1 Max,3D Printing &amp; CNC | طباعة ثلاثية الأبعاد,4199,https://www.aliexpress.com/wholesale?SearchText=Creality+K1+Max,,,
3107,NG-3DP-002,Bambu Lab AMS,3D Printing &amp; CNC | طباعة ثلاثية الأبعاد,1949,https://www.aliexpress.com/wholesale?SearchText=Bambu+Lab+AMS,,,
3106,NG-3DP-001,Bambu Lab P1S 3D Printer,3D Printing &amp; CNC | طباعة ثلاثية الأبعاد,5099,https://www.aliexpress.com/wholesale?SearchText=Bambu+Lab+P1S+3D+Printer,,,
3105,NG-ACC-010,WD Red Plus 8TB NAS Hard Drive,Hardware | أجهزة PC,1449,https://www.aliexpress.com/wholesale?SearchText=WD+Red+Plus+8TB+NAS+Hard+Drive,,,
3104,NG-ACC-009,Ugreen Nexode 100W GaN Charger,Accessories &amp; Lifestyle | إكسسوارات,439,https://www.aliexpress.com/wholesale?SearchText=Ugreen+Nexode+100W+GaN+Charger,,,
3103,NG-ACC-008,CalDigit TS4 Thunderbolt 4 Dock,Accessories &amp; Lifestyle | إكسسوارات,2899,https://www.aliexpress.com/wholesale?SearchText=CalDigit+TS4+Thunderbolt+4+Dock,,,
3102,NG-ACC-007,Anker PowerConf S330 USB Speakerphone,Accessories &amp; Lifestyle | إكسسوارات,599,https://www.aliexpress.com/wholesale?SearchText=Anker+PowerConf+S330+USB+Speakerphone,,,
3101,NG-ACC-006,Samsung T7 Shield 2TB Portable SSD,Hardware | أجهزة PC,1299,https://www.aliexpress.com/wholesale?SearchText=Samsung+T7+Shield+2TB+Portable+SSD,,,
